sources,references,translations
"Dyer's right, I haven't spoken to him, or anyone, about what's happening between John and me.","Dyer a raison, je ne lui ai pas parlé  ni à personne d'ailleurs  de ce qui se passe entre John et moi.","Ça va, je n'ai pas parlé à Dyer, ni à personne d'autre, de ce qui se passe entre John et moi."
"""And you have to tell him you don't love himnever did.""","Et tu dois lui dire que tu ne l'aimes pas, que tu ne l'as jamais aimé.","Ça veut dire que tu dois lui dire que tu ne l'aimes pas, que tu ne l'aimes pas."
"Slowly, I turn my head.","Lentement, je tourne la tête.","Ça va, je tourne lentement la tête."
"John's words should make me feel better, but they don't.","Les mots de John devraient me rassurer, mais ce n'est pas le cas.","Les mots de John devraient me rassurer, mais ce n'est pas le cas."
"She'd wanted to ask him why he'd gotten it, since she first saw it after Luke's death, but it seemed like such an intimate question.","Elle avait voulu lui demander pourquoi il se l'était fait faire, depuis qu'elle l'avait vu pour la première fois après la mort de Luke, mais la question lui avait semblé si intime.",Ça lui avait semblé une question trop intime.
Quiet time?,Du temps calme ?,Ça fait du temps qu'il est calme ?
Anger darkens the green of his eyes from emerald to forest.,La colère assombrit le vert de ses yeux qui passent de l'émeraude à la forêt.,"L'anger obscurcit le vert de ses yeux, de l'émeraude à celui du forêt."
He didn't know.,Il ne savait pas.,Ça ne lui disait rien.
"""Don't speak to my daughter with disrespect.",Ne manqua pas de respect à ma fille.,Ne parle pas à ma fille avec détournement de langage.
Nine Inch Nails fills my head.,Nine Inch Nails remplit ma tête.,9 Inch Nails me remplit la tête.
"I feel the flood of warmth and wet surround my cock as I pulse, spilling into the condom.","Je sens le flot de chaleur et d'humidité entourer ma bite alors que je pulse, me déversant dans le préservatif.","Je sens le chaud et l'humidité envahir mon membre, tandis que je palpite, jetant mon sperme dans le préservatif."
This wasn't just about sex.,Il ne s'agissait pas seulement de sexe.,Ça n'était pas seulement une question de sexe.
"Instead, he fucked off to God knows where.","Au lieu de cela, il s'est barré Dieu sait où.",Ça lui a fait plutôt oublier ses problèmes.
"He'd better switch to the cheaper stuff soon, or he'd regret drinking up his reserve stash.","Il ferait mieux de passer bientôt aux bouteilles moins chères, sinon il regretterait d'avoir épuisé sa réserve.","Ça lui faudrait de changer pour l'alcool moins cher, sinon il regretterait de boire sa réserve."
But it's a peaceful walk that not many people know about.,Mais c'est une promenade paisible que peu de gens connaissent.,Ça fait une promenade calme que peu de gens connaissent.
You got a fucking virgin!,Tu as un putain de puceau !,Ça fait un vrai virgule !
"Swallowing hard, he listened as Andi quietly tiptoed throughout the small apartment, shutting lights off as she went and then-","Déglutissant, il écouta Andi marcher sur la pointe des pieds dans le petit appartement, éteignant les lumières au fur et à mesure, puis...","Il déglutit difficilement et l'écouta se taper à l'insu des gens dans l'appartement, éteignant les lumières en passant et ensuite..."
"Wherever you go, I'll be watching you.","Où que tu ailles, je te surveille.","Ça me fâche, où que tu ailles, je te suivrai."
"""Right now, I'm occupied with these eight.""","Pour l'instant, je suis occupé par ces vingt centimètres là.","Ça, je me préoccupe de ces huit."
"He slammed her against the covered window, pressing his body against the length of hers.","Il la plaqua contre la fenêtre barricadée, pressant tout son corps contre le sien.","Ça lui donna une idée : il la frappa contre la fenêtre couverte, pressant son corps contre le sien."
That's worth celebrating.,Cela vaut la peine d'être célébré.,Ça vaut une fête.
The tattoo that marked her as mermaid.,Le tatouage qui la marquait comme sirène.,Ça faisait partie du tatouage qui la marquait comme sirène.
The deep-blue sky burst with hints of orange where the sun hung low in the west.,Le ciel d'un bleu profond se teintait d'orange là où le soleil était bas à l'ouest.,Le ciel bleu foncé s'éclairait d'oranges où le soleil se posait à l'ouest.
Like they had a connection beyond the present.,Comme s'ils avaient une connexion au-delà du présent.,Ça faisait comme si ils avaient une connexion au-delà du présent.
I scroll down and find one story that has a video.,Je fais défiler l'écran et trouve un article avec une vidéo.,Je fais défiler la page et je trouve un article qui contient un vidéo.
"The muscle tenses under my palm, and I drop my arm to my side, sighing inwardly.",Le muscle se crispe sous ma paume et je laisse tomber mon bras sur le côté en soupirant intérieurement.,"Le muscle se tend sous ma paume et je laisse tomber mon bras sur le côté, soupirant."
"""I need one more thing,"" Chase said.","J'ai besoin d'une dernière chose, dit Chase.","Ça me manque une chose, dit Chase."
"Their cousins, the Sirens, sang a song and trapped a man.","Leurs cousines, les harpies, chantaient une chanson pour piéger les hommes.","Ça fait des années que leurs cousines, les Sirènes, chantent une chanson et piègent un homme."
"""Look at me, Mari,"" he said, squeezing her knee.","Regarde-moi, Mari, dit-il en lui pressant le genou.","Ça regarde, Mari, dit-il en lui pressant le genou."
One thing was for certain.,Une chose était sûre.,Ça faisait une chose certaine.
"""No, the regular had a family emergency.""","Non, le DJ habituel a eu une urgence familiale.","Non, le régulier a eu une urgence familiale."
Who in the twenty-first century doesn't Google someone after meeting them?,"Qui, au vingt-et-unième siècle, ne cherche pas quelqu'un sur Google après l'avoir rencontré ?",Ça ne se passe plus au vingtième siècle ?
"Unless there's a ghost tattoo artist around the island, I swear I don't know where these tattoos keep coming from.""","A moins qu'il n'y ait un tatoueur fantôme sur l'île, je jure que je ne sais pas d'où viennent ces tatouages.","Ça ne me fait pas de bon, sauf si un tatoueur fantôme est en train de circuler sur l'île, je jure que je ne sais pas d'où ces tatouages viennent."
"I can't move, don't want to, and John seems content to have me covering him.","Je ne peux pas bouger, je n'en ai pas envie, et John semble satisfait que je sois sur lui.","Ça me fait mal, je ne veux pas bouger, et John semble satisfait de me voir le couvrir."
"As his skin heats, his earthy musk hits my senses, making my mouth water.","Au fur et à mesure que sa peau se réchauffe, son odeur de musc et de terre s'impose à mes sens et me met l'eau à la bouche.","Sa peau se chauffe, son musc terreux me parvient, me faisant saliver."
"I was unhappy.""",J'étais malheureux.,Ça m'a rendu malheureux.
LOCAL HIGH SCHOOL TEACHER ARRESTED ON SUSPICION OF SEX WITH STUDENT,UN ENSEIGNANT D'UN LYCÉE LOCAL ARRÊTÉ POUR SUSPICION DE RELATIONS SEXUELLES AVEC UNE ÉLÈVE,Un professeur d'un lycée local est arrêté pour suspicion de relations sexuelles avec un élève
"""What's this?"" I ask, removing the paper, though I already know.","demandé-je en retirant le papier, bien que je le sache déjà.","Ça, qu'est-ce que c'est ?"
"""Oh, you mean he'd tell you his moods.",Tu veux dire qu'il te disait son humeur.,Ça veut dire qu'il te dirait ses états d'âme.
"When I call Dyer and ask him to sit in on my shift, he only hesitates for a moment before agreeing.","Lorsque j'appelle Dyer pour lui demander de me remplacer, il hésite un instant avant d'accepter.","Ça fait que, lorsque j'appelle Dyer et que je lui demande de venir me remplacer, il hésite un instant avant d'accepter."
"He stood, dabbing his eye with the ice pack.",Il se leva et se tamponna l'œil avec la poche de glace.,"Ça va, dit-il en se secouant l'œil avec la bouteille de glace."
"Why is it suddenly hot out here, has summer returned in the last hour or so?","Pourquoi fait-il soudain chaud ici, l'été serait-il revenu depuis une heure ?","Ça fait soudain chaud, l'été est-il revenu dans les dernières heures ?"
"This time, Travis led her through the large hole in the side of the ship, making her smile as she watched yellow, orange, and blue fish race out the other side, following Travis as he made his way back up to the surface and-","Cette fois, Travis la fit passer à travers le grand trou sur le flanc du navire, la faisant sourire en regardant des poissons jaunes, oranges et bleus sortir de l'autre côté, suivant Travis alors qu'il remontait à la surface et...","Ça faisait bien, elle avait un sourire en voyant des poissons jaunes, oranges et bleus s'enfuir de l'autre côté, le suivant alors qu'il remontait à la surface et..."
"He follows them down to the floor and helps me step out of, first my Vans sneakers, and then the denim.","Il le suit jusqu'au sol et m'aide à enlever d'abord mes baskets Vans, puis le jean.","Ça va, il les suit jusqu'au sol et m'aide à enlever, d'abord mes chaussures de marque Vans, puis mon jean."
"""Shut up, woman.""","Tais-toi, femme.","Ça suffit, femme."
"She was going to spend the rest of her life telling herself that it was good enough, she thought, deciding that definitely earned another heartfelt sigh.","Elle allait passer le reste de sa vie à se dire que c'était suffisant, pensa-t-elle, décidant que ça valait bien un autre soupir du fond du cœur.","Ça suffirait, pensa-t-elle, décidant qu'elle méritait un autre soupir sincère."
"And then, after finally accepting the painful realization that I'll never see the man again, it sure is a shock to the system when he walks into Nicki's house during her annual fall mixer.","Et puis, après avoir finalement accepté la dure réalité que je ne reverrai jamais cet homme, ça m'a fait un vrai choc lorsqu'il entre dans la maison de Nicki lors de sa soirée annuelle d'automne.","Ça fait mal, mais je suis enfin arrivé à accepter que je ne le reverrai jamais."
He spoke her thoughts aloud.,Il exprima ses pensées à voix haute.,Ça lui ressemblait à ce qu'il pensait.
He'd thought about that a lot and just how badly he wanted to do it again.,Il avait souvent repensé à cela et à quel point il avait envie de le refaire.,Ça lui est venu à l'esprit beaucoup de fois et il avait pensé à ce qu'il en voulait.
"And this nightmare will be over.""",Et ce cauchemar sera terminé.,Ça finira de faire un cauchemar.
"She stared at him as he tried to maneuver partway down the sand-covered stairs, and his pulse raced at the scrutiny.","Elle le dévisagea alors qu'il tentait de descendre les marches couvertes de sable, et son pouls s'accéléra à l'examen minutieux de la situation.","Ça lui faisait peur, il avait peur de tomber, il avait peur de la mort, il avait peur de tout."
"Still, I can't say I'm not disappointed that we won't be strolling hand-in-hand through the fair.","Pourtant, je ne peux pas dire que je ne suis pas déçu que nous ne nous promenions pas main dans la main à travers la foire.",Ça me décevrait encore de ne pas pouvoir promener la main dans la main à la fête.
The day had been a cacophony of noises from wind to Inna to rain to cheesy music.,"La journée avait été une cacophonie de bruits, du vent à Inna, de la pluie à la musique ringarde.","Ça a été un cacophonie de bruits, du vent à Inna, de la pluie à la musique facile."
"Aren't those reasons enough?""",Ces raisons ne sont-elles pas suffisantes ?,Ça ne suffit-il pas ?
Inna wasn't going to mess things up with Chase.,Inna n'allait pas tout gâcher avec Chase.,"Ça ne ferait rien, Inna ne voulait pas gâcher les choses avec Chase."
"Now, there was no chance of saving Chase from Inna's angerhe had every mer-legal right to kill the man who'd seduced his betrothed.","Maintenant, il n'y avait plus aucune chance de sauver Chase de la colère d'Inna  il avait tous les droits légaux de tuer l'homme qui avait séduit sa promise.","Ça ne lui donnait plus aucune chance de sauver Chase de la colère d'Inna, qui avait le droit de tuer l'homme qui avait séduit sa fiancée."
He looks so happy.,Il a l'air si heureux.,Ça lui donne une telle joie.
Another romp with him would drown out any fears she had.,Une autre partie de jambes en l'air avec lui noierait toutes les craintes qu'elle avait.,Être avec lui une fois de plus l'effacerait tous ses doutes.
"""I should get back to...""",Je devrais retourner à...,Ça me faut pour...
"Not too much, too soon.","Pas trop, pas trop tôt.","Ça ne doit pas être trop tôt, ni trop vite."
"He's a good guy, and I enjoy talking to him.""","C'est un bon gars, et j'aime bien lui parler.","Ça fait du bien, et j'aime parler avec lui."
"""My mom loves me, Chase.","Ma mère m'aime, Chase.","Ça fait que ma mère m'aime, Chase."
"""You're from Scotland?"" He asks, his eyes following the flight of a bird from one treetop to the next.","me demande-t-il, ses yeux suivant le vol d'un oiseau d'une cime à une autre.",Ça veut dire que tu es écossaise ?
"It didn't help that she'd been afraid to close her eyes, terrified that if she closed them for even a minute that something would happen to him.","La peur qu'il lui arrive quelque chose si elle fermait les yeux, ne serait-ce","Ça ne l'avait pas aidée de ne pas vouloir fermer les yeux, terrifiée par l'idée qu'elle fermerait les yeux pendant une seconde et que quelque chose se produirait à lui."
"""I really don't, though,"" Andi said, sniffling at the end there as she once again found herself heading towards another long night of searching through files and trying to come up with a way to improve the hotel's bottom line as she kept an eye out for anything that could help them figure out who the mysterious James Jamerson was.","Je ne sais vraiment pas, dit Andi, en reniflant à la fin, alors qu'elle se dirigeait une fois de plus vers une longue nuit de recherche dans les dossiers et de tentatives pour trouver un moyen d'améliorer les résultats de l'hôtel, tout en gardant un œil sur tout ce qui pourrait les aider à découvrir qui était le mystérieux James Jamerson.","Ça ne m'a pas échappé, dit Andi en gémissant à la fin, alors qu'elle se retrouvait à nouveau à la tête d'une longue nuit de recherches de dossiers et de tentatives pour trouver un moyen de faire progresser les bénéfices de l'hôtel tout en gardant un œil sur tout ce qui pourrait les aider à déterminer l'identité du mystérieux James Jamerson."
"I nod, reaching up to hold his face in my hands.","J'acquiesce, en levant les bras pour prendre son visage dans mes mains.",Je hoche la tête et lève la main pour prendre son visage dans mes mains.
"This is the best news ever.""",C'est la meilleure nouvelle qui soit.,Ça fait le meilleur cadeau de Noël.
"""I like listening to you.""",J'aime t'écouter.,Ça me plaît de t'écouter.
"We also discovered the responsible party, James Jamerson,"" Devyn explained, making Harold frown in confusion.","Nous avons également découvert le responsable, James Jamerson, expliqua Devyn, ce qui fit froncer les sourcils de Harold, confus.","Ça a aussi permis de découvrir la personne responsable, James Jamerson, expliqua Devyn, ce qui fit froncer les sourcils de Harold en signe de confusion."
"""But, really, I tend to go along with whatever.","Mais, en fait, j'ai tendance à me laisser faire.","Ça me semble un peu exagéré, mais je suis plutôt du genre à suivre le courant."
He set his plate beside hers.,Il posa son assiette à côté de la sienne.,Il posa son assiette à côté d'elle.
"When she deepened the kiss, he wished she were on a bed where he could press harder against her, feeling every contour of her soft body beneath his.","Lorsqu'elle approfondit le baiser, il souhaita qu'elle soit dans un lit où il pourrait se presser plus fort contre elle, sentant chaque contour de son corps doux sous le sien.","Ça lui aurait plu qu'elle soit sur un lit où il pouvait la presser plus fort, sentant tous les reliefs de son corps doux sous le sien."
"God, if he only knew how wanted he was.",Si seulement il savait à quel point il est désiré.,"Ça, si seulement il en avait l'idée, il était tellement désiré."
"Mari dipped under the water as a large wave washed over her, then came back up, slicking her hair away from her face.","Mari plongea sous l'eau lorsqu'une grosse vague la submergea, puis remonta, écartant ses cheveux de son visage.","Mari plongea sous l'eau sous l'effet d'une grande vague qui l'envahit, puis remonta à la surface, éloignant ses cheveux de son visage."
"A mermaid has no business on land, and now look what's happened.","Une sirène n'a rien à faire sur terre, et regarde ce qui s'est passé.","Ça ne fait rien pour une sirène de se trouver sur terre, et voilà ce qui est arrivé."
"I glance over at Dyer, and he's studying me.","Je jette un coup d'œil à Dyer, et il m'étudie.",Je jette un coup d'œil à Dyer et il me regarde.
Until John Burton.,Jusqu'à John Burton.,Ça a duré jusqu'à John Burton.
One way or another.,D'une manière ou d'une autre.,Ça ira quelque part.
"He could face her now, find out exactly what the man meant by ""engaged.""","Il pouvait l'affronter maintenant, découvrir exactement ce que l'homme entendait par ""fiancé"".","Ça lui permettait de la regarder dans les yeux maintenant, de découvrir exactement ce que le homme entendait par ""fiancé""."
"Or what's left of it.""",Ou ce qu'il en reste.,"Ça, ou ce qui en reste."
"She struggled to climb the pile of sand, her flip-flops in one hand.","Elle s'efforça de grimper sur le tas de sable, ses tongs dans une main.","Elle luttait pour grimper sur la pile de sable, ses tongs dans une main."
"There's awe in his face, the way his lips part ever-so-slightly, and his eyes widen just a little bit.","Il y a de l'admiration sur son visage, la façon dont ses lèvres s'écartent légèrement, et ses yeux s'écarquillent un tout petit peu.","Ça fait avaloir son admiration, la façon dont ses lèvres s'écarte légèrement, et ses yeux s'écarte un peu."
We're so very different from one another.,Nous sommes très différents l'un de l'autre.,Ça nous différencie tellement.
"What was the point of all this – of us -  if you can't trust me?""",Quel était le but de tout cela  de nous  si tu ne peux pas me faire confiance ?,"Ça veut dire quoi, tout ça, nous, si tu ne peux pas me faire confiance ?"
"The way you are with music, that's how he is with beer.","Il est comme toi et la musique, mais avec la bière.","Ça, c'est comme ça qu'il est avec la bière."
"""The eye should make landfall approximately midnight or a little after, depending on whether the storm slows a lot as it moves inland.","""L'œil du cyclone devrait toucher terre vers minuit ou un peu plus tard, en fonction de la vitesse de déplacement de la tempête vers l'intérieur des terres.",Ça dépendra de la vitesse à laquelle la tempête se déplaçera à l'intérieur des terres.
She moved to look out over the railing and saw the lighted pier lanterns bobbing as the pier swayed and groaned under the weight of the swollen waves.,Elle se déplaça pour regarder par-dessus la balustrade et vit les lanternes allumées de la jetée qui se balançaient tandis que la jetée elle-même se balançait et gémissait sous le poids des vagues déchaînées.,Ça lui fit bouger pour regarder par-dessus la balustrade et voir les lanternes de la jetée qui s'agitaient tandis que la jetée s'inclinait et gémissait sous le poids des vagues gonflées.
"To be with me, forever?","Être avec moi, pour toujours ?","Être avec moi, pour toujours ?"
"""It's too soon to tell,"" Devyn said, sighing heavily as he slid the daily report into his coat pocket.","Il est trop tôt pour le dire, soupira Devyn tout en glissant le rapport quotidien dans la poche de son manteau.","Ça fait trop peu de temps pour en dire quelque chose, dit Devyn, soupirant lourdement en glissant le rapport dans sa poche."
Big trouble.,De gros ennuis.,Ça fait grand mal.
"Chase pushed Mari off his shoulder and leaped up, his heart throbbing in his throat as a wave of nausea rolled through him.","Chase repoussa Mari de son épaule et se leva d'un bond, le cœur palpitant dans sa gorge, tandis qu'une vague de nausée le traversait.","Chase repoussa Mari de son épaule et sauta, son cœur palpitant dans sa gorge alors qu'une vague de nausée le traversait."
"""I think I can handle that,"" the man that still hadn't told her what job she was interviewing for murmured.","C'est gérable, marmonna l'homme qui ne lui avait toujours pas dit pour quel poste elle passait un entretien.","Ça me semble possible, murmura l'homme qui n'avait toujours pas dit à la jeune femme pourquoi elle était venue pour une entrevue."
"Chase turned toward her, his eyes looking through her.","Chase se tourna vers elle, ses yeux la pénétrant.","Chase se tourna vers elle, ses yeux la traversant."
"I like seeing him like this, so close to the edge so soon.","J'aime le voir comme ça, si proche de craquer, si rapidement.","Ça me plaît de le voir comme ça, si près du bord si tôt."
"""Thanks a lot, man.","Merci beaucoup, mec.","Ça me fait beaucoup de plaisir, mon ami."
"""No,"" Devyn bit out as she did a search for nearby hotels and found the one that she was looking for.","Non, dit Devyn en recherchant les hôtels des environs, et en trouvant celui qu'elle cherchait.","Non, dit Devyn en effectuant une recherche sur les hôtels proches et en trouvant celui qu'elle cherchait."
"She pressed against him harder, well aware that he couldn't move until the screw was in or the plywood would fall.","Elle se serra plus fort contre lui, consciente qu'il ne pouvait pas bouger tant que la vis n'était pas enfoncée, sous peine de voir le contreplaqué tomber.","Ça lui donnait plus de force, elle s'accrocha à lui plus fort, bien consciente qu'il ne pouvait pas bouger tant que la vis n'était pas enfoncée, sinon le contreplaqué tomberait."
"""Need a beer or some water or something?""","Tu veux une bière, de l'eau ou autre chose ?",Ça fait faim ?
The smile he gives me is stunning.,Le sourire qu'il m'adresse est stupéfiant.,Le sourire qu'il me tend est stupéfiant.
I've wanted to have my own shop on the beach my whole life.,"Toute ma vie, j'ai voulu avoir ma propre boutique sur la plage.",Ça m'a toujours rêvé d'avoir mon propre magasin sur la plage.
"I don't know what I was expecting from the residence of a man as talented with his hands as John is, but this isn't it.","J'ignore ce que j'attendais de la résidence d'un homme aussi doué de ses mains que John, mais ce n'est pas ça.","Ça ne ressemble pas à ce que je me suis attendu dans l'appartement d'un homme aussi doué avec ses mains que John, mais ça ne le est pas."
And it could burn down the bar.,Et elle pourrait brûler le bar.,Ça pourrait faire brûler le bar.
"She reached to her throat, but words had dried on her tongue.","Elle porta la main à sa gorge, mais les mots avaient séché sur sa langue.","Ça lui arrivait à la gorge, mais les mots s'étaient asséchés sur sa langue."
And would have killed Chase if she hadn't been there to save him.,Et aurait tué Chase si elle n'avait pas été là pour le sauver.,Ça aurait tué Chase si elle n'était pas là pour le sauver.
"A local directory yielded a little info on John Burton, owner of Burton Construction.","Un annuaire local m'a permis d'obtenir quelques informations sur John Burton, propriétaire de Burton Construction.","Un répertoire local a fourni quelques informations sur John Burton, le propriétaire de Burton Construction."
"""Two months!""",Deux mois !,Ça fait deux mois !
"Placid, green oceans filled those same eyes when someone needed a helping hand.",Des océans verts et paisibles remplissaient ces mêmes yeux lorsque quelqu'un avait besoin d'une main secourable.,"Çailloux calmes et verts, ces mêmes yeux se remplissaient d'océan lorsqu'un être humain avait besoin d'une main tendue."
"""It's complicated,"" he said, picking up a file only to toss it back on his desk and go still when she blurted out, ""I have to tell you something.""","C'est compliqué, répondit-il, s'emparant d'un dossier pour le reposer aussitôt sur son bureau et de s'immobiliser quand elle lâcha :","Ça va être compliqué, dit-il en prenant un dossier pour le jeter ensuite sur son bureau et en restant immobile lorsqu'elle dit : ""Je dois te dire quelque chose""."
"His eyes blaze in the dark, but I can't make out his expression.","Ses yeux brillent dans l'obscurité, mais je n'arrive pas à distinguer son expression.","Ses yeux brûlent dans les ténèbres, mais je ne peux pas déceler son expression."
"But the studios have needed working on for a long time, and I'm glad our last fundraiser was enough to at least start on it.","Mais cela fait longtemps qu'il fallait rénover les studios, et je suis heureux que notre dernière collecte de fonds ait été suffisante pour au moins commencer à le faire.","Ça a fallu longtemps que les studios soient rénovés, et j'en suis heureuse que notre dernière campagne de financement ait suffi pour commencer les travaux."
"""We have nothing but time,"" Andi said, smiling hugely as she placed the colorful sack down at the top of the slide and gestured for him to sit down.","On a tout le temps, dit Andi, avec un grand sourire, en posant le sac coloré en haut du toboggan et en lui faisant signe de s'asseoir.","Ça nous laisse le temps, dit Andi en souriant et en posant le sac sur le trampoline et en lui faisant signe de s'asseoir."
"When someone tells you they've had it all and done it all, and feel no need for more when you're still reaching for every goddamned thing life can offer, what is there left to say?","Quand quelqu'un vous dit qu'il a tout eu et tout fait, et qu'il ne ressent pas le besoin d'en avoir plus alors que vous cherchez toujours tout ce que la vie peut vous offrir, que reste-t-il à dire ?","Ça arrive à quelqu'un de te dire qu'il a tout eu et qu'il a tout fait, qu'il n'a plus rien à faire et qu'il n'a plus rien à voir, alors que tu es encore en train de chercher tout ce que la vie peut offrir ?"
The waves crashed on the sand and the water pooled near her.,Les vagues s'écrasaient sur le sable et l'eau s'accumulait près d'elle.,Les vagues s'écrasaient sur le sable et l'eau se rassemblait près d'elle.
"""Frankie,"" John breathes into my wet hair.","Frankie, souffle John dans mes cheveux mouillés.","Frankie, respire John dans mes cheveux mouillés."
"She didn't want this day, no matter how hard the work was, to ever end.","Elle ne voulait pas que cette journée, même si le travail était difficile, se termine un jour.","Ça ne l'intéressait pas, même si le travail était difficile, que ce jour ne finisse jamais."
His dimple is just so adorable.,Sa fossette est tellement adorable.,Ça fait si bien qu'il a un dimple.
He lets his eyes skate over me before he turns them back to the room.,Il laisse ses yeux glisser sur moi avant de les tourner de nouveau vers la pièce.,"Ça lui faut un moment pour me regarder, puis il revient sur la pièce."
"Humid, warm air rushed in and filled her lungs, and salty dampness coated her face.","L'air chaud et humide s'engouffra dans ses poumons, et une humidité salée recouvrit son visage.",L'air chaud et humide s'engouffra dans ses poumons et recouvrit son visage d'une douceté salée.
"""I'll keep her safe,"" Drew said, making Andi wince as she hung over his shoulder, struggling to keep the terror at bay.","Je la garderai en sécurité, dit Drew, faisant grimacer Andi qui s'accrochait à son épaule, s'efforçant de maintenir la terreur à distance.","Ça la protégera, dit Drew, faisant grimacer Andi alors qu'elle pendait par-dessus son épaule, luttant pour repousser le terrorisme."
"Nicki's skin is a deep, rich mahogany that must have been painted on by the hand of God himself, it's so perfect.","La peau de Nicki est d'un acajou riche et profond qui a dû être peint par la main de Dieu lui-même, tant elle est parfaite.","La peau de Nicki est un mahogany profond et riche qui doit avoir été peint par la main même de Dieu, elle est si parfaite."
"And I'm sitting here in the bar that was supposed to be both our legacies.""",Et je suis assis ici dans le bar qui était censé être notre héritage à tous les deux.,Ça fait que je suis assis dans le bar qui était censé être notre héritage.
"No dark water surrounding him, just the bright and cold glare of sterility and the smell of bleach.","Il n'y avait plus d'eau sombre autour de lui, juste la froide lumière blafarde d'un endroit stérile et une odeur d'eau de Javel.","Pas d'eau noire autour de lui, juste le clair-obscur stérile et le parfum de chlorure de sodium."
"That's the best news I've heard in ages.""",C'est la meilleure nouvelle que j'ai entendue depuis longtemps.,Ça fait des années que je n'ai pas eu de nouvelles aussi bonnes.
"I've done it a thousand times.""",Je l'ai fait des milliers de fois.,"Ça, je l'ai fait mille fois."
What a day.,Quelle journée !,Ça a été une journée.
A big part of me wants to pull John into my arms and shield him from everything and everyone that would ever wish him harm.,Une grande partie de moi veut prendre John dans mes bras et le protéger de tout ce qui pourrait lui faire du mal.,Ça fait une grande partie de moi qui veut embrasser John dans mes bras et le protéger de tout et de tout le monde qui lui ferait du mal.
"It's me you want, not him.","C'est moi que tu veux, pas lui.","Ça, c'est moi que tu veux, pas lui."
Reds and blues and bright yellows swirled and clashed along the walls.,"Du rouge, du bleu et du jaune vif tourbillonnaient et se mélangeaient le long des murs.","Rouges, bleus et jaunes vif tourbillonnaient et s'entrechoquaient le long des murs."
"Merely acquaintances, as far as the world knew.","De simples connaissances, pour autant que le monde le sache.","Ça n'était qu'une amitié, comme le monde le savait."
It's intangible.,Ce n'est pas tangible.,Ça est immatériel.
He was headed directly for them.,Il se dirigeait directement vers eux.,Ça allait directement vers eux.
"She'd fantasized about sucking him off many times, but it was never this good, this real.","Elle avait souvent fantasmé sur le fait de l'avoir en bouche, mais cela n'avait jamais été aussi bon, aussi vivace.","Ça lui était arrivé de fantasmer sur le fait de le sucer plusieurs fois, mais ça n'avait jamais été aussi bon, aussi réel."
"At first, I assume it's for work or for Lexi but, when I ask, he dodges the question or distracts me with sex.","Au début, je supposais que c'était pour le travail ou pour Lexi, mais quand je lui demande, il esquive la question ou me distrait avec du sexe.","À première vue, je suppose que c'est pour le travail ou pour Lexi, mais quand je lui demande, il évite la question ou me distrait avec du sexe."
"What a phenomenon.""",Quel phénomène !,Ça fait une vraie sensation.
"""If I had my way, we'd take out the privateer's whole linewomen too.","Si ça ne tenait qu'à moi, nous aurions éliminé toute la lignée du corsaire, y compris les femmes.","Si j'avais le choix, nous ferions en sorte que les filles de la bordée soient tuées aussi."
"Pinching the jacket for Sign O' the Times between two fingers, I ease it off the shelf.","En pinçant la pochette de Sign O' the Times entre deux doigts, je la sors de l'étagère.",Je pinche le gilet de Sign O' the Times entre deux doigts et le détache du support.
"""He's covering his ass,"" Devyn said, watching as she returned her attention back to the email and-","Il couvre ses arrières, dit Devyn, en la regardant reporter son attention sur l'e-mail et...","Ça s'appelle se couvrir les fesses, dit Devyn, en la regardant revenir son attention sur l'e-mail et..."
"""Lot's happened in the past couple of days.""",Il s'est passé beaucoup de choses ces deux derniers jours.,Ça a beaucoup changé ces derniers jours.
I frame his face in my hands.,J'encadre son visage dans mes mains.,Je cadre son visage dans mes mains.
"""You're going to love the fourth grade,"" Uncle Shawn said, smiling as he picked her up and placed her on the chair as she frantically shook her head, knowing that this wasn't going to end well.","Tu vas adorer le CM1, dit Oncle Shawn en souriant alors qu'il la prenait dans ses bras et la déposait sur la chaise pendant qu'elle secouait frénétiquement la tête, car elle savait que ça n'allait pas bien se finir.","Ça va te plaire au CM1, dit Oncle Shawn, souriant en la prenant dans ses bras et en la plaçant sur la chaise alors qu'elle secouait la tête en frantique, sachant que ça ne se terminerait pas bien."
"""You said he changed it,"" Garrett countered.","Tu as dit qu'il l'avait changé, rétorque Garrett.","Ça dit qu'il l'a changé, contre-attaqua Garrett."
My voice sounds like I've been chewing on asphalt and my words crumble under the crush of it.,Ma voix sonne comme si j'avais mâché de l'asphalte et mes mots s'effritent sous son poids.,Ça me semble que j'ai mangé de l'asphalte et mes mots s'effritent sous le poids de la situation.
"""I'll post guards near the beach,"" her mother said.","Je vais poster des gardes près de la plage, dit sa mère.","Je ferai poster des gardes près de la plage, dit sa mère."
"And I'm not gonna lie, I get off on living vicariously through others.","Et je ne vais pas mentir, je prends mon pied en vivant par procuration à travers les autres.",Ça me fait plaisir de vivre vicarieusement les aventures des autres.
"""Why didn't Christopher stay on land with her?",Pourquoi Christopher n'était-il pas resté sur la terre ferme avec elle ?,Pourquoi Christopher n'est-il pas resté sur la terre ferme avec elle ?
I know you feel the pull to the sea like I do.,"Je sais que tu es attiré par la mer, tout comme moi.",Ça me dit que tu ressens l'appel de la mer comme moi.
