sources,references,translations
He shrugged and set the last glass ornament in the box.,Il haussa les épaules et déposa le dernier ornement en verre dans la boîte.,"Ça, c'est ça, dit-il en posant le dernier ornement dans la boîte."
"""Something like that.""",Quelque chose comme ça.,Ça ressemble à ça.
"The queen shielded her eyes and looked to the bar, now simmering and smoking.","La reine se protégea les yeux et regarda le bar, maintenant réduit en un tas frémissant et fumant.","La reine se couvrit les yeux et regarda le bar, maintenant en fumée et en flammes."
"Smoke hadn't filled the bedroom, but something was burning somewhere in the bar.","La fumée n'avait pas envahi la chambre, mais quelque chose brûlait quelque part dans le bar.","Ça n'avait pas rempli la chambre, mais quelque chose brûlait quelque part dans le bar."
The number of times I've fantasized about this very moment is incalculable.,Le nombre de fois où j'ai fantasmé sur ce moment précis est incalculable.,Ça fait des années que je rêve de ce moment.
"""Next week,"" Chase said.","La semaine prochaine, dit Chase.","Ça sera la semaine prochaine, dit Chase."
"they didn't have time for another round of sex, even if he thought it was a good idea, which it wasn't.","Il ne pouvait pas s'impliquer et ils n'avaient pas le temps pour une autre partie de jambes en l'air, même s'il pensait que c'était une bonne idée; ce qui n'était pas le cas.","elles n'avaient pas le temps d'avoir une autre fois de sexe, même si il pensait que c'était une bonne idée, ce qui n'était pas le cas."
"""I'm sorry, Devyn,"" Andi said, wishing that she'd never brought it up.","Je suis désolée, Devyn, déclara Andi, souhaitant n'avoir jamais abordé le sujet.","Ça va, Devyn, dit Andi, regrettant de l'avoir évoqué."
He's a self-talker.,Il se parle à lui-même.,"Ça fait un bon an que je le connais, et il est toujours aussi étrange."
"""Five times?"" he asked as they headed down a side street towards the long line of apartment complexes that lined the street.",reprit-il alors qu'ils se dirigeaient vers une rangée d'appartements qui bordait un des côtés de la rue dans laquelle ils se trouvaient.,Ça fait cinq fois ?
He eyes the crowd of reporters like he wants to tear them apart with his bare hands.,Il regarde la foule des journalistes comme s'il voulait les déchiqueter à mains nues.,Ça lui fait envie de déchirer la foule de journalistes à mains nues.
Time to choose the future.,Il était temps de choisir l'avenir.,Ça fait temps de choisir son avenir.
"""Is that a bad thing?"" he asked as they slowly made their way past the reason why they'd been stuck on the highway for the past two hours as the road crew pulled back the orange cones.",demanda-t-il alors qu'ils dépassaient lentement la raison pour laquelle ils étaient restés bloqués sur l'autoroute depuis deux heures alors que l'équipe de sécurité routière retirait les cônes orange.,Ça veut dire qu'il n'y a pas de problème ?
"""Don't think about all that stuff right now,"" she said.","Ne pense pas à tout cela pour l'instant, dit-elle.","Ça ne te fait pas penser à tout ça pour l'instant, dit-elle."
"Instead, he'd left the clothes and shoes strewn about and his books and magazines piled around the room.","Au lieu de cela, il avait laissé les vêtements et les chaussures éparpillés, les livres et les magazines empilés dans la pièce.","Ça, c'était ce qu'il avait fait : il avait laissé ses vêtements et ses chaussures par terre et ses livres et ses magazines en tas dans la pièce."
"""Hey, mister,"" she said.","Hé, monsieur, dit-elle.","Ça va, monsieur, dit-elle."
"It took time to figure out how to turn my love of music into a career.""",Il m'a fallu du temps pour comprendre comment transformer mon amour de la musique en carrière.,Ça a pris du temps pour savoir comment transformer mon amour de la musique en une carrière.
"Reluctantly, hands shaking so badly I can barely get them to do my bidding, I click.","À contrecœur, les mains tremblant à tel point que j'ai du mal à les faire fonctionner, je clique.","Je clique, de mauvaise grâce, les mains tremblantes à tel point que je ne peux même pas les faire obéir à mes ordres."
"He was on a sunny beach, and the wind was light, hugging.","Il se trouvait sur une plage ensoleillée, et le vent était léger, enveloppant.","Ça faisait chaud, il était sur une plage ensoleillée, et le vent était doux et caressant."
The duvet was high-quality cotton and cool to the touch in the muggy room.,La couette était en coton de haute qualité et fraîche au toucher dans la pièce moite.,L'étendard était en coton de qualité et frais à la touche dans la pièce chaude.
"""That porn you were going to tell me about?""","Alors, ce porno dont tu allais me parler ?","Ça, la pornographie que tu allais me dire ?"
"Worth your forgiveness.""",S'il vaut la peine que tu lui pardonnes.,Ça vaut ta pardon.
"Numbness flowed through him like molasses, and he clenched his biceps.",Une sensation d'engourdissement le traversa comme de la mélasse et il serra les biceps.,"L'asphyxie le traversa comme de la mélasse, et il serrit ses biceps."
She'd use whatever she could to get him to stick around long enough to fall in love.,Elle ferait tout ce qu'elle pourrait pour qu'il reste assez longtemps pour tomber amoureux.,Ça lui servirait à tout prix pour qu'il reste assez longtemps pour tomber amoureux d'elle.
"He set the glass of water in front of her, then drew up a tall beer for himself.","Il posa le verre d'eau devant elle, puis se servit une grande bière.","Il posa la verre d'eau devant elle, puis se procura une bière."
They started following her.,Ils ont commencé à la suivre.,Ça a commencé à la suivre.
"I don't want to fall this fast, but I don't know how to stop the slide.","Je ne veux pas tomber amoureux aussi vite, mais je ne sais pas comment arrêter la chute.","Ça ne me plaît pas de tomber si vite, mais je ne sais pas comment arrêter la descente."
Local teacher fired after claims he seduced a student.,Un enseignant local licencié après avoir été accusé d'avoir séduit un élève.,Un professeur local a été licencié après des accusations de l'avoir séduit.
John is at the podium now.,John est maintenant sur le podium.,Ça fait maintenant un moment que John est à l'estrade.
"""Michael John Dalton is innocent,"" the older woman begins.","""Michael John Dalton est innocent"", commence la femme la plus âgée.","Ça fait longtemps que je ne suis pas allée à l'église, dit-elle."
Maybe he'd reach someone who could help in time.,Peut-être qu'il aurait pu joindre quelqu'un qui pourrait l'aider à temps.,Ça pourrait arriver qu'il atteigne quelqu'un qui puisse l'aider à temps.
The positive.,Les choses positives.,Ça va.
"""He's trying to get up.""",Il essaie de se lever.,Ça tente de se lever.
This is a tiny lie.,C'est un petit mensonge.,Ça fait un petit mensonge.
"But yours isn't much better.""",Mais le tien n'est pas beaucoup mieux.,Ça ne te va pas mieux.
"""Welcome to the Emerald Cove.",Bienvenue à Emerald Cove.,Bienvenue au Cône d'Émeraude.
"""Do you have a problem with long hours?""",Est-ce que les grandes amplitudes horaires vous posent un problème ?,Ça te pose-t-il de travailler des heures longues ?
He thinks he can bully me into marriage.,Il pense qu'il peut faire pression pour que je me marie.,Ça lui semble qu'il peut me forcer à l'épouser.
"""I need to get the painting of Christopher.",Je dois récupérer le tableau de Christopher.,Ça me faut le tableau de Christopher.
"""You need to let him explain.",Tu dois le laisser s'expliquer.,Ça fait que tu dois lui laisser expliquer.
No point in hearing the same thing over and over.,Ce n'est pas la peine d'entendre la même chose encore et encore.,Ça ne sert à rien d'entendre la même chose à chaque fois.
"""2356 multiplied by 23.""","""2356 multiplié par 23.",2356 multiplié par 23.
"He ran his tongue lightly over her soft lips, tasting her again and again.","ll passa légèrement sa langue sur ses lèvres douces, la goûtant encore et encore.","Il passa sa langue légèrement sur ses lèvres douces, goûtant-la à nouveau et à nouveau."
"Most of the people I know are cynics, or reformed cynics.","La plupart des gens que je connais sont des cyniques, ou des cyniques repentis.","90 % des gens que je connais sont des cyniques, ou des cyniques réformés."
He spat on the ground.,Il cracha sur le sol.,Il cracha sur le sol.
"He should be losing his fucking mind trying to figure out how he was going to fix this in time, but right now, all he felt was relief.","Il aurait dû être en train de péter les plombs en essayant d'arranger ce merdier, mais au lieu de ça, il se sentait soulagé.","Ça devrait le faire perdre la tête en essayant de trouver un moyen de le réparer à temps, mais pour l'instant, il ne ressentait que du soulagement."
"I'll drag his ass out there and show him what power I have, and then I'll let him feel what it's like to die because you can't breathe.","Je vais le traîner là-bas et lui montrer le pouvoir que j'ai, puis je lui ferai sentir ce que c'est que de mourir parce qu'on ne peut plus respirer.","Ça va me falloir le tirer par les cheveux et lui montrer ce que je peux faire, puis je lui ferai sentir ce que c'est que de mourir parce que tu ne peux pas respirer."
"God, she really didn't want to be the one to tell him.","Bon sang, elle ne voulait vraiment pas être celle qui le lui annoncerait.","Ça, elle ne voulait pas être celle qui lui le dirait."
The last few hours of listening to Chase talk had been a delicious distraction from both the storm and Inna's revelation.,Les dernières heures passées à écouter Chase avaient été une délicieuse distraction par rapport à la tempête et à la révélation d'Inna.,"Ça faisait des heures que Chase parlait, et cela avait été un délice de distraction, tant pour la tempête que pour la révélation d'Inna."
"Side note, Prince is infinitely better on vinyl.",À noter que Prince est infiniment meilleur sur vinyle.,"Ça fait un bon côté, Prince est infiniment meilleur en vinyle."
"Andi found herself wondering as she reluctantly turned around, resigning herself to never knowing the joy of making a snow angel and decided that this moment deserved a heartfelt sigh.","en se retournant à contrecœur, se résignant à ne jamais connaître la joie de faire un ange de neige et décidant que ce moment méritait un soupir sincère.","Ça lui fit penser, malgré son réticence, qu'elle n'aurait jamais connu le plaisir de faire un ange de neige et décida que ce moment méritait un soupir sincère."
"I don't pine after straight men, but I sure as fuck don't mind looking.","Je ne me languis pas des hommes hétérosexuels, mais ça ne me dérange pas de les regarder.","Ça ne me fait pas de peine de regarder les hommes hétérosexuels, mais je ne me plains pas de le faire."
It's there in the tremble of his hands as they ghost over my thighs.,"C'est là, dans le tremblement de ses mains qui se promènent sur mes cuisses.",Ça est là dans le tremblement de ses mains qui se glissent sur mes cuisses.
"We had our time, but..."" He exhales.","Nous avons eu notre temps, mais... Il lâche un soupir.","Ça a duré, mais..."
"""Well, you're good at it.""","Eh bien, tu es doué pour ça.","Ça va, tu as du talent."
"Cradling her face in his hands, Devyn slowly breathed into her mouth.","Prenant délicatement son visage entre ses mains, Devyn inspira lentement dans sa bouche.","Cradulant son visage dans ses mains, Devyn respira lentement dans sa bouche."
"""Let's move over to the couch where it's more comfortable.","Allons-nous installer sur le canapé, c'est plus confortable.","Ça va, allons-y sur le canapé où il est plus confortable."
"Giving his gorgeous dick one last lick, I climb up his body.",Je lèche une dernière fois sa superbe queue et  grimpe le long de son corps.,"Je lui donne un dernier lécher, puis je gravis son corps."
"""I told you to take care of her and you fucking left her there!"" Devyn shouted, slamming him back against the wall.","Je t'ai dit de prendre soin d'elle et putain, tu l'as laissée là-bas !",Ça te disais de la prendre en charge et tu l'as laissée là !
"You're still here because of him, aren't you?""","C'est à cause de lui que tu es encore là, n'est-ce pas ?","Ça veut dire que tu es encore là grâce à lui, n'est-ce pas ?"
"I let my head drop to my chest as he works my glutes, my cock twitching already.","Je laisse ma tête retomber contre ma poitrine pendant qu'il frotte mon fessier, ma bite tressaillant déjà.","Je laisse tomber ma tête sur mon torse alors qu'il travaille mes glutés, mon coche se tordant déjà."
"They are in the way of my mission.""",Elle m'empêche d'accomplir ma mission.,Ça me gêne dans ma mission.
"""I don't want to work in accounting,"" she reminded him.","Je ne veux pas travailler à la comptabilité, lui rappela-t","Ça ne me plaît pas de travailler dans le domaine comptable, lui rappela-t-elle."
"""Thank you for saving me the trouble,"" Lucas said smoothly as he clicked to the next slide.","Merci de m'avoir épargné cette peine, dit Lucas d'une voix doucereuse en cliquant sur la diapositive suivante.","Ça m'a épargné le détour, dit Lucas d'une voix lisse en cliquant sur la diapositive suivante."
"I stroke my thumb over the fabric of his tee, wishing like hell it were bare skin.","Je passe mon pouce sur le tissu de son T-shirt, souhaitant ardemment que ce soit de la peau nue.","Je passe mon pouce sur le tissu de sa tee, souhaitant à tout prix qu'il soit de peau."
"""I told you, the family, they can't...""","Je te l'ai dit, sa famille ne peut pas...","Ça, je t'ai dit, la famille, ils ne peuvent pas..."
The ocean breeze lifted her sundress and sent it flapping against her thigh and it was all he could do to keep from reaching for her.,"La brise de l'océan soulevait sa robe d'été et l'envoyait battre contre sa cuisse, et il fit tout son possible pour ne pas tendre la main vers elle.","L'air marin souleva sa robe de lin et la fit flotter contre sa cuisse, et c'est tout ce qu'il put faire pour ne pas s'approcher d'elle."
"""Most of the restaurant stuff is staying with the bar.""",La plupart du matériel du restaurant ainsi que le bar restent.,90 % des équipements du restaurant resteront avec le bar.
"I feel him take a deep breath, and then he sighs sweetly.","Je le sens prendre une profonde inspiration, puis soupirer doucement.","Je le sens prendre une profonde inspiration, puis il soupire doucement."
"Things could have been much worse, for sure.","Les choses auraient pu être bien pires, c'est certain.","Ça aurait pu être bien pire, c'est sûr."
And he's back to avoiding eye contact.,Et il recommence à éviter le contact visuel.,Ça lui a repris de s'éviter le regard.
Of course.,Évidemment.,Ça va sans dire.
"I've fallen silent again because I'm trying to be present for him, but he's probably misinterpreting things.","Je me tais à nouveau car j'essaie d'être présent pour lui, mais il interprète probablement mal les choses car il continue.","Ça fait que je suis de nouveau silencieux, car j'essaie d'être présent pour lui, mais il a probablement mal interprété les choses."
"""Then I guess I should give this to someone else,"" came the softly murmured words that had her swallowing hard as she looked up and found Devyn standing in her doorway.","Alors, je devrais donner ça à quelqu'un d'autre, les mots doucement murmurés qui la firent déglutir alors qu'elle levait les yeux et trouvait Devyn dans l'embrasure de sa porte.","Ça veut dire que je devrais le donner à quelqu'un d'autre, dit-il doucement, ce qui la fit avaler difficilement alors qu'elle leva les yeux et trouva Devyn debout dans son portail."
"I reach up and slide a hand into his hair, run my other fingers along the dips and curves of his back.","Je me lève et glisse une main dans ses cheveux, je passe mes autres doigts le long des creux et des courbes de son dos.","Je me lève et glisse une main dans ses cheveux, je passe mes autres doigts le long des creux et des courbes de son dos."
"""Let the human go.""",Laisse partir l'humain.,Lâchez l'humain.
"""Why did it have to be Luke?",Pourquoi fallait-il que ce soit Luke ?,Ça aurait pu être quelqu'un d'autre ?
"The beach lay in darkness, and Inna could lurk anywhere among the dunes or pier remains.","La plage était plongée dans l'obscurité, et Inna pouvait se cacher n'importe où parmi les dunes ou les vestiges de la jetée.","L'endroit était plongé dans l'obscurité, et Inna pouvait se cacher n'importe où, parmi les dunes ou les restes du quai."
Chapter 34,Chapitre 34,34
"His fingers tweak one of my nipples, and I moan into yet another kiss.",Ses doigts titillent l'un de mes mamelons et je gémis dans un nouveau baiser.,Ses doigts s'attachent à un de mes mamelons et je gémis dans un autre baiser.
"God, that felt so fucking good.","Mon Dieu, que ça faisait du bien.",Ça sentait tellement bon.
But he wasn't good at that kind of thing.,Mais il n'était pas doué pour ce genre de choses.,Ça ne lui convenait pas.
"I don't only mean the millions of songs in the digital archive, someone in the station's history had hoarded vinyl like it was going out of style.","Je ne parle pas seulement des millions de chansons contenues dans les archives numériques, mais du fait qu'une personne, dans l'histoire de la station, ait accumulé des vinyles comme si c'était démodé.","Ça ne veut pas dire que je ne parle pas des millions de chansons dans l'archive numérique, mais quelqu'un dans l'histoire de la station avait rassemblé des disques vinyle comme si c'était à la mode."
"After maneuvering around a few tables, he laid her on the corner couch.","Après avoir contourné quelques tables, il l'allongea sur le canapé du coin.","Après avoir manœuvré autour de quelques tables, il la posa sur le canapé."
I hum the line to him and search his face for recognition.,Je lui fredonne le morceau et cherche sur son visage pour voir s'il a reconnu la mélodie.,Je l'humais à lui et je cherche sa reconnaissance sur son visage.
"""Do you think it will ever go away?",Penses-tu que cela disparaîtra un jour ?,Ça va-t-il jamais disparaître ?
"Any other day, his eye contact would be filed in the fantasy category called ""replay.""","N'importe quel autre jour, son contact visuel aurait été catalogué dans l'esprit de Mari dans la catégorie des fantasmes appelée ""replay"".","Ça, d'habitude, serait classé dans la catégorie des fantasmes appelée ""replay""."
"""Such a cynic, you are.""",Tu es un vrai cynique.,"Ça fait un cynique, toi."
Too relieved to be inside the circle of his embrace again to fight it.,Je suis trop soulagé d'être à nouveau dans le cercle de son étreinte pour lutter.,Ça lui donnait trop de soulagement d'être à nouveau dans le cercle de son bras pour le combattre.
Not my John.,Pas mon John.,Ça n'est pas mon John.
"I debate driving back down to Philly, even though it's not a good idea in my current frame of mind.","J'envisage de retourner à Philadelphie en voiture, même si ce n'est pas une bonne idée dans l'état d'esprit où je me trouve.","Je débats de retourner à Philadelphie, même si c'est une mauvaise idée dans mon état d'esprit actuel."
"And even though the sea held darkness, the land did too.","Et même si la mer contenait des ténèbres, la terre en contenait aussi.","Et même si la mer était sombre, la terre l'était aussi."
"But you all don't care about that, you have a juicy story for your ratings and your newspapers.","Mais vous vous en moquez tous, vous avez une histoire juteuse pour vos audiences et vos journaux.","Ça ne vous importe pas, vous avez une belle histoire pour vos audiences et vos journaux."
"Sunset was near, though it was impossible to tell with the blossoming of dark clouds across the sky.","Le coucher du soleil était proche, même s'il était impossible de le deviner avec l'éclosion de nuages sombres dans le ciel.","L'aube était proche, même si l'apparition de nuages sombres rendait impossible de le déterminer."
"And besides, pirates didn't have coffee with cream and sugar.","Et puis, les pirates ne prenaient pas de café avec de la crème et du sucre.",Ça ne faisait pas partie de leur code.
She dropped her clothes on the sand and placed a rock on them to keep them from blowing away then glanced at Inna.,"Elle laissa tomber ses vêtements sur le sable et posa une pierre dessus pour les empêcher de s'envoler, puis jeta un coup d'œil à Inna.","Elle déposa ses vêtements sur le sable et posa une pierre dessus pour les empêcher de s'envoler, puis regarda Inna."
"He wraps his arms around me, one across my collar and one around my chest, and it feels so damned good.","Il m'entoure de ses bras, l'un autour de mon cou et l'autre autour de ma poitrine, et c'est tellement bon.","Ça sent le bonheur, il enroule ses bras autour de moi, l'un sur mon col et l'autre autour de mon torse, et ça sent tellement bon."
He pulls out a Steely Dan.,Il sort un vinyle de Steely Dan.,Ça fait un Steely Dan.
"He'd used her weakness against her, something that she would not forget.",Il avait utilisé sa faiblesse contre elle ;,"Ça lui avait permis de l'utiliser contre elle, ce qu'elle ne l'oublierait pas."
Quivering like a pair of virgin teenagers.,Frémissant comme deux ados puceaux.,Ça tremblait comme un couple de jeunes filles vierges.
The rain was picking up and it wouldn't be long until it was constant.,La pluie s'intensifia et ne tardera pas à devenir continue.,Ça pleuvait de plus en plus et il ne resterait pas longtemps avant que la pluie ne soit constante.
The dune grass bent almost horizontally to the ground and clouds of sand rolled down the beach like tumbleweeds.,L'herbe des dunes se courbaient presque horizontalement vers le sol et des nuages de sable roulaient sur la plage comme des chenilles.,L'herbe des dunes s'inclinait presque horizontalement au sol et des nuages de sable roulaient sur la plage comme des tumeurs.
"Mesa turned to walk away, then stopped and looked back.","Mesa se tourna pour s'éloigner, puis s'arrêta et se retourna.","Mesa se tourna pour s'éloigner, puis s'arrêta et regarda en arrière."
"""It's a great offer,"" he added.","C'est une excellente offre, ajouta-t-il.","Ça fait une très bonne offre, ajouta-t-il."
"I watch him through the double-paned glass of the booth, and I can hear him through the open door.",Je le regarde à travers le double vitrage de la cabine et je l'entends par la porte ouverte.,"Je le regarde à travers le double vitrage de la cabine, et je le peux entendre à travers la porte ouverte."
"""I have a reservation for Andi Dawson,"" Andi said with a satisfied sigh as she reached for her credit card only to end up grumbling when Devyn narrowed his eyes on her until she put it away.","J'ai une réservation au nom d'Andi Dawson, dit Andi avec un soupir de satisfaction en tendant sa carte de crédit, mais elle finit par grommeler quand Devyn la fixa, les yeux plissés  jusqu'à ce qu'elle la range.","Ça, c'est une réservation pour Andi Dawson, dit Andi avec un soupir satisfait en tendant sa carte de crédit, mais elle finit par grommeler lorsque Devyn la fixa d'un regard acerbe jusqu'à ce qu'elle la mette de côté."
"The sooner they could find out what condition the island was in, the sooner he could leave.","Plus vite ils sauraient dans quel état se trouvait l'île, plus vite il pourrait partir.","Plus tôt ils pourraient découvrir l'état de l'île, plus tôt il pourrait partir."
"Today is Sunday, and Nicki has invited everyone to a celebratory brunch at Rick's Pub.",Nous sommes dimanche et Nicki a invité tout le monde à un brunch de célébration au Rick's Pub.,"Ça fait un dimanche, et Nicki a invité tout le monde à un brunch de fête au Rick's Pub."
"It had taken being disavowed in a very public, painful way to get Dyer to walk away from the two years he'd invested.",Il a fallu qu'il soit désavoué de manière très publique et douloureuse pour que Dyer abandonne les deux années qu'il avait investi dans cette relation.,Ça avait fallu qu'il soit déshonoré de façon très publique et très douloureuse pour qu'il se détache des deux années qu'il avait investies.
Was this what being a grown-up was like?,"Était-ce ça, être adulte ?","Ça, c'était ce que c'était d'être adulte ?"
No telling what the tide pushed up near the shore.,On ne sait pas ce que la marée poussait près du rivage.,Ça ne faisait pas de doute que la marée avait poussé des débris près de la côte.
It rubs over my raw nerves and makes my heart ache.,Elle gratte mes nerfs à vif et me fait mal au cœur.,Ça me fait frémir sur mes nerfs rauques et fait battre mon cœur.
Inna kicked at the floor planks with his bare foot.,Inna donna un coup de pied sur les planches du sol avec son pied nu.,Inna donna un coup de pied à la planche de sol avec son pied nu.
Was Christopher the pirate who killed Inna's great-great-something-grandmother?,Christopher était-il le pirate qui avait tué l'arrière-arrière-grand-mère d'Inna ?,Ça faisait-il partie des pirates qui avaient tué la grand-mère de sa grand-mère ?
"John's erection is thicker than mine, though shorter.","L'érection de John est plus épaisse que la mienne, bien que plus courte.","L'érection de John est plus épaisse que la mienne, mais plus courte."
"He scanned the beach, looking for Inna.","Il balaya la plage du regard, à la recherche d'Inna.",Il balaya la plage à la recherche d'Inna.
"The water here is still and silent, green with algae and moss, and brackish in my nostrils.","Ici, l'eau est calme et silencieuse, verte avec des algues et de la mousse, et saumâtre dans mes narines.","Ça fait des années que je ne suis pas descendu dans les eaux de la rivière, mais je me souviens bien de sa tranquillité et de son silence."
"He's so big and so solid, I can't help but feel safe with him.",Il est si grand et si solide que je ne peux m'empêcher de me sentir en sécurité avec lui.,"Ça fait si grand et si solide, que je ne peux m'empêcher de me sentir en sécurité avec lui."
You've built a great little business here and you should be proud.,Tu as créé une belle petite affaire et tu peux en être fière.,Ça fait un bon petit business que tu as construit ici et tu devrais être fier.
"A light breeze hit her, pushing away the sticky humidity for a moment, and she gulped the fresh airso clean.","Une légère brise l'atteignit, chassant un instant l'humidité poisseuse, et elle avala l'air frais, si pur.","Ça lui donna une légère brise qui chassa la humidité sticky pendant un instant, et elle respira l'air frais."
"""And that film is still your birthright.""",Et ce film fait partie de ton patrimoine !,"Ça, c'est toujours ton droit de naissance."
"""What's complicated about it?",Qu'est-ce qui est compliqué ?,Ça n'est pas compliqué ?
"""Super helpful,"" Andi mumbled as she tossed it aside and grabbed another one.","Super utile, marmonna Andi en le jetant de côté et en prenant un autre.","Ça a été très utile, marmonna Andi en l'écartant et en attrapant une autre."
He opened his eyes and reached for a glass to pour some of his favorite Scotch into.,Il ouvrit les yeux et attrapa un verre pour y verser son scotch préféré.,Ça lui fit ouvrir les yeux et il tendit la main pour prendre un verre pour y verser un peu de son whisky préféré.
"""Really, Franklin?""","Vraiment, Franklin ?","Ça va, Franklin ?"
"Well, that wasn't entirely true because Ben had been more than happy to make sure that she didn't have any reason to come back to the office, call, text, or even send an email.","Enfin, ce n'était pas tout à fait vrai parce que Ben avait été plus qu'heureux de s'assurer qu'elle n'avait aucune raison de revenir au bureau, d'appeler, d'envoyer un message ou même d'envoyer un e-mail.","Ça n'était pas tout à fait vrai, car Ben avait été plus que content de s'assurer qu'elle n'avait aucune raison de revenir au bureau, de téléphoner, de texter ou même d'envoyer un e-mail."
There are some things I can't share.,Il y a des choses que je ne peux pas partager.,"Ça y est, il y a des choses que je ne peux pas partager."
"""And if my sister wasn't already lost in whatever the hell you just gave her, she'd remember her manners and introduce us.","Et si ma sœur n'était pas déjà perdue dans ce que tu viens de lui donner, elle se souviendrait de ses bonnes manières et nous présenterait.","Ça va, et si ma sœur n'était pas déjà perdue dans ce que tu viens de lui donner, elle se souviendrait de ses manières et nous présenterait."
"That's one thing I'll miss when I movefresh seafood.""",C'est une chose qui me manquera quand je déménagerai : les fruits de mer frais.,"Ça, c'est une chose que je vais manquer quand je me déplacer  des fruits de mer frais."
"Then a long nap to forget the weather, the bar, Mari.","Puis une longue sieste pour oublier le temps qu'il faisait, le bar, Mari.","Ça fait longtemps que je n'ai pas dormi, je vais me coucher pour oublier le temps, le bar, Mari."
"That's the third or fourth time I've seen him hauling records out of here.""",C'est la troisième ou quatrième fois que je le vois sortir des disques d'ici pour leur donner.,Ça fait le troisième ou le quatrième fois que je le vois sortir des disques de là.
"After one last look at The Charlton, Devyn climbed back in the car with a murmured, ""The Mason.""","Après avoir jeté un dernier coup d'œil au Charlton, Devyn remonta dans la voiture en murmurant : ""Le Mason"".","Ça va, dit-il en murmurant ""Le Mason""."
During a storm.,Pendant une tempête.,Ça a été pendant une tempête.
"One afternoon he'll choose, and another I will.","Un après-midi, c'est lui qui choisit le lieu, et l'après-midi suivant, c'est moi.","Ça arrivera un après-midi, il choisira, et l'autre, je le choisirai."
"In fact, it was the only option left.","En fait, c'était la seule option qui lui restait.",Ça faisait en fait partie des dernières options.
"""I've been fascinated by fairs, amusement parks, and Ferris wheels since Luke and I were little.","Je suis fasciné par les foires, les parcs d'attractions et les grandes roues depuis que Luke et moi sommes petits.","Ça fait des années que je suis fasciné par les foires, les parcs d'attractions et les roues de fortune, depuis que Luke et moi sommes petits."
"In the pack, with the water, and a cell phone with no signal.""","Dans le sac, avec l'eau et un téléphone portable sans signal.","Ça fait un pack, de l'eau, et un téléphone portable sans signal."
"""Dyer doesn't do domestic,"" he deadpans before he spins in his rainbow Chuck Taylors and scurries off.","Dyer ne fait pas le ménage, dit-il avant de tourner les talons dans ses Chuck Taylors arc-en-ciel et de s'enfuir en courant.","Ça ne fait pas partie de ses préoccupations, dit-il sans expression, avant de faire un tour dans ses chaussures à rayures de l'arc-en-ciel et de s'enfuir."
"""If you need anything, don't bother calling the front desk.","Si vous avez besoin de quoi que ce soit, n'appelez pas la réception.","Si vous avez besoin de quelque chose, n'hésitez pas à appeler la réception."
I had a client up from the city.,J'avais un client qui venait de la ville.,Ça faisait un mois que j'avais un client de la ville.
She dove under to swim to him.,Elle plongea pour nager jusqu'à lui.,Elle plongea pour nager vers lui.
You can tell me.,Tu peux me le dire.,Ça te fait peur ?
He'd seen himit wasn't his imagination.,"Il l'avait vu, ce n'était pas son imagination.",Ça l'avait vu  c'était pas son imagination.
"And that may be, but I'm not made for you.","C'est possible, mais je ne suis pas fait pour toi.","Ça peut être, mais je ne suis pas fait pour toi."
"He caught his breath, then moved closer to the pier ruins where she stood.","Il reprit son souffle, puis se rapprocha des ruines de la jetée où elle se tenait.","Ça lui donna du souffle, puis il se rapprocha des ruines du quai où elle se tenait."
I don't like the waterespecially the ocean.,"Je n'aime pas l'eau, surtout l'océan.","Ça me fait peur, surtout l'océan."
"""Of course, it won two Grammys,"" I tell him.","Bien sûr, ils ont gagné deux Grammys avec cet album, lui dis-je.","Ça a bien gagné deux Grammys, lui dis-je."
"Dad was a fisherman, and Mom liked to be near the water.",Papa était pêcheur et maman aimait être près de l'eau.,"Ça faisait longtemps que mon père était pêcheur, et ma mère aimait être près de l'eau."
"""After I graduated, I started at the bottom, took every shift I could get my hands on, read every book that I could find that I thought would help, and worked my way up to the top and when I heard about the position at Carta Hotels, I went after it, knowing that if I could pull it off that it would be enough","Après avoir obtenu mon diplôme, j'ai commencé au bas de l'échelle, j'ai pris tous les postes qui me tombaient sous la main, j'ai lu tous les livres que j'ai pu trouver et qui pouvaient m'aider.","Ça a commencé après mon diplôme, j'ai commencé à la base, j'ai pris tous les postes que j'ai pu obtenir, j'ai lu tous les livres que j'ai pu trouver qui m'auraient semblé pouvoir m'aider, et j'ai gravi les échelons jusqu'au sommet, et quand j'ai entendu parler du poste chez les Hôtels Carta, j'ai pris la peine de le chercher, sachant que si je pou"
"""If you've never been, you don't know if Kansas is better.""","Si tu n'y es jamais allée, tu ne sais pas si le Kansas est mieux ou pas.","Ça veut dire que si tu n'y es jamais allé, tu ne sais pas si le Kansas est mieux."
"I think Interpol has a file.""",Je pense qu'Interpol a un dossier sur le sujet.,Ça me semble que l'Interpol a un dossier.
All muscles and strength.,Tout en muscles et en force.,Tous ses muscles et sa force.
"""Sorry, been prepping for the storm.""","Désolé, je me préparais à la tempête.","Ça va, j'ai préparé la maison pour la tempête."
"Still, he wasn't a lost cause.","Pourtant, ce n'était pas une cause perdue.",Ça ne signifiait pas qu'il était perdu.
