sources,references,translations
"And I refuse to believe she can't sing, not with a tone like that.","Et je refuse de croire qu'elle ne sait pas chanter, pas avec un tel timbre.","Ça, c'est un refus."
And what was he supposed to do with a crying woman?,Et qu'était-il censé faire avec une femme qui pleurait ?,"Ça, et qu'est-ce qu'il devait faire d'une femme qui pleurait ?"
"""It was an observation.""",C'était juste une remarque.,Ça s'appelle une observation.
"""You knew killed my brother and you didn't tell me?""",Tu savais que mon frère avait été tué et tu ne me l'as pas dit ?,Ça t'a tué mon frère et tu ne m'en as pas dit ?
A lovely lunch made by Chase.,Un délicieux déjeuner préparé par Chase.,Ça faisait un délicieux déjeuner préparé par Chase.
"""Wow, you are lucky to have a family record from that far back.",Tu as de la chance d'avoir des objets de famille aussi anciens.,"Ça fait du bien, tu as un dossier familial depuis si longtemps."
I'm weighing my options - Melrose Diner for its proximity or Broad Street Diner for its superior batter - when the phone rings.,"Je pèse mes options : le Melrose Dinner pour sa proximité ou le Broad Street Diner pour sa pâte supérieure, lorsque le téléphone sonne.","Je pèse les avantages et les inconvénients du Melrose Diner, à cause de sa proximité, et du Broad Street Diner, à cause de sa batterie supérieure, quand le téléphone sonne."
"I shiver with pleasure and shake my head hard, wrenching his hand away from my needy flesh.","Je frissonne de plaisir et secoue la tête avec force, éloignant sa main de ma chair en manque ""Stop !""","Je frissonne de plaisir et secoue la tête durement, détachant sa main de ma chair affamée."
"""You won't think so once you know the truth.""",Tu ne le penseras plus quand tu connaîtras la vérité.,Ça ne te semblera pas une bonne idée quand tu sauras la vérité.
"Did she know him, or had they just met?",Le connaissait-elle ou venaient-ils de se rencontrer ?,"Ça lui était-il connu, ou avaient-ils simplement rencontré ?"
He would not win.,Il ne gagnerait pas.,Ça ne marcherait pas.
Or cancel the contract.,Ou annuler le contrat.,"Ça, ou annuler le contrat."
"""For sixty-seven days?""",Depuis soixante-sept jours ?,67 jours ?
The moonlight streaks John's hair with gold.,"Au clair de lune, les cheveux de John se teintent d'or.",La lumière de la lune éclaircit les cheveux de John d'un or pâle.
"I'm supposed to be putting you to sleep with my droning.""",Je suis censé t'endormir avec mon histoire barbante.,"Ça me fait rire, ça me fait rire."
"That's beyond crazy, it's creepy.""","C'est plus que fou, c'est effrayant.","Ça dépasse la folie, ça fait peur."
"""I thought you wanted to go to the park.",Je croyais que tu voulais aller au parc.,Ça me semblait que tu voulais aller au parc.
"And Christopher loved her enough to sacrifice everything for her.""",Et Christopher l'aimait suffisamment pour tout sacrifier pour elle.,"Ça, c'est ce que Christopher aimait assez pour tout sacrifier pour elle."
"What the hell are you doing under my desk?""","Que faites-vous sous mon bureau, bon sang ?","Ça va, qu'est-ce que tu fais sous mon bureau ?"
It wouldn't be the same.,Ce ne serait pas la même chose.,Ça ne serait pas le même.
"Naturally, a young mother with her toddler wanders into the area just as those delightful words leave Dyer's mouth.","Naturellement, une jeune mère et son bambin entrent dans le restaurant juste au moment où ces mots charmants sortent de la bouche de Dyer.","Ça va, une jeune mère avec son petit enfant s'aventure dans la zone juste après que ces mots délicieux quittent la bouche de Dyer."
"We found out about the child, but no record of Amelia.""","Nous avons découvert l'enfant, mais aucune trace d'Amelia.","Ça a été découvert, mais aucun dossier sur Amelia."
"Or to a place you really love.""",Ou dans un endroit que tu aimes vraiment.,Ça peut être un endroit où tu aimes vraiment.
"It's Saturday again, and I've invited John to go with me to a giant record fair in Cherry Hill, New Jersey.","Nous sommes samedi, et j'ai invité John à m'accompagner à une gigantesque foire aux disques à Cherry Hill, dans le New Jersey.","Ça fait samedi de nouveau, et j'ai invité John à venir avec moi à une grande foire aux disques à Cherry Hill, dans le New Jersey."
"""Give me a minute,"" he mumbled, and small sobs wracked his body, sending visible tremors through his shoulders.","Donne-moi une minute, marmonna-t-il, et de petits sanglots secouèrent son corps, provoquant des tremblements visibles dans ses épaules.","Ça va falloir un minute, marmonna-t-il, et de petits sanglots secouèrent son corps, provoquant des tremblements visibles sur ses épaules."
"The sun glints in his snowy, blonde hair.",Le soleil brille dans ses cheveux blonds comme la neige.,Le soleil scintille dans ses cheveux blancs et blond.
Then...not so much.,Ensuite... plus vraiment.,"Ça, ça n'a pas été aussi facile."
"""Lexi is the sister of the boy that...?""",Lexi est la sœur du garçon qui... ?,"Ça, c'est la sœur du garçon qui... ?"
"I don't know why I'm so nervous, except that I have no idea what's going on between us.","Je ne sais pas pourquoi je suis si nerveux, mis à part que je n'ai aucune idée de ce qui se passe entre nous.","Ça m'énerve, je ne sais pas pourquoi je suis si nerveux, à part le fait que je ne sais pas quoi en penser entre nous."
"I can blame the pirate in the painting for all my troubles.""",Je peux blâmer le pirate du tableau pour tous mes problèmes.,"Ça, je peux le blâmer sur le pirate du tableau pour tous mes problèmes."
She'd never forget the perfection of the moment.,Elle n'oublierait jamais la perfection de ce moment.,Elle ne oublierait jamais la perfection de ce moment.
"""I would have killed your diver man that day toobut you were there.","J'aurais tué ton plongeur ce jour-là aussi, mais tu étais là.","Ça m'aurait fait tuer ton plongeur ce jour-là, mais tu étais là."
She needed an antacid more than dinner.,Elle avait plus besoin d'un antiacide que d'un dîner.,Ça lui fallait un antacide plus qu'un dîner.
He leaned forward and buried his face in his hands.,Il se pencha en avant et enfouit son visage dans ses mains.,Il se pencha en avant et enfouit son visage dans ses mains.
"It's just that he seems so lost, at the moment.","C'est juste qu'il semble si perdu, en ce moment.","Ça, c'est juste qu'il semble si perdu, pour l'instant."
Tangy warmth filled her mouth and her taste buds opened up.,La chaleur acidulée emplit sa bouche et ses papilles gustatives se réveillèrent.,Ça chauffait la bouche et ses papilles s'ouvrirent.
"""Before we could decide exactly what we were going to do, a large wave washed over the jelly.""","Avant que nous ayons pu décider exactement ce que nous allions faire, une grande vague s'était abattue sur la méduse.","Ça faisait déjà un moment que nous n'avions pas encore décidé exactement de quoi nous servir, lorsque une grande vague s'abatta sur la méduse."
He couldn't help but smile back.,Il ne put s'empêcher de sourire à son tour.,"Ça lui faisait plaisir, il ne put s'empêcher de sourire."
"He hasn't seen me yet, which is a both a blessing and a curse.","Il ne m'a pas encore vu, ce qui est à la fois une bénédiction et une malédiction.","Ça ne m'a pas vu encore, ce qui est à la fois une bénédiction et une malédiction."
"""Roman Palms is our highest earner,"" Devyn said, watching as she scrolled to a financial report.","Roman Palms est l'hôtel qui nous rapporte le plus, dit Devyn, en la regardant faire défiler un rapport financier.","Le Palm Roman est notre plus gros gagnant, dit Devyn en regardant la jeune femme faire défiler un rapport financier."
It's become our thing.,C'est devenu notre truc.,Ça est devenu notre chose.
I hear rustling and know he's settling in for a conversation I don't know I want to have with him.,J'entends des bruits de mouvements et je sais qu'il s'installe pour une conversation que je ne suis pas sûr d'avoir envie d'entamer avec lui.,Ça fait du bruit et je sais qu'il s'installe pour une conversation dont je ne saisis pas que je voulais avoir avec lui.
"She ought to tell him the whole story, and that Inna was after him toobut she was tired and emotionally drained.","Elle devrait lui raconter toute l'histoire, et lui dire qu'Inna lui en voulait à lui aussi, mais elle était fatiguée et à bout de nerfs.","Ça lui fallait de lui dire l'histoire entière, et qu'Inna était sur ses trousses pour lui, mais elle était fatiguée et émotionnellement épuisée."
"I know that I could get you an interview,"" Drew said with a sympathetic smile.","Je sais que je peux t'obtenir un entretien, dit Drew avec un sourire compatissant.","Ça me semble, je peux te faire une interview, dit Drew avec un sourire sympathique."
It's a lot to swallow.,C'est beaucoup à avaler.,Ça fait mal à la gorge.
"His eyes open, half-lidded with lust, and I lick my bottom lip, sucking it into my mouth and biting it before I stretch my tongue out to taste him.","Ses yeux s'ouvrent, mi-clos de désir, et je lèche ma lèvre inférieure, l'aspirant dans ma bouche et la mordillant avant d'étirer ma langue pour le goûter.","Ses yeux s'ouvrent, mi-clos, sous l'effet de la désirante, et je lèche ma lèvre inférieure, la suçant dans ma bouche et la mordant avant de tendre ma langue pour le goûter."
"""And your glorious fucking arse.""",Et ton putain de cul glorieux.,"Ça, et ton cul magnifique."
His t-shirt rides up to reveal a flat stomach covered in a light dusting of strawberry blonde hair.,Son t-shirt remonte et révèle un ventre plat recouvert d'une légère couche de poils blond vénitien.,Son tee-shirt monte pour révéler un ventre plat recouvert d'un fin poudrage de cheveux blonds roux.
"And the rent was cheaper, too.",Et le loyer était moins cher.,"Ça coûtait moins cher, aussi."
"""Yes, you did,"" Devyn murmured in agreement with a pointed look at the notes that Andi made last night.","Oui, vous l'avez fait, murmura Devyn en signe d'accord avec le regard pointé sur les notes qu'Andi avait prises la nuit précédente.","Ça va, tu as raison, murmura Devyn d'accord avec un regard pointé vers les notes que Andi avait prises la nuit dernière."
Good thing her fantasies didn't beam out of the top of her head and project onto the ceiling.,Heureusement que ses fantasmes ne sortaient pas de sa tête pour se projeter au plafond.,Ça lui aurait fait plaisir que ses fantasmes ne sortent pas de sa tête et ne soient pas projetés sur le plafond.
And then he withdrew.,Et puis il s'est éloigné.,Et puis il se retira.
"""Yes, since you set me up with nightly play dates.""","Oui, puisque tu m'as arrangé des créneaux de rendez-vous nocturnes pour que je m'amuse.","Ça va, depuis que tu m'as mis en couple avec des rendez-vous nocturnes."
The wind gusted and showered them with a spray of misty rain.,Le vent souffla en rafales et les aspergea d'une pluie fine.,Le vent s'élança et les arrosera d'une brume de pluie.
"""I don't think he's a guard.",Je ne pense pas que ce soit un gardien.,Ça ne me semble pas.
"""You can't dive in Kansas unless you're planning on diving corn plants.""","On ne peut pas plonger au Kansas, à moins d'avoir l'intention de plonger dans des champs de maïs.","Ça ne fonctionne pas au Kansas, sauf si tu as l'intention de plonger dans des maïs."
"Mari climbed the stairs, disappearing for a moment on the other side of the dunes.","Mari monta les escaliers, disparaissant un instant de l'autre côté des dunes.","Mari grimpa les escaliers, disparaissant pendant un moment de l'autre côté des dunes."
His attention had been on her and no one else.,Son attention s'était portée sur elle et sur personne d'autre.,Son attention était sur elle et sur personne d'autre.
"?"" He asks.",demande-il.,Ça ?
"For a moment, Devyn considered taking a look at the notebook on the couch next to her to find out what she was working on, only to decide against it since that would probably end with him feeling like the biggest asshole alive when that bottom lip started trembling and she sadly mumbled, ""My notebook.""","Pendant un instant, Devyn envisagea de jeter un coup d'œil au carnet posé sur le canapé à côté d'elle pour savoir sur quoi elle travaillait, mais il décida de ne pas le faire parce qu'il finirait probablement par se sentir comme le plus grand connard lorsque sa lèvre inférieure se mettrait à trembler et qu'elle marmonnerait tristement : ""mon carnet.""","Devyn envisagea de jeter un coup d'œil au cahier sur le canapé à côté d'elle pour voir ce qu'elle travaillait, puis décida de ne pas le faire, car ça finirait probablement par le faire sentir comme le plus grand con du monde lorsque sa lèvre inférieure commença à trembler et qu'elle marmonna tristement :"
"""I didn't know you made a habit of riding out storms.""",Je ne savais pas que tu avais l'habitude de traverser les tempêtes.,Ça m'était inconnu que tu fasses l'habitude de passer les tempêtes.
"""I don't know,"" she said, raising her voice over the sound of the water.","Je ne sais pas, dit-elle en élevant la voix au-dessus du bruit de l'eau.","Ça, je ne sais pas, dit-elle, élevant la voix au-dessus du bruit de l'eau."
"""Then you should probably answer quickly,"" he said, not really looking all that concerned that she was about to create a memory that neither one of them would ever forget.","Alors, tu devrais probablement répondre rapidement, dit-il, ne semblant pas vraiment préoccupé par le fait qu'elle était sur le point de créer un souvenir que ni l'un ni l'autre n'oublierait jamais.","Ça veut dire que tu devrais probablement répondre rapidement, dit-il, sans vraiment s'inquiéter qu'elle allait créer une mémoire qu'ils ne oublieront jamais."
"""I'd just found out my little sister has cancer!"" The teen screams, startling the room.",Je viens d'apprendre que ma petite sœur a un cancer !,"Ça, ça, j'ai juste découvert que ma petite sœur a le cancer !"
Dyer is unreasonably handsome.,Dyer est d'une beauté démesurée.,Dyer est d'une beauté injustifiée.
"Hoping that this would be quick, Andi opened the door only to find a large man standing in the hallway.","En espérant que ce serait rapide, Andi ouvrit la porte et trouva un homme imposant qui se tenait dans le couloir.","Espérant que ça se passerait vite, Andi ouvrit la porte pour trouver un homme de taille imposante dans le couloir."
"""If you stay, I do too.","Si tu restes, je reste aussi.","Si tu restes, je reste aussi."
"He swipes at it, but another soon takes its place.","Il l'essuie, mais une autre prend rapidement sa place.","Il l'essuie, mais une autre se substitue rapidement."
"Besides, it gives me time to think.","Et puis, ça me laisse le temps de réfléchir.",Ça me donne le temps de penser.
"His grip on me is light, but it burns hot.","Son emprise sur moi est légère, mais elle est brûlante.","Son étreinte sur moi est légère, mais elle brûle."
"""You have to admit, it was a smart move to blame me.",Tu dois admettre que c'était une bonne idée de m'accuser.,"Ça faut que tu le reconnaisses, c'était une bonne idée de me faire porter la faute."
"When I first landed on America's shores, I'd had high hopes of becoming a music journalist.","Lorsque j'ai débarqué sur le sol américain, j'avais le grand espoir de devenir journaliste musical.","Ça fait déjà longtemps que je suis arrivé sur les rivages américains, et j'avais de grandes ambitions de devenir journaliste musical."
"I snatch up the rest of my things, and then I walk out of  John's bedroom.",Je ramasse le reste de mes affaires et je sors de la chambre de John.,"Je ramasse le reste de mes affaires, puis je quitte la chambre de John."
"But if he does, then he'll see how desperately I want him to do just that.","Mais s'il le fait, il verra à quel point j'ai désespérément envie qu'il le fasse.","Ça vaudrait le coup de le voir, pour voir à quel point je veux qu'il fasse ça."
"He's such a sweetheart, so tender and gentle, and yet so powerful.","Il est si gentil, si tendre et si doux, et pourtant si puissant.","Ça fait si bien, il est si doux, si tendre et si doux, et pourtant si puissant."
He remembered how much he loved the ocean before the accident.,Il se souvient à quel point il aimait l'océan avant l'accident.,Ça lui rappelait à quel point il aimait l'océan avant l'accident.
You would have been collateral damage if I hadn't been able to rescue you.,Tu aurais été un dommage collatéral si je n'avais pas pu te sauver.,Ça aurait été un dommage collatéral si je n'avais pas pu te sauver.
"They look rather cozy, actually.","Ils ont l'air plutôt sympathiques, en fait.","Ça a l'air assez confortable, en fait."
Like he's using me to test waters he's been afraid to swim in for whatever reason.,Comme s'il m'utilisait pour tester des eaux dans lesquelles il a peur de nager pour une raison ou une autre.,"Ça, c'est comme s'il m'utilisait pour tester les eaux qu'il n'osait pas nager."
Her mouth barely moved as she spoke.,Sa bouche bougeait à peine lorsqu'elle parla.,Son bouche ne bougeait que très peu lorsqu'elle parlait.
"""Right now, Roman Palms is renting their ballroom space for the Winter Wonderland and a few other low attendance events at a fraction of the price because it's easier, but it's costing them in the long run,"" Andi explained as he took the iPad from her and swiped through the file, taking a closer look at the numbers.","En ce moment, Roman Palms loue sa salle de bal pour le Winter Wonderland et quelques autres événements peu fréquentés à une fraction du prix normal parce que c'est plus facile, mais ça leur coûte cher à long terme, expliqua Andi en lui prenant l'iPad et en parcourant le fichier, examinant les chiffres de plus près.","Ça fait maintenant un an que Roman Palms loue leur salle de bal pour l'Hiver Fantastique et quelques autres événements à faible fréquentation à un prix inférieur parce que c'est plus facile, mais ça leur coûte cher au final, expliqua Andi en prenant l'iPad à elle et en faisant défiler le dossier, en s'attardant sur les chiffres."
I don't have complete control over my body at the moment.,Je n'ai pas le contrôle total de mon corps en ce moment.,Je n'ai pas le contrôle complet de mon corps en ce moment.
"You act like you know him.""",Tu agis comme si tu le connaissais.,"Ça va, tu fais comme si tu le connaissais."
The Hollywood Hearts Series:,La série Hollywood Hearts :,La série Hollywood Hearts :
"The room fills up rapidly around us, its dark walnut tables wobbling under the weight of glasses, dishes, and errant elbows.","La salle se remplit rapidement autour de nous, les tables en noyer sombre vacillent sous le poids des verres, de la vaisselle et des coups de coude.","La pièce se remplit rapidement autour de nous, ses tables en noyer sombre tremblent sous le poids des verres, des assiettes et des coudes errants."
But she didn't say that.,Mais elle n'avait pas dit ça.,"Ça, elle ne l'a pas dit."
"Of course, he'd keep it all for himself.","Bien sûr, il garderait tout pour lui.","Ça, il le garderait pour lui."
"""Yeah,"" he grunts into my neck.","Oui, grogne-t-il dans mon cou.","Ça va, grogne-t-il dans mon cou."
It was all you could do when the air ran out.,C'est tout ce qu'on peut faire quand il n'y a plus d'air.,Ça était tout ce que tu pouvais faire quand l'air s'était épuisé.
And then he's racked by a choking sob that takes him to his knees.,Puis un sanglot étouffé le fait tomber à genoux.,Et puis il est frappé par un sanglot qui le fait tomber à genoux.
"Maybe tomorrow if there isn't much damage from the weather.""",Peut-être demain s'il n'y a pas trop de dégâts,"Ça pourrait être demain, si le temps est clément."
I'll take him as a faux pirate since the real ones need baths and a dentist anyway.,Je le considérerai comme un faux pirate puisque les vrais ont de toute façon besoin d'un bain et d'un dentiste.,"Ça fait bien, je le prendrai pour un faux pirate, car les vrais pirates ont besoin de bains et d'un dentiste de toute façon."
"Wait until my mother hears about you trying to kill me.""",Attends que ma mère apprenne que tu as essayé de me tuer.,Attends que ma mère sache que tu as essayé de me tuer.
"He'd gone years without touching a woman, but the thought of going even one day without touching her...","Il avait passé des années sans toucher une femme, mais l'idée de passer ne serait-ce qu'un jour sans la toucher...","Ça faisait des années qu'il n'avait pas touché une femme, mais l'idée de passer un jour sans la toucher..."
"His are dark, darker than I've ever seen them, the pupils completely blown.","Les siens sont sombres, plus sombres que je ne les ai jamais vus, les pupilles complètement dilatées.","Ça fait très sombre, plus sombre que je ne l'ai jamais vu, les pupilles sont complètement dilatées."
"I've never ordered your pimento cheese, but it tastes different than what I've had before.""","Je n'ai jamais commandé ton fromage pimenté, mais il a un goût différent de ceux que j'ai déjà mangé.","Ça fait longtemps que je ne l'ai pas commandé, mais ça a un goût différent de ce que j'ai déjà goûté."
It's the question glaring at me from the top of my screen.,C'est la question qui m'interpelle en haut de mon écran.,"Ça, c'est la question qui me regarde du haut de mon écran."
"""Why do I have a feeling that this is about more than just a job?""",Pourquoi ai-je l'impression qu'il s'agit de bien plus qu'un simple travail,Ça me donne l'impression que ce n'est pas juste un travail ?
"""Let's get the last window on this side done.",Nous allons terminer la dernière fenêtre de ce côté.,Ça fait longtemps que je n'ai plus de fenêtre à changer.
"A flash of a distant transformer going, and then memories burned in his stomach like a whirlpool.","Un éclair venant d'un transformateur lointain qui se mettait en marche, puis des souvenirs brûlèrent dans son l'estomac comme un tourbillon.","Un éclair de transformateur à distance qui s'éteint, puis des souvenirs brûlent dans son estomac comme un tourbillon."
"The strong flame flickered in his sight, the remnants of his tears making halo rainbows around the flame.","La forte flamme vacilla sous ses yeux, les restes de ses larmes formant des arcs-en-ciel autour de la flamme.","Le flambeau puissant vacillait dans son champ de vision, les restes de ses larmes formant des arcs-en-ciel autour de la flamme."
"""Luke was about seven, I think.","Luke avait environ sept ans, je crois.","Luke avait environ sept ans, je crois."
"The little place felt more like a home than anywhere she'd lived, and she wasn't ready to leave it behind.","Ce petit endroit ressemblait plus à un foyer que n'importe quel autre endroit où elle avait vécu, et elle n'était pas prête à le laisser derrière elle.","Ça ressemblait plus à une maison qu'à un appartement, et elle n'était pas prête à l'abandonner."
"""I didn't want to delay the project,"" she mumbled sadly only to open her eyes and glare at the man who'd quickly become like a big brother to her over the past year and seemed to really enjoy tormenting her when he muttered, ""Pain in the ass.""","Je ne voulais pas retarder le projet, marmonna-t-elle tristement, avant d'ouvrir les yeux et de fixer l'homme qui était rapidement devenu un grand frère pour elle au cours de l'année écoulée et qui prenait plaisir à la tourmenter en marmonnant : ""Casse-pieds"".","Ça ne faisait pas partie de mes plans, marmonna-t-elle tristement, avant de rouvrir les yeux et de jeter un regard acariâtre sur l'homme qui était devenu comme un grand frère pour elle au cours de l'année écoulée et qui semblait vraiment apprécier de la torturer lorsqu'il marmonna :"
"""That's not really an answer,"" Andi said as she carefully slipped her feet back into her shoes.","Ce n'est pas vraiment une réponse, dit Andi alors qu'elle remettait avec précaution ses chaussures.","Ça n'est pas vraiment une réponse, dit Andi en remettant soigneusement ses pieds dans ses chaussures."
Where were all the birds?,Où étaient tous les oiseaux ?,Ça faisait trop froid pour les oiseaux ?
"I'm very, very busy, you know.","Je suis très, très occupé, tu sais.","Ça va, ça va, je suis très occupé, tu sais."
It was going to be an easy cleanup with no water damage to contend with.,Le nettoyage allait être facile et il n'y aurait pas de dégâts des eaux à déplorer.,"Ça allait être facile à nettoyer, sans dommages dus à l'eau."
John and I?,John et moi ?,John et moi ?
My parents already thought I was obsessed.,Mes parents pensaient déjà que j'étais obsédé.,Mes parents pensaient déjà que je suis obsédé.
A cool wave slid over her feet and her tail throbbed.,Une vague fraîche glissa sur ses pieds et sa queue palpita.,Une vague froide glissa sur ses pieds et sa queue battait.
"She leaned into him, relishing the warmth and safety of his hug.","Elle se pencha vers lui, savourant la chaleur et la sécurité de son étreinte.","Elle s'inclina sur lui, savourant la chaleur et la sécurité de son bras."
"""But of course you'd be a butterfly.""",Mais bien sûr que tu deviendras un papillon.,"Ça va, mais tu serais un papillon."
"Before I know it, I've closed the door and grabbed him from behind.","Avant même de m'en rendre compte, j'ai refermé la porte et je l'ai attrapé par derrière.","Ça ne me prend pas par surprise, je ferme la porte et le saisis de derrière."
I was busy boarding up the windows and closing the storm shutters.,J'étais occupé à barricader les fenêtres et à fermer les volets.,"Ça me faisait chaud, je me préparais à la tempête en fermant les volets anti-tempête et en clôturant les fenêtres."
"He's clearly educated, and I've seen his patience in action.",Il est manifestement instruit et j'ai vu sa patience à l'œuvre.,"Ça lui est clairement arrivé, et j'ai vu sa patience en action."
"He looked so stressed, Andi thought as she lay there, watching Devyn as he worked on the couch that he'd dragged in here to keep an eye on her because apparently, he had trust issues and-","Il paraissait tellement stressé, pensa Andi alors qu'elle était allongée là, regardant Devyn travailler sur le canapé qu'il avait traîné ici pour garder un œil sur elle parce qu'apparemment, il avait des problèmes de confiance et...","Ça lui faisait tellement de mal, pensa Andi en se reposant, regardant Devyn travailler sur le canapé qu'il avait apporté ici pour surveiller Andi, car apparemment, il avait des problèmes de confiance et..."
Gulls shrieked warnings in the distance.,Des goélands criaient des avertissements au loin.,Des goélands criaient des avertissements à l'horizon.
"She's strong in her convictions, anyone with eyes can see it.","Elle est tient droite dans ses bottes, n'importe qui avec des yeux peut le voir.","Ça fait que sa conviction est forte, et tout le monde peut le voir."
The men didn't need to cross paths.,Les deux hommes n'avaient pas besoin de se croiser.,Les hommes n'avaient pas besoin de se croiser.
It's romantic.,C'est romantique.,Ça c'est romantique.
"After handing the keys to the valet, Devyn, who kept sending her accusing glares, led her inside the incredibly beautiful hotel lobby.","Après avoir remis les clés au voiturier, Devyn, qui ne cessait de lui lancer des regards accusateurs, la conduisit à l'intérieur du hall de l'hôtel, d'une beauté incroyable.","Devyn, qui lui lançait des regards accusateurs, la mena à l'intérieur de l'hôtel, dont le hall d'entrée était incroyablement beau."
Maybe this Patrick was the reason.,Peut-être que ce Patrick en était la raison.,Ça pourrait être la raison pour laquelle Patrick est parti.
"""I thought you were resting.",Je croyais que tu te reposais.,Ça me semblait que tu te reposais.
"He took her mouth in his, taking in the sweetness of her breath and the yielding fullness of her lips.","Il prit sa bouche dans la sienne, profitant de la douceur de son souffle et de la souplesse de ses lèvres.","Il prit sa bouche dans la sienne, respirant la douceur de son souffle et la pleine sensualité de ses lèvres."
"He should give her one last kiss goodbye and head for the door, but...","Il devrait lui donner un dernier baiser d'adieu et se diriger vers la porte, mais...","Ça lui fallait un dernier baiser et il devait s'éloigner, mais..."
"I can't describe the noise I make, part newborn kitten, part whiny toddler.","Je ne peux décrire le bruit que je fais, on dirait à la fois un chaton nouveau-né et un enfant pleurnichard.","Ça, je ne peux pas le décrire, c'est un mélange entre un chaton et un petit enfant qui pleure."
"""Are you ready to tell me what happened between you two?""",Es-tu prêt à me dire ce qui s'est passé entre vous deux ?,Êtes-vous prêt à me dire ce qui s'est passé entre vous deux ?
Pterodactyls take up residence in my gut.,Des ptérodactyles s'installent dans mes tripes.,Des ptérodactyles s'installent dans mon estomac.
"Dizzied, she couldn't separate Chase's licks from his nibbles, and she fell over the edge in one frantic shout.","Étourdie, elle n'arrivait pas à distinguer les coups de langue de Chase de ses mordillements, et elle tomba dans le vide en poussant un cri frénétique.","Ça lui donnait la vertige, elle ne pouvait pas distinguer les lèvres de Chase des morsures, et elle tomba dans le vide en un cri de détresse."
"Who has time to bake bread anymore?""",Qui a encore le temps de faire du pain ?,Ça fait trop longtemps que personne ne fait de pain ?
"I hold up a hand, hating the fact that it wobbles.","Je lève une main, détestant le fait qu'elle tremble.","Je lève la main, me détestant pour ce qu'elle tremble."
"LPs, CDs, and rare box sets, both vinyl and digital.","Des vinyles, des CD et des coffrets rares, tant en vinyle qu'en numérique.","33 tours, CDs et boîtes rares, en vinyle et en numérique."
"""This is Frankie L, and I'm here to take you on a journey.",Je suis Frankie L. et je suis là pour vous faire voyager.,Ça s'appelle Frankie L et je suis là pour vous emmener sur un voyage.
"""While I was taking a look at Roman Palms Hotel's files, I got curious about a few things, mostly about their off-months,"" she began as he took the hint and sat up only to release a small grunt when she climbed between his legs and grabbed the iPad back out of his hands so that she could take over.","Pendant que je jetais un coup d'œil aux dossiers de l'hôtel Roman Palms, j'ai été curieuse de certaines choses, surtout à propos de leurs mois creux, commença-t-elle.","Ça m'a fait sourire, je me suis dit que je devais m'enquérir de quelques choses, surtout des mois où ils sont en vacances, a commencé-elle alors qu'il se redressait et qu'il poussa un petit grognement lorsqu'elle s'installa entre ses jambes et qu'elle lui arracha l'iPad des mains pour prendre le relais."
"But yeah, I'm pretty sure we're going to end up naked.","Mais oui, je suis presque sûr que nous allons finir nus.",Ça va faire que nous finissions nu.
"She'd gotten a little sad, mostly because she'd never known her dad.","Elle s'était sentie un peu triste, surtout parce qu'elle n'avait jamais connu son père.","Ça lui avait fait un peu triste, surtout parce qu'elle n'avait jamais connu son père."
"How'd you get through high school?""",Comment as-tu fait pour survivre les années lycée ?,"Ça va, ça va, ça va, ça va, ça va, ça va, ça va, ça va, ça va, ça va, ça va, ça va, ça va, ça va, ça va, ça va, ça va, ça va, ça va, ça va, ça va, ça va, ça va, ça va, ça va, ça va, ça va, ça va, ça va, ça va, ça va, ça va,"
"""Give me what I want, Frankie,"" John growls.","Donne-moi ce que je veux, Frankie, grogne John.","Ça va, Frankie, grogne John."
"""That's not what I'm focusing on right now,"" I mutter.","Ce n'est pas ce sur quoi je me concentre en ce moment, murmuré-je.","Ça n'est pas ce que je me concentre sur le moment, murmuré-je."
"He hopped off the barstool and grabbed all the dishes with the finesse of a longtime waiter, stacking everything on his forearm and parading to the kitchen door.","Il sauta du tabouret et attrapa toute la vaisselle avec la dextérité d'un serveur expérimenté, empilant le tout sur son avant-bras et se dirigeant vers la porte de la cuisine.","Il sauta du tabouret et prit tous les plats avec la finesse d'un serveur expérimenté, les empilant sur son avant-bras et se dirigeant vers la porte de la cuisine."
"""Forgot we don't have lights.",J'ai oublié que nous n'avions pas de lumière.,Ça nous a échappé que nous n'avons pas de lumières.
"""I'll..."" I try to swallow and end up coughing.",J'essaie d'avaler ma salive et je finis par tousser.,Ça... Je vais... Je vais... Je vais... Je vais... Je vais... Je vais... Je vais... Je vais... Je vais... Je vais... Je vais... Je vais... Je vais... Je vais... Je vais... Je vais... Je vais... Je vais... Je vais... Je vais... Je vais... Je vais... Je vais... Je vais... Je vais... Je vais... Je vais... Je vais... Je vais... Je vais... Je vais... Je
"Looks like you're done.""",On dirait que tu as fini.,Ça a l'air que tu as fini.
Doing hurricane prep.,Je prépare l'arrivée de l'ouragan.,Ça fait partie des préparatifs pour un ouragan.
"""I..."" I shake my head, trying to laugh off this, whatever it is.","Je secoue la tête, essayant de rire de tout ça, peu importe ce que c'est.","Ça... Je secoue la tête, essayant de rire de ça, quoi qu'il en soit."
He's practically dead on his feet tonight.,Il est pratiquement mort de fatigue ce soir.,Ça lui manque de vie ce soir.
He had to stay strong for her.,Il devait rester fort pour elle.,Ça lui fallait de rester fort pour elle.
"""Trust me, there's nothing wrong with this deal.","Fais-moi confiance, il n'y a rien qui cloche avec ce contrat.","Ça va marcher, il n'y a rien de mal à ce contrat."
