sources,references,translations
"Mesa turned to walk away, then stopped and looked back.","Mesa se tourna pour s'éloigner, puis s'arrêta et se retourna.","Mesa se retourna pour s'éloigner, puis s'arrêta et regarda en arrière."
"""It's a great offer,"" he added.","C'est une excellente offre, ajouta-t-il.","Ça fait une très bonne offre, ajouta-t-il."
"I watch him through the double-paned glass of the booth, and I can hear him through the open door.",Je le regarde à travers le double vitrage de la cabine et je l'entends par la porte ouverte.,"Je le regarde à travers le double vitrage de la cabine, et je le sens à travers la porte ouverte."
"""I have a reservation for Andi Dawson,"" Andi said with a satisfied sigh as she reached for her credit card only to end up grumbling when Devyn narrowed his eyes on her until she put it away.","J'ai une réservation au nom d'Andi Dawson, dit Andi avec un soupir de satisfaction en tendant sa carte de crédit, mais elle finit par grommeler quand Devyn la fixa, les yeux plissés  jusqu'à ce qu'elle la range.","Ça va être pour Andi Dawson, dit Andi avec un soupir de satisfaction en tendant sa carte de crédit, mais elle finit par grogner lorsque Devyn la regarda fixement jusqu'à ce qu'elle le remette à sa place."
"The sooner they could find out what condition the island was in, the sooner he could leave.","Plus vite ils sauraient dans quel état se trouvait l'île, plus vite il pourrait partir.","Être plus vite au courant de l'état de l'île, c'était le seul moyen de partir plus vite."
"Today is Sunday, and Nicki has invited everyone to a celebratory brunch at Rick's Pub.",Nous sommes dimanche et Nicki a invité tout le monde à un brunch de célébration au Rick's Pub.,"Ça fait un dimanche, et Nicki a invité tout le monde à un déjeuner de fête au pub Rick's."
"It had taken being disavowed in a very public, painful way to get Dyer to walk away from the two years he'd invested.",Il a fallu qu'il soit désavoué de manière très publique et douloureuse pour que Dyer abandonne les deux années qu'il avait investi dans cette relation.,Ça lui avait fallu être déshonoré de façon très publique et très douloureuse pour qu'il s'éloigne des deux années qu'il avait investies.
Was this what being a grown-up was like?,"Était-ce ça, être adulte ?","Ça, c'était ça l'être adulte ?"
No telling what the tide pushed up near the shore.,On ne sait pas ce que la marée poussait près du rivage.,Ça ne fallait pas se demander ce que la marée avait apporté près du rivage.
It rubs over my raw nerves and makes my heart ache.,Elle gratte mes nerfs à vif et me fait mal au cœur.,Ça me fait frémir sur mes nerfs nus et me fait mal au cœur.
Inna kicked at the floor planks with his bare foot.,Inna donna un coup de pied sur les planches du sol avec son pied nu.,Inna donna un coup de pied à la planche de sol avec son pied nu.
Was Christopher the pirate who killed Inna's great-great-something-grandmother?,Christopher était-il le pirate qui avait tué l'arrière-arrière-grand-mère d'Inna ?,Ça faisait-il Christopher le pirate qui avait tué l'arrière-grand-mère d'Inna ?
"John's erection is thicker than mine, though shorter.","L'érection de John est plus épaisse que la mienne, bien que plus courte.","L'érection de John est plus épaisse que la mienne, mais plus courte."
"He scanned the beach, looking for Inna.","Il balaya la plage du regard, à la recherche d'Inna.",Il parcourut la plage à la recherche d'Inna.
"The water here is still and silent, green with algae and moss, and brackish in my nostrils.","Ici, l'eau est calme et silencieuse, verte avec des algues et de la mousse, et saumâtre dans mes narines.","L'eau ici est calme et silencieuse, verte à cause des algues et des mousses, et salée dans mon nez."
"He's so big and so solid, I can't help but feel safe with him.",Il est si grand et si solide que je ne peux m'empêcher de me sentir en sécurité avec lui.,"Ça fait si grand et si solide, je ne peux m'empêcher de me sentir en sécurité avec lui."
You've built a great little business here and you should be proud.,Tu as créé une belle petite affaire et tu peux en être fière.,Ça fait un bon petit business que tu as construit ici et tu devrais être fier de toi.
"A light breeze hit her, pushing away the sticky humidity for a moment, and she gulped the fresh airso clean.","Une légère brise l'atteignit, chassant un instant l'humidité poisseuse, et elle avala l'air frais, si pur.","Une légère brise la frappa, repoussant la chaleur et l'humidité pour un moment, et elle respira l'air frais."
"""And that film is still your birthright.""",Et ce film fait partie de ton patrimoine !,"Ça, c'est encore ton droit de naissance."
"""What's complicated about it?",Qu'est-ce qui est compliqué ?,Ça n'est pas compliqué ?
"""Super helpful,"" Andi mumbled as she tossed it aside and grabbed another one.","Super utile, marmonna Andi en le jetant de côté et en prenant un autre.","Ça a été très utile, marmonna Andi en jetant le manuel de côté et en prenant un autre."
He opened his eyes and reached for a glass to pour some of his favorite Scotch into.,Il ouvrit les yeux et attrapa un verre pour y verser son scotch préféré.,Il ouvrit les yeux et s'approcha d'un verre pour y verser un peu de son scotch préféré.
"""Really, Franklin?""","Vraiment, Franklin ?","Ça va, Franklin ?"
"Well, that wasn't entirely true because Ben had been more than happy to make sure that she didn't have any reason to come back to the office, call, text, or even send an email.","Enfin, ce n'était pas tout à fait vrai parce que Ben avait été plus qu'heureux de s'assurer qu'elle n'avait aucune raison de revenir au bureau, d'appeler, d'envoyer un message ou même d'envoyer un e-mail.","Ça n'était pas tout à fait vrai, car Ben avait été plus que content de s'assurer qu'elle n'avait pas de raison de revenir au bureau, de téléphoner, de texter ou même d'envoyer un e-mail."
There are some things I can't share.,Il y a des choses que je ne peux pas partager.,"Ça y est, il y a des choses que je ne peux pas partager."
"""And if my sister wasn't already lost in whatever the hell you just gave her, she'd remember her manners and introduce us.","Et si ma sœur n'était pas déjà perdue dans ce que tu viens de lui donner, elle se souviendrait de ses bonnes manières et nous présenterait.","Ça fait que si ma sœur n'était pas déjà perdue dans ce que tu viens de lui donner, elle se souviendrait de ses manières et nous introduirait."
"That's one thing I'll miss when I movefresh seafood.""",C'est une chose qui me manquera quand je déménagerai : les fruits de mer frais.,"Ça, c'est une chose que je vais manquer quand je déménagerai  du poisson frais."
"Then a long nap to forget the weather, the bar, Mari.","Puis une longue sieste pour oublier le temps qu'il faisait, le bar, Mari.",Ça fait longtemps que je n'ai pas dormi aussi longtemps.
"That's the third or fourth time I've seen him hauling records out of here.""",C'est la troisième ou quatrième fois que je le vois sortir des disques d'ici pour leur donner.,Ça fait le troisième ou le quatrième fois que je le vois sortir des disques.
"After one last look at The Charlton, Devyn climbed back in the car with a murmured, ""The Mason.""","Après avoir jeté un dernier coup d'œil au Charlton, Devyn remonta dans la voiture en murmurant : ""Le Mason"".","Devyn redescendit dans la voiture en murmurant : ""Le Mason""."
During a storm.,Pendant une tempête.,Ça a été pendant une tempête.
"One afternoon he'll choose, and another I will.","Un après-midi, c'est lui qui choisit le lieu, et l'après-midi suivant, c'est moi.","Ça arrivera un après-midi, et l'autre, c'est à moi."
"In fact, it was the only option left.","En fait, c'était la seule option qui lui restait.",Ça faisait en fait partie des seules options restantes.
"""I've been fascinated by fairs, amusement parks, and Ferris wheels since Luke and I were little.","Je suis fasciné par les foires, les parcs d'attractions et les grandes roues depuis que Luke et moi sommes petits.","Ça m'a toujours fasciné, les foires, les parcs d'attractions et les grandes roues depuis que Luke et moi sommes petits."
"In the pack, with the water, and a cell phone with no signal.""","Dans le sac, avec l'eau et un téléphone portable sans signal.","Ça fait un an que je suis dans le pack, avec de l'eau, et un téléphone portable sans signal."
"""Dyer doesn't do domestic,"" he deadpans before he spins in his rainbow Chuck Taylors and scurries off.","Dyer ne fait pas le ménage, dit-il avant de tourner les talons dans ses Chuck Taylors arc-en-ciel et de s'enfuir en courant.","Ça ne fait pas partie de ses compétences, dit-il en faisant un clin d'œil avant de se retourner dans ses chaussures multicolores et de s'enfuir."
"""If you need anything, don't bother calling the front desk.","Si vous avez besoin de quoi que ce soit, n'appelez pas la réception.","Si vous avez besoin de quelque chose, n'hésitez pas à appeler la réception."
I had a client up from the city.,J'avais un client qui venait de la ville.,Ça fait un client de la ville.
She dove under to swim to him.,Elle plongea pour nager jusqu'à lui.,Elle plongea pour nager vers lui.
You can tell me.,Tu peux me le dire.,Ça te dit quoi ?
He'd seen himit wasn't his imagination.,"Il l'avait vu, ce n'était pas son imagination.",Ça l'avait vu  il n'était pas imaginaire.
"And that may be, but I'm not made for you.","C'est possible, mais je ne suis pas fait pour toi.","Ça peut être, mais je ne suis pas fait pour toi."
"He caught his breath, then moved closer to the pier ruins where she stood.","Il reprit son souffle, puis se rapprocha des ruines de la jetée où elle se tenait.","Il se redressa, puis se rapprocha des ruines de la jetée où elle se tenait."
I don't like the waterespecially the ocean.,"Je n'aime pas l'eau, surtout l'océan.","Ça me dérange, surtout l'océan."
"""Of course, it won two Grammys,"" I tell him.","Bien sûr, ils ont gagné deux Grammys avec cet album, lui dis-je.","Ça a gagné deux Grammys, lui dis-je."
"Dad was a fisherman, and Mom liked to be near the water.",Papa était pêcheur et maman aimait être près de l'eau.,"Ça fait longtemps que mon père est pêcheur, et ma mère aime être près de l'eau."
"""After I graduated, I started at the bottom, took every shift I could get my hands on, read every book that I could find that I thought would help, and worked my way up to the top and when I heard about the position at Carta Hotels, I went after it, knowing that if I could pull it off that it would be enough","Après avoir obtenu mon diplôme, j'ai commencé au bas de l'échelle, j'ai pris tous les postes qui me tombaient sous la main, j'ai lu tous les livres que j'ai pu trouver et qui pouvaient m'aider.","Ça fait déjà un moment que je suis diplômée, j'ai commencé par le bas, j'ai accepté tous les postes que j'ai pu obtenir, j'ai lu tous les livres que j'ai pu trouver qui m'auraient été utiles et j'ai gravi les échelons jusqu'au sommet et quand j'ai entendu parler du poste de directrice des opérations des Hôtels Carta, j'ai fait tout ce que j'ai pu pour l'obtenir, s"
"""If you've never been, you don't know if Kansas is better.""","Si tu n'y es jamais allée, tu ne sais pas si le Kansas est mieux ou pas.",Ça ne veut pas dire que Kansas est meilleur.
"I think Interpol has a file.""",Je pense qu'Interpol a un dossier sur le sujet.,Ça me semble que l'Interpol a un dossier.
All muscles and strength.,Tout en muscles et en force.,Ça faisait de lui un homme de muscles et de force.
"""Sorry, been prepping for the storm.""","Désolé, je me préparais à la tempête.","Ça va, j'ai préparé la maison pour la tempête."
"Still, he wasn't a lost cause.","Pourtant, ce n'était pas une cause perdue.",Ça ne signifiait pas qu'il était perdu.
"""The stubborn little pain in the ass has gone into labor,"" came the words that had her opening her mouth, only to close it with a grumble since she really couldn't argue with that.","La petite enquiquineuse bornée a commencé le travail, furent les mots qui lui firent ouvrir la bouche, avant de la refermer avec un grognement, car elle ne pouvait vraiment pas contester cette information.","Ça fait que la petite gueule qui a du mal à se laisser convaincre est en train de mettre bas, dit-il, ce qui la fit ouvrir la bouche, puis la ferma avec un grognement, car elle ne pouvait pas s'y opposer."
"You know the significance of that tattoo.""",Tu connais la signification de ce tatouage.,Ça te rappelle quelque chose ?
"Her sister never had issuessing a song, snag a man.","Sa sœur n'avait jamais eu de problème  une chanson, un homme. Du moins, c'est ce qu'il lui semblait.","Ça n'était pas un problème pour sa sœur  à écrire une chanson, à attraper un homme."
"""God, I love bacon,"" his new assistant murmured with a happy little sigh as she nibbled on what looked like an egg sandwich with an unhealthy amount of bacon while Devyn stood there, wondering why his new assistant was sitting outside at six-thirty in the morning.","murmura sa nouvelle assistante avec un petit soupir heureux alors qu'elle grignotait ce qui ressemblait à un sandwich aux œufs avec une quantité astronomique de bacon, alors que Devyn était planté là à se demander ce que sa nouvelle assistante faisait à l'extérieur du bâtiment à six heures et demie du matin.","Ça me fait rêver, le bacon, murmura l'assistante de Devyn avec un petit soupir de contentement alors qu'elle mâchait ce qui ressemblait à un sandwich au fromage avec une quantité excessive de bacon alors que Devyn restait là, se demandant pourquoi sa nouvelle assistante était assise à l'extérieur à six heures du matin."
I hadn't done anything but sit and hold him for a while.,Je n'ai rien fait d'autre que de m'asseoir et de le tenir dans mes bras pendant un moment.,"Ça ne m'a pas fait rien, je n'ai fait que me reposer et le tenir un peu."
It was only months later that he realized Kelly had been lonely.,Ce n'était que des mois plus tard qu'il avait compris que Kelly se sentait seule.,Ça n'a été que plus tard qu'il a réalisé que Kelly était seule.
"I'm peripherally aware of the heads turning and the looks that trail his trip toward me, but my focus is entirely on him.","Je suis conscient des têtes qui se tournent et des regards qui suivent son chemin vers moi, mais je me concentre entièrement sur lui.","Je suis conscient que les têtes se tournent et que les regards suivent son chemin vers moi, mais mon attention est entièrement tournée vers lui."
And I will catch you.,Et je t'attraperai.,Ça va te faire tomber.
"I guess I have two things, then.",Je suppose donc que j'ai deux choses à moi.,"Ça fait deux, alors."
Andi rushed to explain as she threw a panicked look at the large security guard reaching for her and-,Andi se dépêchait de s'expliquer en jetant un regard paniqué à l'énorme agent de sécurité qui s'approchait et...,Andi se précipita pour expliquer alors qu'elle jetait un regard paniqué sur le grand gardien de sécurité qui s'approchait d'elle et...
"""He has been very busy working behind the scenes, arranging transfers, intercepting audits, and doing everything that he could to keep us distracted.""","Il a été très occupé à travailler dans les coulisses, à organiser des transferts, à intercepter des audits et à faire tout ce qu'il pouvait pour nous distraire.","Ça a été très occupé à travailler à l'arrière-scène, à organiser les transferts, à intercepter les audits, et à faire tout ce qu'il pouvait pour nous distraire."
That hadn't been enough to annul thingstoo much riding on the union of the tribes.,Cela n'avait pas suffi à annuler les promesses  trop de choses dépendaient de l'union de leurs deux tribus.,Ça n'était pas suffisant pour annuler les choses  trop était en jeu dans l'union des tribus.
"Of course, this wasn't Hawaii, but up near the point was some darn good East Coast surfing.","Bien sûr, ce n'était pas Hawaï, mais près de la pointe, il y avait de sacrés bons coins pour surfer sur la côte Est.","Ça n'était pas Hawaii, mais près du cap, il y avait un bon surf de la côte Est."
"""I'll be back,"" he says, breathless.","Je reviens, dit-il, essoufflé.","Ça va me rappeler, dit-il, soufflant."
She pointed to the bar.,Elle désigna le bar.,"Ça, c'est le bar."
It was his dream too.,C'était aussi son rêve.,Ça était aussi son rêve.
"She didn't look like she was trying to kill him, Devyn thought, taking a sip of the large caramel coffee that he was forced to grab from the employee cafeteria when it became painfully obvious that his new assistant didn't know how to make coffee.","Elle n'avait pourtant pas l'air de vouloir le tuer, se dit Devyn en buvant une gorgée du café au caramel qu'il avait dû prendre à la cafétéria des employés quand il était devenu évident que sa nouvelle assistante ignorait comment faire du café.","Ça n'avait rien à voir avec ça, pensa Devyn, prenant une gorgée du grand café au caramel qu'il avait dû s'approprier dans la cafétéria des employés lorsque sa nouvelle assistante avait montré qu'elle ne savait pas faire du café."
She stretched out her legs and laid her head on the couch pillow and softly whistled some nondescript '80s pop song.,"Elle étendit ses jambes, posa sa tête sur le coussin du canapé et siffla doucement une chanson pop des années 80.","Elle étendit ses jambes, posa sa tête sur le coussin du canapé et siffla doucement une chanson pop des années 80 dont elle ne se souvenait pas."
Gayle pauses when she reaches the door and looks at me like I'm out of my head.,Gayle s'arrête au niveau de la porte et me regarde comme si j'avais perdu la tête.,Gayle s'arrête devant la porte et me regarde comme si je n'étais pas dans mon droit.
"""I don't want to be fair, I want you here.""","Je ne veux pas être juste, je veux que tu sois là.","Ça ne m'intéresse pas de faire la part des choses, je veux que tu sois ici."
"Once he was gone, Devyn sat down on the couch and watched Andi, still amazed by how quickly her mind worked as she went through the files that he'd brought.","Une fois qu'il fut parti, Devyn s'assit sur le canapé et observa Andi, toujours étonné par la rapidité avec laquelle son esprit travaillait alors qu'elle parcourait les dossiers qu'il avait apportés.","Une fois qu'il fut parti, Devyn s'assit sur le canapé et regarda Andi, toujours étonnée par la rapidité avec laquelle son esprit fonctionnait alors qu'elle parcourait les dossiers qu'il avait apportés."
It's easy to picture John in front of a classroom.,C'est facile d'imaginer John dans une salle de classe.,Ça fait facilement imaginer John devant une classe.
"I've always known, even before he came back to his flat that night and found that I'd learned the truth about him.","Je l'ai toujours su, même avant qu'il ne revienne à son appartement cette nuit-là et qu'il découvre que j'avais appris la vérité à son sujet.","Ça m'a toujours été clair, même avant qu'il ne revienne dans son appartement cette nuit-là et ne découvre que j'avais appris la vérité sur lui."
And it's clear he looks up to him.,Et il est clair qu'il l'admire.,Ça est clair qu'il le respecte.
"As a boy, he'd relished that meditative quality that grew where the water met the land and the sun blanketed everything in a golden warmth that lingered in the soul forever.","Enfant, il avait savouré cette faculté méditative qui naissait là où l'eau rencontrait la terre et où le soleil recouvrait tout d'une chaleur dorée qui s'attardait dans l'âme",Ça faisait des années qu'il aimait cette qualité méditative qui se développe à l'endroit où l'eau rencontre la terre et où le soleil recouvre tout d'une chaleur dorée qui reste dans l'âme pour toujours.
"""He likes the classics.",Il aime les classiques.,Ça lui plaît.
She had Chase now.,Elle avait Chase maintenant.,Ça lui avait donné Chase.
"""I love the warmth of the sun on my skin, and the brush of a cool breeze, and the clarity of music on land.""","J'aime la chaleur du soleil sur ma peau, le frôlement d'une brise fraîche et la clarté de la musique sur la terre ferme.","Ça me fait plaisir de sentir le soleil chaud sur ma peau, la brise fraîche qui se répand, et la clarté de la musique sur le sol."
Then I look up at him.,Puis je lève les yeux vers lui.,Je le regarde alors.
"Do your thing, I'll be tuning in.""","Fais opérer ta magie, je serai à l'écoute.","Ça va, je vais me mettre au courant."
Fall into her arms again.,Tomber à nouveau dans ses bras.,Être à nouveau dans ses bras.
"But he flashes his blinding smile, and the woman grins, blushing as she ushers her kidlet into the restaurant.","Mais il affiche son sourire aveuglant et la femme sourit, rougissant en faisant entrer son enfant dans le restaurant.","Ça va, ça va, dit-il en souriant, et la femme sourit, rougissant en emmenant son enfant dans le restaurant."
She rose on her elbows and watched him pull his T-shirt over his head.,Elle se redressa sur ses coudes et le regarda passer son tee-shirt par-dessus sa tête.,Elle se redressa sur ses coudes et regarda le jeune homme retirer son tee-shirt sur la tête.
"He didn't move away, and she leaned in close.","Il ne bougea pas, et elle se rapprocha.","Ça ne bougeait pas, et elle s'approcha."
"You know, the one where the Ex brings the stuff you've left at their place and vice versa.","Vous savez, cet échange où l'ex apporte les affaires que tu as laissées chez lui et vice versa.","Ça se nomme ""la remise des affaires"", c'est quand l'ex-petit ami apporte les affaires que vous avez laissées chez lui et vice-versa."
"""It's only an hour and a half.",Ce n'est qu'à une heure et demie de trajet.,Ça ne dure qu'une heure et demie.
"""It's a beautiful country.""",C'est un pays magnifique.,Ça fait un pays beau.
I could automate my entire set.,Je pourrais automatiser l'ensemble de mon travail.,Je pourrais automatiser mon ensemble entier.
"God, just thinking about the burnt, cold, creamy, grainy concoction...","Mon Dieu, rien que de repenser à cette mixture granuleuse, froide et avec un goût de brûlé...","Ça, juste à l'idée de cette préparation brûlante, froide, crèmeuse, granuleuse..."
"""I already have that,"" Andi pointed out with a disappointed sigh and a sad shake of her head as she glanced back at Nicholas.","Je l'ai déjà ça, dit Andi avec un soupir déçu et un triste hochement de tête en regardant Nicholas.","Ça m'est déjà arrivé, souligna Andi avec un soupir de déception et un mouvement de tête triste en regardant Nicholas."
"""So, all the stories I heard about Christopher and Amelia...""","Alors, toutes les histoires que j'ai entendues sur Christopher et Amelia...",Ça veut dire que tous les récits que j'ai entendus sur Christopher et Amelia...
"""Yeah,"" I agree, and trail off myself because John could leave anyone speechless, but especially me.","Oui, dis-je en signe d'acceptation, et je m'interromps parce que John peut laisser n'importe qui sans voix, mais surtout moi.","Ça va, je réponds, et je me tais moi-même parce que John pouvait rendre silencieux tout le monde, mais surtout moi."
"They'd be stupid to fire him, Andi reminded herself, repeating the words that had gotten her through the last ten hours.","Ils seraient stupides de le licencier, se rappela Andi, répétant les mots qui l'avaient aidée à traverser les dix dernières heures.","Ça serait stupide de le licencier, se rappela Andi, répétant les mots qui lui avaient permis de passer les dix dernières heures."
"The faint smell of burning wood reaches my nose, and I inhale deeply.",L'odeur légère du bois brûlé parvient à mon nez et j'inspire profondément.,"Je respire profondément, et le faible odeur de bois brûlé me parvient au nez."
"I just don't know whether I'd end up in the warm embrace of his impossibly long arms, or if my heart would smash into bits on some outcropping of rocks that I can't see but know are probably there.","J'ignore si je finirais dans l'étreinte chaleureuse de ses bras incroyablement longs, ou si mon cœur se briserait en mille morceaux sur un affleurement de rochers que je ne peux pas voir mais dont je devine la présence.","Ça me fait peur, je ne sais pas si je finirai dans l'étreinte chaleureuse de ses bras impossiblement longs, ou si mon cœur se brisera en morceaux sur un éperon rocheux que je ne vois pas mais que je sais probablement être là."
"And I refuse to believe she can't sing, not with a tone like that.","Et je refuse de croire qu'elle ne sait pas chanter, pas avec un tel timbre.","Ça me fait rire, et je refuse de croire qu'elle ne peut pas chanter, pas avec un ton comme ça."
And what was he supposed to do with a crying woman?,Et qu'était-il censé faire avec une femme qui pleurait ?,Ça lui faisait quoi ?
"""It was an observation.""",C'était juste une remarque.,Ça faisait partie d'une observation.
"""You knew killed my brother and you didn't tell me?""",Tu savais que mon frère avait été tué et tu ne me l'as pas dit ?,"Ça t'a tué, mon frère, et tu ne m'en as pas dit ?"
A lovely lunch made by Chase.,Un délicieux déjeuner préparé par Chase.,Ça fait un délicieux déjeuner préparé par Chase.
"""Wow, you are lucky to have a family record from that far back.",Tu as de la chance d'avoir des objets de famille aussi anciens.,"Ça fait du bien, tu as de la chance d'avoir un dossier familial depuis si longtemps."
I'm weighing my options - Melrose Diner for its proximity or Broad Street Diner for its superior batter - when the phone rings.,"Je pèse mes options : le Melrose Dinner pour sa proximité ou le Broad Street Diner pour sa pâte supérieure, lorsque le téléphone sonne.","Je pèse les avantages et les inconvénients du Melrose Diner, pour sa proximité, et du Broad Street Diner, pour sa batterie de meilleure qualité, quand le téléphone sonne."
"I shiver with pleasure and shake my head hard, wrenching his hand away from my needy flesh.","Je frissonne de plaisir et secoue la tête avec force, éloignant sa main de ma chair en manque ""Stop !""","Je frissonne de plaisir et secoue la tête durement, détachant sa main de ma chair exigeante."
"""You won't think so once you know the truth.""",Tu ne le penseras plus quand tu connaîtras la vérité.,Ça ne te semblera pas une fois que tu sauras la vérité.
"Did she know him, or had they just met?",Le connaissait-elle ou venaient-ils de se rencontrer ?,"Ça lui était-il connu, ou avaient-ils juste rencontré ?"
He would not win.,Il ne gagnerait pas.,Ça ne marcherait pas.
Or cancel the contract.,Ou annuler le contrat.,"Ça, ou annuler le contrat."
"""For sixty-seven days?""",Depuis soixante-sept jours ?,67 jours ?
The moonlight streaks John's hair with gold.,"Au clair de lune, les cheveux de John se teintent d'or.",La lumière de la lune éclaircit les cheveux de John d'un or doré.
"I'm supposed to be putting you to sleep with my droning.""",Je suis censé t'endormir avec mon histoire barbante.,"Ça me fait rire, ça me fait rire."
"That's beyond crazy, it's creepy.""","C'est plus que fou, c'est effrayant.","Ça dépasse le cadre, ça fait peur."
"""I thought you wanted to go to the park.",Je croyais que tu voulais aller au parc.,Ça me semblait bien que tu voulais aller au parc.
"And Christopher loved her enough to sacrifice everything for her.""",Et Christopher l'aimait suffisamment pour tout sacrifier pour elle.,"Ça, c'est l'amour."
"What the hell are you doing under my desk?""","Que faites-vous sous mon bureau, bon sang ?","Ça va, qu'est-ce que tu fais sous mon bureau ?"
It wouldn't be the same.,Ce ne serait pas la même chose.,Ça ne serait pas le même.
"Naturally, a young mother with her toddler wanders into the area just as those delightful words leave Dyer's mouth.","Naturellement, une jeune mère et son bambin entrent dans le restaurant juste au moment où ces mots charmants sortent de la bouche de Dyer.","Ça va, une jeune mère avec son petit enfant s'aventure dans la zone juste après que ces mots délicieux sont sortis de la bouche de Dyer."
"We found out about the child, but no record of Amelia.""","Nous avons découvert l'enfant, mais aucune trace d'Amelia.","Ça a été découvert, mais aucun dossier sur Amelia."
"Or to a place you really love.""",Ou dans un endroit que tu aimes vraiment.,Ça veut dire que tu aimes vraiment ce lieu.
"It's Saturday again, and I've invited John to go with me to a giant record fair in Cherry Hill, New Jersey.","Nous sommes samedi, et j'ai invité John à m'accompagner à une gigantesque foire aux disques à Cherry Hill, dans le New Jersey.","Ça fait samedi à nouveau, et j'ai invité John à venir avec moi à une grande foire aux disques à Cherry Hill, dans le New Jersey."
"""Give me a minute,"" he mumbled, and small sobs wracked his body, sending visible tremors through his shoulders.","Donne-moi une minute, marmonna-t-il, et de petits sanglots secouèrent son corps, provoquant des tremblements visibles dans ses épaules.","Ça va falloir un peu de temps, marmonna-t-il, et de petits sanglots secouèrent son corps, provoquant des tremblements visibles sur ses épaules."
"The sun glints in his snowy, blonde hair.",Le soleil brille dans ses cheveux blonds comme la neige.,Le soleil scintille dans ses cheveux blancs et blond.
Then...not so much.,Ensuite... plus vraiment.,Ça n'a pas été aussi facile.
"""Lexi is the sister of the boy that...?""",Lexi est la sœur du garçon qui... ?,Lexi est la sœur du garçon qui... ?
"I don't know why I'm so nervous, except that I have no idea what's going on between us.","Je ne sais pas pourquoi je suis si nerveux, mis à part que je n'ai aucune idée de ce qui se passe entre nous.","Ça fait si longtemps que je ne sais pas pourquoi je suis si nerveux, à part le fait que je ne sais pas quoi en penser entre nous."
"I can blame the pirate in the painting for all my troubles.""",Je peux blâmer le pirate du tableau pour tous mes problèmes.,"Ça, je peux le blâmer sur le pirate du tableau pour tous mes problèmes."
She'd never forget the perfection of the moment.,Elle n'oublierait jamais la perfection de ce moment.,Elle ne oublierait jamais la perfection de ce moment.
"""I would have killed your diver man that day toobut you were there.","J'aurais tué ton plongeur ce jour-là aussi, mais tu étais là.","Ça m'aurait fait tuer ton plongeur ce jour-là, mais tu étais là."
She needed an antacid more than dinner.,Elle avait plus besoin d'un antiacide que d'un dîner.,Ça lui fallait un antacide plus qu'un dîner.
He leaned forward and buried his face in his hands.,Il se pencha en avant et enfouit son visage dans ses mains.,Il se pencha en avant et enfouit son visage dans ses mains.
"It's just that he seems so lost, at the moment.","C'est juste qu'il semble si perdu, en ce moment.","Ça, c'est juste qu'il semble si perdu, pour l'instant."
Tangy warmth filled her mouth and her taste buds opened up.,La chaleur acidulée emplit sa bouche et ses papilles gustatives se réveillèrent.,Ça chauffait la bouche et ses papilles s'ouvrirent.
"""Before we could decide exactly what we were going to do, a large wave washed over the jelly.""","Avant que nous ayons pu décider exactement ce que nous allions faire, une grande vague s'était abattue sur la méduse.","Ça faisait déjà un moment que nous n'avions pas encore décidé exactement de quoi nous servir, lorsque une grande vague s'abatta sur la méduse."
He couldn't help but smile back.,Il ne put s'empêcher de sourire à son tour.,Ça lui faisait plaisir de lui sourire en retour.
"He hasn't seen me yet, which is a both a blessing and a curse.","Il ne m'a pas encore vu, ce qui est à la fois une bénédiction et une malédiction.","Ça ne l'a pas vu encore, ce qui est à la fois une bénédiction et une malédiction."
"""Roman Palms is our highest earner,"" Devyn said, watching as she scrolled to a financial report.","Roman Palms est l'hôtel qui nous rapporte le plus, dit Devyn, en la regardant faire défiler un rapport financier.","Ça fait du Roman Palms notre meilleur gagnant, dit Devyn, observant qu'elle défile vers un rapport financier."
It's become our thing.,C'est devenu notre truc.,Ça est devenu notre chose.
I hear rustling and know he's settling in for a conversation I don't know I want to have with him.,J'entends des bruits de mouvements et je sais qu'il s'installe pour une conversation que je ne suis pas sûr d'avoir envie d'entamer avec lui.,Ça fait du bruit et je sais qu'il s'installe pour une conversation dont je ne saisis pas que je la désire.
"She ought to tell him the whole story, and that Inna was after him toobut she was tired and emotionally drained.","Elle devrait lui raconter toute l'histoire, et lui dire qu'Inna lui en voulait à lui aussi, mais elle était fatiguée et à bout de nerfs.","Ça lui fallait de dire toute l'histoire, et qu'Inna était sur le point de le faire, mais elle était fatiguée et émotionnellement épuisée."
"I know that I could get you an interview,"" Drew said with a sympathetic smile.","Je sais que je peux t'obtenir un entretien, dit Drew avec un sourire compatissant.","Ça me semble, je peux te faire une interview, dit Drew avec un sourire sympathique."
It's a lot to swallow.,C'est beaucoup à avaler.,Ça fait mal à la gorge.
"His eyes open, half-lidded with lust, and I lick my bottom lip, sucking it into my mouth and biting it before I stretch my tongue out to taste him.","Ses yeux s'ouvrent, mi-clos de désir, et je lèche ma lèvre inférieure, l'aspirant dans ma bouche et la mordillant avant d'étirer ma langue pour le goûter.","Ses yeux s'ouvrent, demi-clos par la désir, et je lèche ma lèvre inférieure, la suçant dans ma bouche et la mordant avant de tendre ma langue pour le goûter."
"""And your glorious fucking arse.""",Et ton putain de cul glorieux.,Ça fait un bon moment que je n'ai pas vu ta merveilleuse fessée.
