sources,references,translations
"Who has time to bake bread anymore?""",Qui a encore le temps de faire du pain ?,Ça fait des années que je n'ai plus le temps de faire du pain.
"I hold up a hand, hating the fact that it wobbles.","Je lève une main, détestant le fait qu'elle tremble.","Je lève la main, me détestant pour ce qu'elle tremble."
"LPs, CDs, and rare box sets, both vinyl and digital.","Des vinyles, des CD et des coffrets rares, tant en vinyle qu'en numérique.","33 tours, CD et boîtes spéciales, en vinyle et numérique."
"""This is Frankie L, and I'm here to take you on a journey.",Je suis Frankie L. et je suis là pour vous faire voyager.,Ça m'appelle Frankie L et je suis là pour vous emmener sur un voyage.
"""While I was taking a look at Roman Palms Hotel's files, I got curious about a few things, mostly about their off-months,"" she began as he took the hint and sat up only to release a small grunt when she climbed between his legs and grabbed the iPad back out of his hands so that she could take over.","Pendant que je jetais un coup d'œil aux dossiers de l'hôtel Roman Palms, j'ai été curieuse de certaines choses, surtout à propos de leurs mois creux, commença-t-elle.","Ça fait que, pendant que j'étais en train de regarder les dossiers de l'Hôtel Roman Palms, j'ai été curieuse de quelques choses, surtout de leurs mois creux, a commencé-elle alors qu'il prit le bâton et s'assit, avant de lâcher un petit grognement lorsqu'elle s'installa entre ses jambes et lui arracha l'iPad des mains pour prendre le relais."
"But yeah, I'm pretty sure we're going to end up naked.","Mais oui, je suis presque sûr que nous allons finir nus.","Ça va bien, je suis sûr que nous allons finir nus."
"She'd gotten a little sad, mostly because she'd never known her dad.","Elle s'était sentie un peu triste, surtout parce qu'elle n'avait jamais connu son père.","Ça l'avait fait un peu triste, surtout parce qu'elle n'avait jamais connu son père."
"How'd you get through high school?""",Comment as-tu fait pour survivre les années lycée ?,Ça t'a aidé à passer le bac ?
"""Give me what I want, Frankie,"" John growls.","Donne-moi ce que je veux, Frankie, grogne John.","Donne-moi ce que je veux, Frankie, grogne John."
"""That's not what I'm focusing on right now,"" I mutter.","Ce n'est pas ce sur quoi je me concentre en ce moment, murmuré-je.","Ça n'est pas ce que je me concentre sur le moment, murmuré-je."
"He hopped off the barstool and grabbed all the dishes with the finesse of a longtime waiter, stacking everything on his forearm and parading to the kitchen door.","Il sauta du tabouret et attrapa toute la vaisselle avec la dextérité d'un serveur expérimenté, empilant le tout sur son avant-bras et se dirigeant vers la porte de la cuisine.","Il se détacha du tabouret et prit tous les plats avec la finesse d'un serveur expérimenté, les empilant sur son avant-bras et faisant une entrée triomphale à la porte de la cuisine."
"""Forgot we don't have lights.",J'ai oublié que nous n'avions pas de lumière.,Ça m'a échappé que nous n'avons pas de lumières.
"""I'll..."" I try to swallow and end up coughing.",J'essaie d'avaler ma salive et je finis par tousser.,Ça... Je vais... Je tente de déglutir et je finis par m'éternuer.
"Looks like you're done.""",On dirait que tu as fini.,Ça semble que tu as fini.
Doing hurricane prep.,Je prépare l'arrivée de l'ouragan.,Ça fait des préparatifs pour un ouragan.
"""I..."" I shake my head, trying to laugh off this, whatever it is.","Je secoue la tête, essayant de rire de tout ça, peu importe ce que c'est.","Ça... Je secoue la tête, essayant de rire de ça, quoi qu'il en soit."
He's practically dead on his feet tonight.,Il est pratiquement mort de fatigue ce soir.,Ça fait presque qu'il est mort de fatigue ce soir.
He had to stay strong for her.,Il devait rester fort pour elle.,Il devait rester fort pour elle.
"""Trust me, there's nothing wrong with this deal.","Fais-moi confiance, il n'y a rien qui cloche avec ce contrat.","Ça va marcher, il n'y a rien de mal à ce contrat."
"At the first gush of his warm breath on me, I buck hard.","À la première bouffée de son souffle chaud sur moi, je me cabre.","À la première brise de son souffle chaud sur moi, je me renverse durement."
"""So?"" She turned to look over the sound at the sun slung low in the sky.",Alors... Elle se tourna pour regarder le soleil bas dans le ciel.,Ça va ? Elle se tourna pour regarder le soleil qui se penchait bas dans le ciel.
"When John frowns, I continue.","Devant le froncement de sourcils de John, je poursuis.","Quand John fronce les sourcils, je continue."
It's a distraction.,C'est une sacrée distraction.,Ça est une distraction.
"He's not looking at me, his eyes are trained on the ceiling.","Il ne me regarde pas, ses yeux sont rivés au plafond.","Ça ne regarde pas vers moi, ses yeux sont fixés sur le plafond."
"They walked without talking, Mari whistling what sounded like a mash-up of Jingle Bells and America, the Beautiful, and Chase trying to keep up with her brisk pace.","Ils marchaient sans parler, Mari sifflant ce qui ressemblait à un mélange de Jingle Bells et d'America, the Beautiful, et Chase essayant de suivre son rythme rapide.","elles marchèrent sans parler, Mari sifflant ce qui ressemblait à un mash-up de Noël, belle Amérique et Chase essayant de tenir le pas avec sa marche rapide."
"He's been up all night, and it shows.",Il n'a pas dormi de la nuit et cela se voit.,"Ça fait que ça fait une nuit entière, et ça le montre."
We've never even exchanged contact information.,Nous n'avons jamais échangé nos coordonnées.,Ça ne nous a jamais permis de nous échanger nos informations de contact.
"It is a lie.""",C'est un mensonge.,Ça c'est un mensonge.
"""Hey, John, good to see you again.""","Hé, John, content de te revoir !","Ça va, John, c'est bien de te revoir."
"He set the dishes on the counter, then headed to the bar.",Il posa les plats sur le comptoir et se dirigea vers le bar.,"Il posa les assiettes sur le comptoir, puis se dirigea vers le bar."
Blood dripped onto his shirt.,Du sang coulait sur son tee-shirt.,Le sang tombait sur sa chemise.
"If Amelia had survived, then there were lots of part-mer, part-humans out there on Chase's family tree.","Si Amelia avait survécu, c'est qu'il y avait beaucoup de métis de sirènes et d'humains dans l'arbre généalogique de Chase.","Si Amelia avait survécu, il y avait beaucoup de mi-humains, mi-mer sur l'arbre généalogique de Chase."
"""Oh, no,"" he says, and his laugh is...not bitter, it's a laugh of disbelief.","Oh, non ! dit-il, et son rire n'est pas amer, c'est un rire d'incrédulité.","Ça, non, dit-il, et son rire est... pas amère, c'est un rire de dépit."
I often wonder if she's got hidden cameras.,Je me demande souvent si elle a des caméras cachées.,Ça me fait souvent penser qu'elle a des caméras cachées.
"So much wind.""",Il y a tellement de vent.,Ça fait si fort le vent.
"""I was almost killed by a tourist attraction.""",J'ai failli être tuée par une attraction touristique.,"Ça m'a presque tué, une attraction touristique."
"Within seconds, his gaze went from panicked to determined.","En quelques secondes, son regard passa de la panique à la détermination.",Son regard passa de paniqué à déterminé en quelques secondes.
"In fact, he looks like he hasn't slept since primary school.","En fait, on dirait qu'il n'a pas dormi depuis l'école primaire.",Ça fait en fait comme s'il n'avait pas dormi depuis l'école primaire.
"""Sure, there's a balcony just off the guest bedroom.""","Bien sûr, il y a un balcon dans la chambre d'amis.","Ça y est, il y a un balcon juste à côté de la chambre d'hôtes."
"In the meantime, I try to stick to mornings at the school district.""","En attendant, j'essaie de m'en tenir aux matinées à l'école...",Ça me donne le temps de me concentrer sur les matins à l'école.
"Step by step, he drew closer.","Pas à pas, il se rapprocha.","Ça par ça, il s'approchait."
"There are stars behind my eyes, and a whirring sound in my ears, followed by pounding in my ribcage.","J'ai des étoiles derrière les yeux et un bourdonnement dans les oreilles, suivi d'un martèlement dans la cage thoracique.","Ça y est, il y a des étoiles derrière mes yeux, un bruit de tourbillon dans mes oreilles, suivi d'un battement dans ma poitrine."
Wasn't that the legend?,N'est-ce pas ce que disait la légende ?,Ça n'était-il pas la légende ?
"""I enjoy those things,"" he says, a frown over his beautiful eyes.","J'aime ces instants-là, dit-il en fronçant les sourcils.","Ça me plaît, dit-il, avec un froncement de sourcils sur ses beaux yeux."
"""So, I couldn't help but notice that there was a lovely hotel on the way here,"" Andi pointed out, already reaching for her phone.","Je n'ai pas pu m'empêcher de remarquer qu'il y avait un bel hôtel sur le chemin, souligna Andi, en attrapant déjà son téléphone.","Ça m'a donc fait remarquer qu'il y avait un magnifique hôtel sur le chemin, fit remarquer Andi, en attrapant déjà son téléphone."
"""I did,"" he readily agreed as he began caressing the back of her hand with his thumb.","C'est vrai, reconnut-il volontiers en commençant à caresser le dos de sa main avec son pouce.","Ça, c'est ce que j'ai fait, lui répondit-il en commençant à caresser la partie postérieure de sa main avec son pouce."
She peered out the window and whistled Jingle Bells under her breath.,Elle jeta un coup d'œil par la fenêtre et siffla doucement Jingle Bells.,Elle jeta un coup d'œil à la fenêtre et siffla sous sa breath Jingle Bells.
"John toes out of his Skechers and lifts, first one leg, then the other as I strip him of his jeans.","John enlève ses Skechers et soulève d'abord une jambe, puis l'autre, tandis que je le débarrasse de son jean.","John enlève ses Skechers et soulève, d'abord une jambe, puis l'autre, tandis que je lui enlève son jean."
"""I'm going to try,"" Nicholas said, his lips twitching with amusement as he helped himself to another slice of bacon.","Je vais essayer, dit Nicholas, ses lèvres se tordant d'amusement tandis qu'il se servait une autre tranche de bacon.","Ça vaudra la peine, dit Nicholas, ses lèvres se tordant de plaisir alors qu'il prenait une autre tranche de bacon."
"Amelia swam into the still waters, and when she saw Christopher, she lifted her arms like she wanted to board the ship.","Amelia avait nagé dans les eaux calmes, et quand elle avait vu Christopher, elle avait levé les bras comme si elle voulait monter à bord.","Amelia nagea dans les eaux calmes, et quand elle vit Christopher, elle leva les bras comme si elle voulait monter à bord du navire."
"""...wasn't a homophobic asshat?",... n'était pas un connard homophobe ?,Ça n'était pas un connard homophobe ?
"""I'll leave you to negotiate that with John,"" Gayle answers as she gathers her things to go.","J'te laisse négocier ça 'vec John, répond Gayle en rassemblant ses affaires pour partir.","Ça, tu le négocieras avec John, répond Gayle en rassemblant ses affaires pour partir."
That look has me trembling.,Ce regard me fait trembler.,Ça me fait trembler.
"Besides, if anything happens, I'll be right there to keep you safe,"" Travis said as she forced herself to look away from Devyn, wondering what the hell was wrong with her.","De plus, si quelque chose devait arriver, je serai là pour vous protéger, déclara Travis alors qu'elle s'efforçait de détourner le regard de Devyn, se demandant ce qui n'allait pas chez elle.","Ça ne t'empêche pas de me protéger si quelque chose se passe, dit Travis en se forçant à ne pas regarder Devyn, se demandant ce qu'il se passait avec elle."
I don't have to tell him twice.,Je n'ai pas besoin de le lui dire deux fois.,Ça ne me faut pas le dire deux fois.
"Thunder echoed in the distance and stalks of bright lightning dropped out of the sky near the horizon, momentarily lighting up the surface of the ocean like polished silver.","Le tonnerre résonnait au loin et des éclairs brillants tombaient du ciel près de l'horizon, illuminant momentanément la surface de l'océan comme de l'argent poli.","Le tonnerre retentit à l'horizon et des éclairs lumineux s'abattirent du ciel près de l'horizon, éclairant momentanément la surface de l'océan comme de l'argent poli."
Seemed like baseball was always on lately.,On aurait dit que le baseball était toujours à l'écran ces derniers temps.,Ça semblait que le baseball était toujours en direct récemment.
"I hear the tell-tale snick of the cap of a bottle, and then cold liquid drips down my crease.","J'entends le bruit caractéristique du bouchon de bouteille qu'on ouvre, puis un liquide froid coule le long de mon pli.","Je entends le cliquetis d'une bouteille, puis une liquide froide s'écoule dans ma cheville."
"Before she could finish the sentence that promised to break the perfection of the moment, he tipped her chin higher and grazed her lips with his.","Avant qu'elle ne puisse terminer la phrase qui promettait de briser la perfection du moment, il lui fit relever le menton et effleura ses lèvres.","avant qu'elle ne puisse terminer la phrase qui promettait de briser la perfection du moment, il lui fit lever le menton et effleura ses lèvres."
"The setting sun streamed across the park, casting long shadows of rides onto the empty beach like an invading army of giant insects.","Le soleil couchant traversa le parc, projetant de longues ombres de manèges sur la plage vide, telle une armée envahissante d'insectes géants.","Le soleil couchant traversait le parc, projetant des ombres longues des attractions sur la plage déserte comme une armée envahissante de gros insectes."
She loved the way the light streaked across his angry eyes like a flash of lightning over a dark sea.,"Elle aimait la façon dont la lumière traversait ses yeux en colère, comme un éclair sur une mer sombre.",Ça lui plaisait de voir la lumière traverser les yeux de son mari en colère comme une éclair de tonnerre sur une mer sombre.
"I'm fuller than I've ever been, stretched and aching with a pleasure I can barely process.","Je n'ai jamais été aussi rempli, étiré et endolori par un plaisir que j'ai du mal à assimiler.","Je suis plus rempli que jamais, étiré et brûlant d'un plaisir que je ne peux que difficilement assimiler."
"""I'm sorry you had to leave a job you loved, the place you grew up,"" I say, and I mean it.","Je suis désolé que tu aies dû quitter un travail que tu aimais, l'endroit où tu as grandi, dis-je, et je le pense vraiment.","Ça me fait peur que tu aies dû quitter un travail que tu aimais, la ville où tu as grandi, dis-je, et je le veux vraiment."
"It's the least I can do.""",C'est le moins que je puisse faire.,"Ça, c'est le moins que je peux faire."
Her heart thumped and she whistled the Imperial March from Star Wars.,Son cœur battait la chamade et elle siffla la Marche impériale de La Guerre des étoiles.,Son cœur battait la chamade et elle siffla la marche impériale de Star Wars.
"He lifted her chin and kissed her, his lips pressing against hers in fervent desire.","Il lui souleva le menton et l'embrassa, ses lèvres se pressant contre les siennes dans un désir fervent.","Il lui souleva le menton et l'embrassa, ses lèvres pressant les siens avec un désir fervent."
"""I love seeing you wearing that necklace,"" he murmured.","J'aime te voir porter ce collier, murmura-t-il.","Ça me fait plaisir de te voir porter ce collier, murmura-t-il."
"""So, I think I figured it out,"" Andi said, already completely fucking lost in whatever was on the iPad that she'd managed to get her hands on as she rolled onto her back.","Ah, j'ai trouvé, dit Andi, déjà complètement perdue dans ce qu'il y avait sur l'iPad sur lequel elle avait réussi à mettre la main, alors qu'elle se roulait sur le dos.","Ça va, je pense que j'ai compris, dit Andi, déjà complètement perdue dans ce qui était sur l'iPad qu'elle avait réussi à obtenir alors qu'elle se retournait sur le dos."
"""We'd better get to work.""",Nous ferions mieux de nous mettre au travail.,Ça fait mieux que nous allions travailler.
His voice pours over me like melted chocolate.,Sa voix se déverse sur moi comme du chocolat fondu.,Sa voix me coule comme du chocolat fondu.
"I'm sure they made the best decision, given the conditions.""","Je suis sûre qu'ils ont pris la meilleure décision, compte tenu des conditions.","Ça me semble qu'ils ont pris la meilleure décision, compte tenu des circonstances."
"I don't know how long we stand in my doorway, but I eventually slip out of his arms and lead him over to the couch.","Je ne sais pas combien de temps nous sommes restés sur le seuil de ma porte, mais j'ai fini par me défaire de son étreinte et je le conduis jusqu'au canapé.","Je ne saisis pas combien de temps nous restons dans mon portail, mais je finis par lui échapper des bras et de l'entraîner vers le canapé."
"""I can't give you what you need.",Je ne peux pas te donner ce dont tu as besoin.,Ça ne me permet pas de te donner ce que tu veux.
"""I guess you weren't kidding about the whole birthright thing.""",Je suppose que tu ne plaisantais pas à propos de l'héritage culturel.,Ça veut dire que tu n'as pas joué avec la question de la succession.
"I have the overwhelming urge to kiss him there, and so I do.","J'ai une envie irrésistible de l'embrasser à cet endroit, et c'est ce que je fais.","Ça me donne une envie irrépressible de l'embrasser là-bas, et je le fais."
"Whether she had hidden it, or he hadn't looked closely enough to see it, he didn't know.","Qu'elle l'ait cachée ou qu'il ne l'ait pas regardée d'assez près pour la voir, il ne le savait pas.","Ça lui avait été caché, ou il n'avait pas regardé de près pour la voir, il ne le savait pas."
I don't think I've ever met anyone so ready to experience joy.,Je crois que je n'ai jamais rencontré quelqu'un d'aussi enclin à éprouver de la joie.,Je ne pense pas avoir jamais rencontré quelqu'un aussi prêt à vivre le bonheur.
Mari leaned over to see.,Mari se pencha pour voir.,Mari se pencha pour voir.
She was always at the hospital.,Elle était toujours à l'hôpital.,Ça faisait toujours partie de son quotidien.
It probably saved me.,Elle m'a probablement sauvé.,Ça m'a probablement sauvé.
"A bit worried about the storm, yeah.""","Je suis un peu inquiète à cause de la tempête, c'est tout.","Ça fait un peu que j'ai été inquiète de la tempête, oui."
No sign of Inna anywhere.,Aucune trace d'Inna.,Pas de signe d'Inna nulle part.
"He's blinking up at the ceiling, and he's gone quiet.","Il cligne des yeux en regardant le plafond, et il est devenu silencieux.","Ça fait que ça lui fait cligner les yeux vers le plafond, et qu'il est tombé dans le silence."
"""I'd go for a swim if I didn't worry about all the debris in the water.""",J'irai bien nager si je ne m'inquiétais pas de tous les débris dans l'eau.,"Ça me ferait plaisir de faire une baignade, mais je me soucie trop des débris dans l'eau."
"Can't you get out of the contract?""",Tu ne peux pas rompre ce contrat ?,Ça ne te coûte pas de sortir du contrat ?
"Determined to ignore it, she cleared her throat, slapped a smile on her face and watched as Devyn's eyes narrowed on her as he reached over and plucked the phone out of her hand.","Déterminée à l'ignorer, elle se racla la gorge, afficha un sourire et regarda Devyn qui, les yeux rivés sur elle, s'approcha et lui enleva le téléphone des mains.","Determinée à l'ignorer, elle se frotta la gorge, fixa un sourire sur ses lèvres et regarda Devyn qui fit un clin d'œil à elle en prenant le téléphone dans sa main."
"""More,"" he responds.","Plus, répond-il.","Ça suffit, répond-il."
"""Oh yes, we'll be married.","Oh oui, nous nous marierons.",Ça va être un mariage.
Will there be?,Y en aura-t-il ?,Ça y sera ?
He winced as a streak of pain shot through his face at her touch.,Il grimaça lorsqu'un trait de douleur traversa son visage à son contact.,Il grimaça lorsque la douleur passa sur son visage à son contact.
"It only takes one breach, and there'll be water and mess all over the bar.""",Il suffit d'une brèche pour qu'il y ait de l'eau et des dégâts partout dans le bar.,"Ça suffit d'une fuite, et il y aura de l'eau et du bruit partout dans le bar."
"It's a necessity.""",C'est une nécessité.,Ça est une nécessité.
My focus is on the Big Plates section of the menu until John's voice rumbles across the table.,Je me concentre sur la catégorie des grandes assiettes sur le menu jusqu'à ce que la voix de John retentisse à l'autre bout de la table.,Je me concentre sur la section des Plats Principaux du menu jusqu'à ce que la voix de John traverse la table.
"""We talked about that,"" Andi pointed out as she googled Hillshire Hotels to see how they were holding up after yesterday, only to swallow hard when she saw the first headline.","Nous en avions déjà parlé, fit-elle remarquer, tout en cherchant sur Google ""Hôtels Hillshire"" pour voir comment ils s'en sortaient depuis la veille","Ça a été abordé, souligna Andi en faisant une recherche sur les Hôtels Hillshire pour voir comment ils s'en sortaient après hier, avant de grignoter la parole lorsqu'elle vit le premier titre."
"He'd never made promises, never offered more than he could give, and it was never anything that he couldn't live without, but God help him, he knew that he'd lose his fucking mind if he had to live without this.","Il n'avait jamais fait de promesses, n'avait jamais offert plus que ce qu'il pouvait donner, et ce n'était jamais quelque chose dont il ne pouvait pas se passer, mais que Dieu lui vienne en aide, il savait qu'il perdrait la tête s'il devait se passer de ça.","Ça n'était jamais rien qu'il ne pouvait pas vivre sans, mais Dieu l'aide, il savait qu'il perdrait la tête s'il devait vivre sans ça."
"He reached up and took down the mermaid sun catcher, then set it gently into the box, surrounding it with packing material.","Il tendit le bras et décrocha l'attrape-soleil en forme de sirène, puis le déposa délicatement dans la boîte, en l'entourant de papier bulle.","Il se pencha et enleva la prise de soleil de la sirène, puis la plaça doucement dans la boîte, l'entourant de matériel de remplissage."
Never knew what I was missing until now.,Je n'ai jamais su ce qui me manquait jusqu'à présent.,Je ne savais pas ce que j'avais perdu jusqu'à présent.
"Good-looking, hard-working, and sensitive, he was all that.","Beau, travailleur et sensible, il était tout cela.","Ça faisait de lui un homme bien, un travailleur et sensible."
"He grinned and lowered himself to her, his warm skin setting her afire more.","Il sourit et s'approcha d'elle, sa peau déjà chaude s'enflammant encore plus.","Il sourit et s'approcha d'elle, sa peau chaude la faisant brûler encore plus."
"""I really don't think that I can do this,"" Andi stressed as she continued taking in the room that they were expected to stay in.","Je ne pense vraiment pas que je puisse le faire, souligna Andi en continuant d'observer la pièce dans laquelle ils sont censés séjourner.","Ça, je ne peux pas le faire, insista Andi en continuant à regarder la pièce où ils devaient rester."
"""You like me when I'm hard,"" he says, laughing.","Tu aimes quand je suis dur, réplique-t-il en riant.","Ça te plaît quand je suis dur, dit-il en riant."
I need to know what's going through that enigmatic head of his.,J'ai besoin de savoir ce qui se passe dans sa tête énigmatique.,Je dois savoir ce qui passe dans cette tête enigmatique.
"""Are you worried you won't get off the island before the storm hits?""",Tu as peur de ne pas pouvoir quitter l'île avant la tempête ?,Êtes-vous inquiet de ne pas quitter l'île avant que la tempête ne frappe ?
"She'd saved him from death, for goodness sake.","Elle l'avait sauvé de la mort, pour l'amour du ciel.","Ça lui avait sauvé la vie, pour l'amour de Dieu."
"""Which is why I contacted Hillshire Hotels and asked them to send the files again when I let them know that you weren't going to be able to make it to New York to meet with their CEO.",C'est pourquoi j'ai contacté les Hôtels Hillshire pour qu'ils me renvoient une copie des dossiers et leur dire que vous ne pourriez pas vous rendre à New York pour rencontrer leurs PDG.,Ça m'a donné l'idée de contacter les Hôtels Hillshire et de leur demander de renvoyer les dossiers lorsque j'ai appris que tu ne pourais pas arriver à New York pour rencontrer leur PDG.
"He had a good crew.""",Il avait un bon équipage.,Ça faisait une bonne équipe.
She could swim another day.,Elle pourrait nager un autre jour.,"Ça, elle pourrait le faire d'une autre journée."
"""It is and it isn't,"" she said, worrying her bottom lip between her teeth, wondering why she couldn't seem to figure out what she wanted.","Ça l'est et ça ne l'est pas, dit-elle, mordillant sa lèvre inférieure entre ses dents, se demandant pourquoi elle n'arrivait pas à comprendre ce qu'elle voulait","Ça l'est et ça n'est pas, dit-elle en mordillant sa lèvre inférieure, se demandant pourquoi elle ne parvenait pas à se décider."
And it's pretty far-fetched.,Et elle est assez farfelue.,Ça n'est pas très crédible.
"Seize this moment and hold it tight because we never know what the next moment's going to bring.""",Saisir ce moment et le serrer fort parce qu'on ne sait jamais ce que le moment suivant va nous apporter.,Saisir ce moment et le garder fermement parce que nous ne savons jamais quoi attendre du prochain moment.
"Until that terrible day, he'd always been able to protect his younger brother.","Jusqu'à ce jour terrible, il avait toujours été capable de protéger son jeune frère.","jusqu'à ce terrible jour, il avait toujours pu protéger son frère cadet."
Looks like it started with Christopher.,On dirait que ça a commencé avec Christopher.,Ça semble que ça a commencé avec Christopher.
She didn't want him feeling bound to her because she'd saved him or because he was physically attracted to her.,Elle ne voulait pas qu'il se sente lié à elle parce qu'elle l'avait sauvé ou parce qu'il était physiquement attiré par elle.,Ça ne l'intéressait pas qu'il se sente lié à elle parce qu'elle l'avait sauvé ou parce qu'il était physiquement attiré par elle.
"I'm fucking Johnny like an animal, getting closer to God, using the rhythm of the music to drive us both insane.","Je baise Johnny comme un animal, me rapprochant de Dieu, utilisant le rythme de la musique pour nous rendre tous les deux fous.","Ça me fait jouir comme un animal, je suis plus près de Dieu, j'utilise le rythme de la musique pour nous rendre tous les deux fou."
"Inna was waiting, and he didn't like to wait.","Inna attendait, et il n'aimait pas attendre.","Inna attendait, et il ne supportait pas attendre."
"She was surely tired too, but she hadn't complained a bit.","Elle aussi devait sûrement être fatiguée, mais elle ne s'était pas plainte.","Ça lui avait certainement fait fatigue, mais elle n'avait pas plainté une seule fois."
"He bent his head, and her lips met his with a slow kiss.",Il pencha la tête et ses lèvres rencontrèrent les siennes dans un lent baiser.,Il baissa la tête et ses lèvres se rencontrèrent avec un baiser lent.
A large percentage of guests going to the Winter Wonderland in January are only going to kill time and the others are locals just going so that their children can go on the ice slides.,Une grande partie des visiteurs qui se rendent au Winter Wonderland en janvier n'y vont que pour tuer le temps et les autres sont des locaux qui viennent juste pour que leurs enfants puissent faire des glissades sur la glace.,Une grande partie des invités de l'Hiver Wonderland en janvier vont seulement passer du temps et les autres sont des habitants qui vont juste pour que leurs enfants puissent monter sur les glissades.
I can't believe I hadn't noticed when the music stopped.,Je ne peux pas croire que je n'ai pas remarqué que la musique s'était arrêtée.,Ça me fait rire de ne pas avoir remarqué que la musique s'était arrêtée.
"And although John isn't technically a virgin, I can't help but feel like I'm about to deflower him.","Et bien que John ne soit pas techniquement vierge, je ne peux m'empêcher de penser que je suis sur le point de le déflorer.","Et bien que John ne soit pas vraiment un vierge, je ne peux m'empêcher de me sentir comme si je vais le déflorer."
"""Why can't you leave us all alone?",Pourquoi ne pouvez-vous pas nous laisser tranquilles ?,Pourquoi ne peux-tu pas nous laisser en paix ?
"Again, with the stupid.","Encore une fois, c'est stupide.","Ça fait encore une fois, avec la stupide."
"He believed me for years.""",Il m'a cru pendant des années.,Ça m'a fait croire pendant des années.
"The only thing I hear is my pounding heart, our mingled breaths, and the snick-snick-snick of...","La seule chose que j'entends, c'est mon cœur qui bat la chamade, nos respirations qui se mélangent et le bruit de...","Ça ne m'entend que mon cœur qui bat la chamade, nos souffles mélangés et le cliquetis de..."
"Sure, he'd enjoyed swimming in the oceanspent a couple years diving on WWII wrecks for the US Navy.","Bien sûr, il avait aimé nager dans l'océan  il avait passé quelques années à plonger à l'intérieur d'épaves de la Seconde Guerre mondiale pour l'US Navy.","Ça, il avait aimé nager dans les océans, il avait passé deux ans à plonger sur les épaves de la Seconde Guerre mondiale pour la Marine américaine."
"""Doesn't look like she got the message,"" Lucas said, sounding amused.","On dirait bien qu'elle ne l'a pas compris, rétorqua Lucas avec amusement.","Ça n'a pas l'air qu'elle ait compris le message, dit Lucas, d'un air amusé."
"""I think some of the other guys plan to come by the bar to help, so I don't have to have you here, but there'll be work if you want it.""","Je pense que d'autres gars ont prévu de venir au bar pour aider, donc tu n'es pas obligé de venir, mais il y aura du travail si tu le veux.","Ça me semble que d'autres de nos amis vont venir au bar pour aider, alors je ne dois pas avoir besoin de toi, mais il y aura du travail si tu veux."
She shielded her eyes from the bright sun and strained to see if she recognized the dark figure approaching from the northern section of the beach.,Elle se protégea les yeux du soleil et s'efforça de reconnaître la silhouette sombre qui s'approchait de la partie nord de la plage.,Elle se protégea les yeux du soleil brillant et s'efforça de reconnaître la silhouette sombre qui approchait depuis la partie nord de la plage.
"Did you know the 1893 fair in Chicago was the celebration of four hundred years since Columbus landed?""",Savais-tu que la foire de 1893 à Chicago célébrait les quatre cents ans du débarquement de Christophe Colomb ?,Ça te dit que l'Exposition universelle de 1893 à Chicago a été organisée pour célébrer les quatre cents ans depuis que Christophe Colomb est arrivé en Amérique ?
"Against his mates' recommendations, he threw the rope ladder over the side and she came aboard.","Contre les recommandations de ses compagnons, il avait jeté l'échelle de corde par-dessus bord et elle était montée à bord.","Contre les conseils de ses compagnons, il jeta l'échelle sur le bord et elle monta à bord."
"""Carta Hotels' board has decided after careful consideration that it might be in their best interest to find someone who shares their vision,"" Devyn said, looking lost in thought as he absently drummed his fingertips against the armrest.","Les membres du conseil d'administration des Hôtels Carta ont décidé, après mûre réflexion, qu'il était dans leur intérêt de chercher quelqu'un qui partageait leur vision, dit Devyn semblant perdu dans ses pensées alors que ses doigts pianotaient distraitement sur le l'accoudoir du canapé.","Le conseil d'administration des Hôtels Carta a décidé, après une réflexion soigneuse, qu'il pourrait être dans leur intérêt de trouver quelqu'un qui partage leur vision, dit Devyn, perdant la tête en tapotant absintement les paumes de ses bras contre le dossier."
"""I quit!"" she managed to get out before returning to mumbling, ""We're going to die!"" over and over again as she released the cutest fucking sniffles while he did his best to stop fucking smiling.","Elle réussit à dire : ""Je démissionne !"" avant de se remettre à marmonner : ""On va mourir !», encore et encore, en lâchant un reniflement des plus mignons, tandis qu'il faisait de son mieux pour arrêter de sourire.","Ça suffit ! putain de gosse, putain de gosse, putain de gosse, putain de gosse, putain de gosse, putain de gosse, putain de gosse, putain de gosse, putain de gosse, putain de gosse, putain de gosse, putain de gosse, putain de gosse, putain de gosse, putain de gosse, putain de gosse, putain de gosse, putain de g"
"How would he tell her that he wanted to stay on the island, wanted to take a chance with her?","Comment allait-il lui dire qu'il voulait rester sur l'île, qu'il voulait tenter sa chance avec elle ?","Ça, comment lui dirait-il qu'il voulait rester sur l'île, qu'il voulait prendre le risque avec elle ?"
"John...I don't know what he's doing, but he is looking at me, and suddenly I feel exposed.","je ne sais pas ce qu'il fait, mais il me regarde, et soudain, je me sens exposé.","John... je ne sais pas quoi il fait, mais il me regarde, et soudain je me sens exposé."
"I also found the emails and letters from Hillshire Hotels to the fake account that Mr. Anderson set up, informing him of the hotel's dire situation.","J'ai également trouvé les e-mails et les lettres envoyés par les Hôtels Hillshire au faux compte créé par M. Anderson, l'informant de la situation désastreuse de l'hôtel.","Je suis aussi tombé sur les e-mails et les lettres des Hôtels Hillshire adressés au compte faux que M. Anderson avait créé, lui informant de la situation désastreuse du hôtel."
"We'd sometimes grab a bite to eat afterward.""",Nous allions parfois manger un morceau après.,Ça faisait parfois que nous prenions un petit-déjeuner après.
