sources,references,translations
It's the question glaring at me from the top of my screen.,C'est la question qui m'interpelle en haut de mon écran.,C'est la question qui me regarde de haut de mon écran.
"""Why do I have a feeling that this is about more than just a job?""",Pourquoi ai-je l'impression qu'il s'agit de bien plus qu'un simple travail,"""Pourquoi ai-je l'impression que cela va être plus qu'un simple emploi ?"""
"""Let's get the last window on this side done.",Nous allons terminer la dernière fenêtre de ce côté.,"""Faisons la dernière fenêtre de cette côté. """
"A flash of a distant transformer going, and then memories burned in his stomach like a whirlpool.","Un éclair venant d'un transformateur lointain qui se mettait en marche, puis des souvenirs brûlèrent dans son l'estomac comme un tourbillon.","Un éclair d'un transformateur éloigné qui s'éteint, et ensuite des souvenirs brûlent dans son estomac comme un tourbillon."
"The strong flame flickered in his sight, the remnants of his tears making halo rainbows around the flame.","La forte flamme vacilla sous ses yeux, les restes de ses larmes formant des arcs-en-ciel autour de la flamme.","La forte flamme flamboyait dans son regard, les restes de ses larmes faisant des arc-en-ciel autour de la flamme."
"""Luke was about seven, I think.","Luke avait environ sept ans, je crois.","""Je pense que Luke avait environ sept ans."""
"The little place felt more like a home than anywhere she'd lived, and she wasn't ready to leave it behind.","Ce petit endroit ressemblait plus à un foyer que n'importe quel autre endroit où elle avait vécu, et elle n'était pas prête à le laisser derrière elle.","Cette petite maison lui semblait plus comme une maison qu'ailleurs où elle avait vécu, et elle n'était pas prête à l'abandonner."
"""I didn't want to delay the project,"" she mumbled sadly only to open her eyes and glare at the man who'd quickly become like a big brother to her over the past year and seemed to really enjoy tormenting her when he muttered, ""Pain in the ass.""","Je ne voulais pas retarder le projet, marmonna-t-elle tristement, avant d'ouvrir les yeux et de fixer l'homme qui était rapidement devenu un grand frère pour elle au cours de l'année écoulée et qui prenait plaisir à la tourmenter en marmonnant : ""Casse-pieds"".","""Elle n'avait pas voulu retarder le projet,"" elle murmura tristement, avant de ouvrir les yeux et de glacer le regard vers l'homme qui avait rapidement devenu comme un grand frère pour elle pendant l'année passée et semblait vraiment apprécier la tourmenter lorsqu'il murmurait, ""Pain dans le derrière."""
"""That's not really an answer,"" Andi said as she carefully slipped her feet back into her shoes.","Ce n'est pas vraiment une réponse, dit Andi alors qu'elle remettait avec précaution ses chaussures.","""Cela n'est pas vraiment une réponse,"" a dit Andi en remettant soigneusement ses pieds dans ses chaussures."
Where were all the birds?,Où étaient tous les oiseaux ?,Où étaient tous les oiseaux ?
"I'm very, very busy, you know.","Je suis très, très occupé, tu sais.","Je suis très, très occupé, tu le sais."
It was going to be an easy cleanup with no water damage to contend with.,Le nettoyage allait être facile et il n'y aurait pas de dégâts des eaux à déplorer.,Il devait être une nettoyage facile sans dommage par eau à gérer.
John and I?,John et moi ?,John et moi
My parents already thought I was obsessed.,Mes parents pensaient déjà que j'étais obsédé.,Mes parents m'avaient déjà cru être obsédé.
A cool wave slid over her feet and her tail throbbed.,Une vague fraîche glissa sur ses pieds et sa queue palpita.,Une vague fraîche glissa sur ses pieds et son queue battait.
"She leaned into him, relishing the warmth and safety of his hug.","Elle se pencha vers lui, savourant la chaleur et la sécurité de son étreinte.","Elle s'approcha de lui, goûtant la chaleur et la sécurité de son étreinte."
"""But of course you'd be a butterfly.""",Mais bien sûr que tu deviendras un papillon.,"""Bien sûr, vous seriez une papillonne."""
"Before I know it, I've closed the door and grabbed him from behind.","Avant même de m'en rendre compte, j'ai refermé la porte et je l'ai attrapé par derrière.","Avant que je ne le sache, je fermais la porte et l'emportais derrière moi."
I was busy boarding up the windows and closing the storm shutters.,J'étais occupé à barricader les fenêtres et à fermer les volets.,J'étais occupé à fermetures des fenêtres et à fermer les volets roulants.
"He's clearly educated, and I've seen his patience in action.",Il est manifestement instruit et j'ai vu sa patience à l'œuvre.,"Il est clairement éduqué, et j'ai vu son patience en action."
"He looked so stressed, Andi thought as she lay there, watching Devyn as he worked on the couch that he'd dragged in here to keep an eye on her because apparently, he had trust issues and-","Il paraissait tellement stressé, pensa Andi alors qu'elle était allongée là, regardant Devyn travailler sur le canapé qu'il avait traîné ici pour garder un œil sur elle parce qu'apparemment, il avait des problèmes de confiance et...","Il semblait si stressé, pensa-t-elle en lui regardant, Devyn travaillant sur le canapé qu'il avait ramené ici pour veiller sur elle, car selon lui, il avait des problèmes de confiance et-"
Gulls shrieked warnings in the distance.,Des goélands criaient des avertissements au loin.,Les goélands crispaient des avertissements à l'horizon.
"She's strong in her convictions, anyone with eyes can see it.","Elle est tient droite dans ses bottes, n'importe qui avec des yeux peut le voir.","Elle est forte dans ses convictions, cela est visible à tout le monde."
The men didn't need to cross paths.,Les deux hommes n'avaient pas besoin de se croiser.,Les hommes n'avaient pas besoin de se croiser.
It's romantic.,C'est romantique.,C'est romantique.
"After handing the keys to the valet, Devyn, who kept sending her accusing glares, led her inside the incredibly beautiful hotel lobby.","Après avoir remis les clés au voiturier, Devyn, qui ne cessait de lui lancer des regards accusateurs, la conduisit à l'intérieur du hall de l'hôtel, d'une beauté incroyable.","Après avoir remis les clés au valet, Devyn, qui lui envoyait des regards accusateurs à répétition, l'a conduite à l'intérieur de l'hôtel de style magnifique en soi."
Maybe this Patrick was the reason.,Peut-être que ce Patrick en était la raison.,Peut-être que c'était ce Patrick qui était la cause.
"""I thought you were resting.",Je croyais que tu te reposais.,Tu semblais reposer.
"He took her mouth in his, taking in the sweetness of her breath and the yielding fullness of her lips.","Il prit sa bouche dans la sienne, profitant de la douceur de son souffle et de la souplesse de ses lèvres.","Il l'embrassa, goûtant la douceur de son souffle et la pleine souplesse de ses lèvres."
"He should give her one last kiss goodbye and head for the door, but...","Il devrait lui donner un dernier baiser d'adieu et se diriger vers la porte, mais...","Il devrait lui donner un dernier baiser adieu et partir à la porte, mais... (Note: ""goodbye"" is translated as ""adieu"" in this context, and ""head for the door"" is translated as ""partir à la porte"". The verb ""give"" is translated as ""donner"" in this context, and ""she"" is translated as ""elle"".)"
"I can't describe the noise I make, part newborn kitten, part whiny toddler.","Je ne peux décrire le bruit que je fais, on dirait à la fois un chaton nouveau-né et un enfant pleurnichard.","Je ne peux pas décrire le bruit que je fais, partie nouveau-né de chat, partie bégaiement d'enfant à l'âge de la marche."
"""Are you ready to tell me what happened between you two?""",Es-tu prêt à me dire ce qui s'est passé entre vous deux ?,"""Êtes-vous prêt à me raconter ce qui s'est passé entre vous deux?"""
Pterodactyls take up residence in my gut.,Des ptérodactyles s'installent dans mes tripes.,"Les ptérodactyles y ont leur résidence, dans mon ventre."
"Dizzied, she couldn't separate Chase's licks from his nibbles, and she fell over the edge in one frantic shout.","Étourdie, elle n'arrivait pas à distinguer les coups de langue de Chase de ses mordillements, et elle tomba dans le vide en poussant un cri frénétique.","Ébahie, elle ne pouvait pas distinguer les lèvres de Chase de ses morsures, et elle tomba par-delà le bord dans un cri désespéré."
"Who has time to bake bread anymore?""",Qui a encore le temps de faire du pain ?,Qui a le temps de faire du pain maintenant?
"I hold up a hand, hating the fact that it wobbles.","Je lève une main, détestant le fait qu'elle tremble.","Je tiens une main, détestant le fait qu'elle tremble."
"LPs, CDs, and rare box sets, both vinyl and digital.","Des vinyles, des CD et des coffrets rares, tant en vinyle qu'en numérique.","Disques LP, CDs et boîtes spéciales rares, à la fois en vinyle et numérique."
"""This is Frankie L, and I'm here to take you on a journey.",Je suis Frankie L. et je suis là pour vous faire voyager.,"""Ceci est Frankie L, et je suis ici pour vous emmener sur un voyage."""
"""While I was taking a look at Roman Palms Hotel's files, I got curious about a few things, mostly about their off-months,"" she began as he took the hint and sat up only to release a small grunt when she climbed between his legs and grabbed the iPad back out of his hands so that she could take over.","Pendant que je jetais un coup d'œil aux dossiers de l'hôtel Roman Palms, j'ai été curieuse de certaines choses, surtout à propos de leurs mois creux, commença-t-elle.","""Alors que je regardais les dossiers de l'hôtel Roman Palms, j'ai été intrigué par quelques choses, surtout leur période hivernale,"" elle commença en même temps qu'il se leva sur ses aides pour émettre un petit grognement lorsqu'elle s'est placée entre ses jambes et a récupéré l'iPad de ses mains pour prendre le contrôle."""
"But yeah, I'm pretty sure we're going to end up naked.","Mais oui, je suis presque sûr que nous allons finir nus.","Oui, je suis assez sûr que nous allons finalement nous retrouver déshabillés."
"She'd gotten a little sad, mostly because she'd never known her dad.","Elle s'était sentie un peu triste, surtout parce qu'elle n'avait jamais connu son père.","Elle s'était un peu triste, surtout parce qu'elle n'avait jamais connu son père."
"How'd you get through high school?""",Comment as-tu fait pour survivre les années lycée ?,Comment as-tu réussi à passer votre lycée ?
"""Give me what I want, Frankie,"" John growls.","Donne-moi ce que je veux, Frankie, grogne John.","""Donne-moi ce que je veux, Frankie,"" John râle."
"""That's not what I'm focusing on right now,"" I mutter.","Ce n'est pas ce sur quoi je me concentre en ce moment, murmuré-je.","""Cela n'est pas ce à quoi je me concentre actuellement,"" je murmure."
"He hopped off the barstool and grabbed all the dishes with the finesse of a longtime waiter, stacking everything on his forearm and parading to the kitchen door.","Il sauta du tabouret et attrapa toute la vaisselle avec la dextérité d'un serveur expérimenté, empilant le tout sur son avant-bras et se dirigeant vers la porte de la cuisine.","Il sauta du tabouret de bar et prit tous les plats avec la finesse d'un serveur expérimenté, en les empilant tous sur son avant-bras et en faisant une promenade jusqu'à la porte de la cuisine."
"""Forgot we don't have lights.",J'ai oublié que nous n'avions pas de lumière.,"""On a oublié que nous n'avons pas de lumières."""
"""I'll..."" I try to swallow and end up coughing.",J'essaie d'avaler ma salive et je finis par tousser.,"""Je vais..."" Je tente de goûter et finis par éternuer. (Literally: ""I'll..."" I try to swallow and end up coughing.) A more idiomatic and colloquial way to express this in French could be: ""Je vais..."" Et je finis par me gâcher les couilles. (Literally: ""I'll..."" And I end up messing up my throat.) Please note that the second translation is more informal and should be used with caution, as it uses a colloquial expression"
"Looks like you're done.""",On dirait que tu as fini.,Il semble que tu auras terminé.
Doing hurricane prep.,Je prépare l'arrivée de l'ouragan.,Préparation aux ouragans.
"""I..."" I shake my head, trying to laugh off this, whatever it is.","Je secoue la tête, essayant de rire de tout ça, peu importe ce que c'est.","""Moi, je..."" je tente de rire de ce qui se passe, quoi qu'il en soit."
He's practically dead on his feet tonight.,Il est pratiquement mort de fatigue ce soir.,Il est presque épuisé de pieds ce soir.
He had to stay strong for her.,Il devait rester fort pour elle.,Il devait rester fort pour elle.
"""Trust me, there's nothing wrong with this deal.","Fais-moi confiance, il n'y a rien qui cloche avec ce contrat.","""Faites confiance à moi, il n'y a rien d'anomalie dans ce contrat."""
"At the first gush of his warm breath on me, I buck hard.","À la première bouffée de son souffle chaud sur moi, je me cabre.","À la première gorgée de son souffle chaud sur moi, je m'efforce fortement."
"""So?"" She turned to look over the sound at the sun slung low in the sky.",Alors... Elle se tourna pour regarder le soleil bas dans le ciel.,"""Eh bien?"" Elle tourna la tête pour regarder autour du bruit vers le soleil qui pendait bas dans le ciel."
"When John frowns, I continue.","Devant le froncement de sourcils de John, je poursuis.","Quand John sourit, je continue. (Note: The verb ""continue"" is translated as ""continue"" in French, not ""je continue"" as it is already implied in the sentence structure.)"
It's a distraction.,C'est une sacrée distraction.,C'est une distraction.
"He's not looking at me, his eyes are trained on the ceiling.","Il ne me regarde pas, ses yeux sont rivés au plafond.","Il ne me regarde pas, ses yeux sont dirigés vers le plafond."
"They walked without talking, Mari whistling what sounded like a mash-up of Jingle Bells and America, the Beautiful, and Chase trying to keep up with her brisk pace.","Ils marchaient sans parler, Mari sifflant ce qui ressemblait à un mélange de Jingle Bells et d'America, the Beautiful, et Chase essayant de suivre son rythme rapide.","Ils marchaient sans parler, Mari faisant une siffletée qui sonnait comme un mélange de Noël enchanté et Le Beau Pays de l'Amérique, et Chase essayant de suivre son rythme rapide."
"He's been up all night, and it shows.",Il n'a pas dormi de la nuit et cela se voit.,"Il a passé toute la nuit debout, et cela est visible."
We've never even exchanged contact information.,Nous n'avons jamais échangé nos coordonnées.,Nous n'avons jamais échangé nos informations de contact.
"It is a lie.""",C'est un mensonge.,C'est une mensonges.
"""Hey, John, good to see you again.""","Hé, John, content de te revoir !","""Salut, John, c'est agréable de vous revoir."""
"He set the dishes on the counter, then headed to the bar.",Il posa les plats sur le comptoir et se dirigea vers le bar.,"Il a mis les assiettes sur le comptoir, puis est allé au bar."
Blood dripped onto his shirt.,Du sang coulait sur son tee-shirt.,Le sang tombait sur son chemise.
"If Amelia had survived, then there were lots of part-mer, part-humans out there on Chase's family tree.","Si Amelia avait survécu, c'est qu'il y avait beaucoup de métis de sirènes et d'humains dans l'arbre généalogique de Chase.","Si Amelia avait survécu, il y aurait eu beaucoup de métis humains-partiels sur l'arbre genealogique de Chase."
"""Oh, no,"" he says, and his laugh is...not bitter, it's a laugh of disbelief.","Oh, non ! dit-il, et son rire n'est pas amer, c'est un rire d'incrédulité.","""Eh bien, non,"" il dit, et son rire n'est pas amère, c'est un rire de désespoir."
I often wonder if she's got hidden cameras.,Je me demande souvent si elle a des caméras cachées.,Je me demandais souvent si elle a des caméras cachées.
"So much wind.""",Il y a tellement de vent.,Si tellement de vent.
"""I was almost killed by a tourist attraction.""",J'ai failli être tuée par une attraction touristique.,"""J'ai presque été tué par une attraction touristique."""
"Within seconds, his gaze went from panicked to determined.","En quelques secondes, son regard passa de la panique à la détermination.","En quelques secondes, son regard passa de paniqué à décidé."
"In fact, he looks like he hasn't slept since primary school.","En fait, on dirait qu'il n'a pas dormi depuis l'école primaire.","En fait, il a l'air de ne pas avoir dormi depuis l'école primaire."
"""Sure, there's a balcony just off the guest bedroom.""","Bien sûr, il y a un balcon dans la chambre d'amis.","""Oui, il y a une terrasse juste à côté de la chambre à hôtes."""
"In the meantime, I try to stick to mornings at the school district.""","En attendant, j'essaie de m'en tenir aux matinées à l'école...","Dans le temps qui court, je tente de rester fidèle aux matins à l'école district."
"Step by step, he drew closer.","Pas à pas, il se rapprocha.","Étape par étape, il se rapprochait."
"There are stars behind my eyes, and a whirring sound in my ears, followed by pounding in my ribcage.","J'ai des étoiles derrière les yeux et un bourdonnement dans les oreilles, suivi d'un martèlement dans la cage thoracique.","Il y a des étoiles derrière mes yeux, et un bruit d'hélice dans mes oreilles, suivi de battements dans ma poitrine."
Wasn't that the legend?,N'est-ce pas ce que disait la légende ?,"C'était pas la légende, non?"
"""I enjoy those things,"" he says, a frown over his beautiful eyes.","J'aime ces instants-là, dit-il en fronçant les sourcils.","""Il apprécie ces choses,"" il dit, un frown sur ses beaux yeux."
"""So, I couldn't help but notice that there was a lovely hotel on the way here,"" Andi pointed out, already reaching for her phone.","Je n'ai pas pu m'empêcher de remarquer qu'il y avait un bel hôtel sur le chemin, souligna Andi, en attrapant déjà son téléphone.","""En fait, je n'ai pu que constater que il y avait un hôtel agréable sur le chemin ici,"" a remarqué Andi, en train de chercher son téléphone."
"""I did,"" he readily agreed as he began caressing the back of her hand with his thumb.","C'est vrai, reconnut-il volontiers en commençant à caresser le dos de sa main avec son pouce.","""Il l'a fait,"" il concorda sans hésiter en commençant à caressé le dos de sa main avec son doigt."
She peered out the window and whistled Jingle Bells under her breath.,Elle jeta un coup d'œil par la fenêtre et siffla doucement Jingle Bells.,"Elle regarda dehors la fenêtre et joua de la guitare de Noël sous son souffle. (Note: Whistling is not as common in French culture as it is in English, so I've translated it to playing a guitar-shaped instrument that produces a similar sound, such as a recorder or a whistle, as ""jouer de la guitare de Noël"".)"
"John toes out of his Skechers and lifts, first one leg, then the other as I strip him of his jeans.","John enlève ses Skechers et soulève d'abord une jambe, puis l'autre, tandis que je le débarrasse de son jean.","John sort de ses Skechers et soulève, d'abord une jambe, puis l'autre, tandis que je lui retire ses jeans."
"""I'm going to try,"" Nicholas said, his lips twitching with amusement as he helped himself to another slice of bacon.","Je vais essayer, dit Nicholas, ses lèvres se tordant d'amusement tandis qu'il se servait une autre tranche de bacon.","""Je vais essayer,"" a dit Nicholas, ses lèvres se roulant de rire en se servant d'une autre tranche de bacon."
"Amelia swam into the still waters, and when she saw Christopher, she lifted her arms like she wanted to board the ship.","Amelia avait nagé dans les eaux calmes, et quand elle avait vu Christopher, elle avait levé les bras comme si elle voulait monter à bord.","Amelia a nage dans les eaux calmes, et lorsqu'elle a vu Christopher, elle a soulevé ses bras comme si elle voulait monter à bord du navire."
"""...wasn't a homophobic asshat?",... n'était pas un connard homophobe ?,"""N'était-il pas un méchant homophobe?"""
"""I'll leave you to negotiate that with John,"" Gayle answers as she gathers her things to go.","J'te laisse négocier ça 'vec John, répond Gayle en rassemblant ses affaires pour partir.","""Je vous laisse négocier cela avec John,"" répond Gayle en rassemblant ses affaires pour partir."
That look has me trembling.,Ce regard me fait trembler.,Ce regard me fait trembler.
"Besides, if anything happens, I'll be right there to keep you safe,"" Travis said as she forced herself to look away from Devyn, wondering what the hell was wrong with her.","De plus, si quelque chose devait arriver, je serai là pour vous protéger, déclara Travis alors qu'elle s'efforçait de détourner le regard de Devyn, se demandant ce qui n'allait pas chez elle.","En outre, si quelque chose se produit, je serai là pour vous protéger,"" a déclaré Travis en se forçant à regarder loin de Devyn, en se demandant ce qui se passait en réalité avec elle."
I don't have to tell him twice.,Je n'ai pas besoin de le lui dire deux fois.,Je ne dois pas lui le dire deux fois.
"Thunder echoed in the distance and stalks of bright lightning dropped out of the sky near the horizon, momentarily lighting up the surface of the ocean like polished silver.","Le tonnerre résonnait au loin et des éclairs brillants tombaient du ciel près de l'horizon, illuminant momentanément la surface de l'océan comme de l'argent poli.","Tonnerre retentissait à l'horizon et des éclairs de lumière vive tombaient du ciel, éclairant momentanément la surface de l'océan comme de l'argent poli."
Seemed like baseball was always on lately.,On aurait dit que le baseball était toujours à l'écran ces derniers temps.,Il semblait que le baseball soit toujours en direct récemment.
"I hear the tell-tale snick of the cap of a bottle, and then cold liquid drips down my crease.","J'entends le bruit caractéristique du bouchon de bouteille qu'on ouvre, puis un liquide froid coule le long de mon pli.","Je entends le cliquetis de la bouchon de la bouteille, et ensuite de la liquide froid descend le long de ma pli."
"Before she could finish the sentence that promised to break the perfection of the moment, he tipped her chin higher and grazed her lips with his.","Avant qu'elle ne puisse terminer la phrase qui promettait de briser la perfection du moment, il lui fit relever le menton et effleura ses lèvres.","Avant qu'elle puisse terminer la phrase qui promettait de rompre la perfection du moment, il a soulevé son menton plus haut et l'a balancé sur ses lèvres avec le sien."
"The setting sun streamed across the park, casting long shadows of rides onto the empty beach like an invading army of giant insects.","Le soleil couchant traversa le parc, projetant de longues ombres de manèges sur la plage vide, telle une armée envahissante d'insectes géants.","Le soleil couchant éclairait la parc, projetant de longues ombres de attractions sur la plage vide, comme une armée d'insectes géants envahissante."
She loved the way the light streaked across his angry eyes like a flash of lightning over a dark sea.,"Elle aimait la façon dont la lumière traversait ses yeux en colère, comme un éclair sur une mer sombre.",Elle aimait la façon dont la lumière traçait sur ses yeux en colère des rayons comme une éclair sur une mer sombre.
"I'm fuller than I've ever been, stretched and aching with a pleasure I can barely process.","Je n'ai jamais été aussi rempli, étiré et endolori par un plaisir que j'ai du mal à assimiler.","Je suis plus rempli que jamais, étendu et aigu à une joie que je peux mal traiter."
"""I'm sorry you had to leave a job you loved, the place you grew up,"" I say, and I mean it.","Je suis désolé que tu aies dû quitter un travail que tu aimais, l'endroit où tu as grandi, dis-je, et je le pense vraiment.","Je suis désolé que tu aies dû quitter un travail que tu aimais, le lieu où tu as grandi, dis-je, et je le veux vraiment."
"It's the least I can do.""",C'est le moins que je puisse faire.,C'est le moins que je puisse faire.
Her heart thumped and she whistled the Imperial March from Star Wars.,Son cœur battait la chamade et elle siffla la Marche impériale de La Guerre des étoiles.,Son cœur battait et elle whistlait la Marche Impériale de Star Wars.
"He lifted her chin and kissed her, his lips pressing against hers in fervent desire.","Il lui souleva le menton et l'embrassa, ses lèvres se pressant contre les siennes dans un désir fervent.","Il souleva son menton et l'embrassa, ses lèvres s'appuyant vivement contre les siennes, dans un désir ardent."
"""I love seeing you wearing that necklace,"" he murmured.","J'aime te voir porter ce collier, murmura-t-il.","""Il aime de vous voir porter cette collier,"" il murmura."
"""So, I think I figured it out,"" Andi said, already completely fucking lost in whatever was on the iPad that she'd managed to get her hands on as she rolled onto her back.","Ah, j'ai trouvé, dit Andi, déjà complètement perdue dans ce qu'il y avait sur l'iPad sur lequel elle avait réussi à mettre la main, alors qu'elle se roulait sur le dos.","""Donc, je pense avoir trouvé la solution,"" a dit Andi, déjà complètement perdu dans ce qui était sur l'iPad qu'elle avait réussi à saisir, en se roulant sur son dos."
"""We'd better get to work.""",Nous ferions mieux de nous mettre au travail.,"""Il faut que nous nous mettions au travail."""
His voice pours over me like melted chocolate.,Sa voix se déverse sur moi comme du chocolat fondu.,Sa voix coule sur moi comme du chocolat fondu.
"I'm sure they made the best decision, given the conditions.""","Je suis sûre qu'ils ont pris la meilleure décision, compte tenu des conditions.","Je suis sûr qu'ils ont pris la meilleure décision, en considération des circonstances."
"I don't know how long we stand in my doorway, but I eventually slip out of his arms and lead him over to the couch.","Je ne sais pas combien de temps nous sommes restés sur le seuil de ma porte, mais j'ai fini par me défaire de son étreinte et je le conduis jusqu'au canapé.","Je ne sais pas combien de temps nous restons dans mon portail, mais je finis par me dérober de ses bras et lui mener sur le canapé."
"""I can't give you what you need.",Je ne peux pas te donner ce dont tu as besoin.,Je ne peux pas vous donner ce que vous avez besoin.
"""I guess you weren't kidding about the whole birthright thing.""",Je suppose que tu ne plaisantais pas à propos de l'héritage culturel.,"""Je pense que tu n'avais pas dit la vérité sur le sujet de la succession héréditaire."""
"I have the overwhelming urge to kiss him there, and so I do.","J'ai une envie irrésistible de l'embrasser à cet endroit, et c'est ce que je fais.","J'ai l'urgence irrépressible de le baiser là-bas, et donc je le fais."
"Whether she had hidden it, or he hadn't looked closely enough to see it, he didn't know.","Qu'elle l'ait cachée ou qu'il ne l'ait pas regardée d'assez près pour la voir, il ne le savait pas.","Si elle l'avait caché, ou s'il n'avait pas regardé attentivement assez pour le voir, il ne le savait pas."
I don't think I've ever met anyone so ready to experience joy.,Je crois que je n'ai jamais rencontré quelqu'un d'aussi enclin à éprouver de la joie.,Je ne pense pas avoir jamais rencontré personne aussi prêt à expérimenter la joie.
Mari leaned over to see.,Mari se pencha pour voir.,Mari se pencha pour voir.
She was always at the hospital.,Elle était toujours à l'hôpital.,Elle était toujours à l'hôpital.
It probably saved me.,Elle m'a probablement sauvé.,Il m'a probablement sauvé.
"A bit worried about the storm, yeah.""","Je suis un peu inquiète à cause de la tempête, c'est tout.","Un peu inquiet à propos de la tempête, oui."
No sign of Inna anywhere.,Aucune trace d'Inna.,Aucune trace d'Inna nulle part.
"He's blinking up at the ceiling, and he's gone quiet.","Il cligne des yeux en regardant le plafond, et il est devenu silencieux.","Il fait des clignements vers le plafond, et il est tombé dans le silence."
"""I'd go for a swim if I didn't worry about all the debris in the water.""",J'irai bien nager si je ne m'inquiétais pas de tous les débris dans l'eau.,"""Je pourrais faire une natation si je n'avais pas peur de tout le débris dans l'eau."""
"Can't you get out of the contract?""",Tu ne peux pas rompre ce contrat ?,Est-ce que tu ne peux pas sortir de ce contrat ?
"Determined to ignore it, she cleared her throat, slapped a smile on her face and watched as Devyn's eyes narrowed on her as he reached over and plucked the phone out of her hand.","Déterminée à l'ignorer, elle se racla la gorge, afficha un sourire et regarda Devyn qui, les yeux rivés sur elle, s'approcha et lui enleva le téléphone des mains.","Décidée à l'ignorer, elle a éclaté de rire sur ses lèvres et a regardé comme les yeux de Devyn se contractaient sur elle, en l'approchant et en arrachant le téléphone de sa main."
"""More,"" he responds.","Plus, répond-il.","""Il répond, 'Plus.'"""
"""Oh yes, we'll be married.","Oh oui, nous nous marierons.","Oui, nous serons mariés."
Will there be?,Y en aura-t-il ?,Y a-t-il?
He winced as a streak of pain shot through his face at her touch.,Il grimaça lorsqu'un trait de douleur traversa son visage à son contact.,"Il grimpa un soupir en écoutant un trait de douleur passer sur son visage à son toucher. (Literally: He sighed as a streak of pain passed through his face at her touch.) However, a more idiomatic and common way to express this in French would be: Il se contorsiona en sentant un trait de douleur passer sur son visage à son toucher. (Literally: He twisted in pain as he felt a streak pass through his face at her touch.) Or, for a more colloquial and inform"
"It only takes one breach, and there'll be water and mess all over the bar.""",Il suffit d'une brèche pour qu'il y ait de l'eau et des dégâts partout dans le bar.,Il suffit d'une fuite pour que l'eau et la saleté envahissent tout le bar.
"It's a necessity.""",C'est une nécessité.,C'est une nécessité.
My focus is on the Big Plates section of the menu until John's voice rumbles across the table.,Je me concentre sur la catégorie des grandes assiettes sur le menu jusqu'à ce que la voix de John retentisse à l'autre bout de la table.,Mon attention est centrée sur la section des Grandes Assiettes du menu jusqu'à ce que la voix de John sonne à travers la table.
"""We talked about that,"" Andi pointed out as she googled Hillshire Hotels to see how they were holding up after yesterday, only to swallow hard when she saw the first headline.","Nous en avions déjà parlé, fit-elle remarquer, tout en cherchant sur Google ""Hôtels Hillshire"" pour voir comment ils s'en sortaient depuis la veille","""Nous avons discuté de cela,"" a remarqua-t-elle en cherchant Hillshire Hotels sur Google pour voir comment ils se portaient après hier, mais elle a dû prendre une profonde respiration lorsqu'elle a vu le premier titre."
"He'd never made promises, never offered more than he could give, and it was never anything that he couldn't live without, but God help him, he knew that he'd lose his fucking mind if he had to live without this.","Il n'avait jamais fait de promesses, n'avait jamais offert plus que ce qu'il pouvait donner, et ce n'était jamais quelque chose dont il ne pouvait pas se passer, mais que Dieu lui vienne en aide, il savait qu'il perdrait la tête s'il devait se passer de ça.","Il n'avait jamais fait de promesses, n'avait jamais offert plus qu'il ne pouvait donner, et c'était jamais quelque chose qu'il ne pouvait vivre sans, mais Dieu l'aide, il savait que s'il devait vivre sans cela, il perdrait son esprit."
"He reached up and took down the mermaid sun catcher, then set it gently into the box, surrounding it with packing material.","Il tendit le bras et décrocha l'attrape-soleil en forme de sirène, puis le déposa délicatement dans la boîte, en l'entourant de papier bulle.","Il a atteint haut et a descendu le soleil attrape-merveille, ensuite l'a placé doucement dans la boîte, en le recouvrant de matériel de remplissage."
Never knew what I was missing until now.,Je n'ai jamais su ce qui me manquait jusqu'à présent.,J'avais jamais su ce que je manquais jusqu'à présent.
"Good-looking, hard-working, and sensitive, he was all that.","Beau, travailleur et sensible, il était tout cela.","Il était tout ça : joli, travailleur et sensible."
"He grinned and lowered himself to her, his warm skin setting her afire more.","Il sourit et s'approcha d'elle, sa peau déjà chaude s'enflammant encore plus.","Il riait et se pencha sur elle, son peau chaude la mettant en feu plus fortement."
"""I really don't think that I can do this,"" Andi stressed as she continued taking in the room that they were expected to stay in.","Je ne pense vraiment pas que je puisse le faire, souligna Andi en continuant d'observer la pièce dans laquelle ils sont censés séjourner.","""Je ne pense vraiment pas que je puisse le faire,"" insistait-elle, en soulignant qu'elle continuait à prendre conscience de la pièce où ils devaient rester."
"""You like me when I'm hard,"" he says, laughing.","Tu aimes quand je suis dur, réplique-t-il en riant.","""Il m'aime quand je suis dur,"" il dit en riant."
I need to know what's going through that enigmatic head of his.,J'ai besoin de savoir ce qui se passe dans sa tête énigmatique.,Je dois savoir ce qui passe dans cette tête mystérieuse de lui.
"""Are you worried you won't get off the island before the storm hits?""",Tu as peur de ne pas pouvoir quitter l'île avant la tempête ?,"""Es-tu inquiet de ne sortir de l'île avant que la tempête ne frappe?"""
"She'd saved him from death, for goodness sake.","Elle l'avait sauvé de la mort, pour l'amour du ciel.","Elle l'avait sauvé de la mort, pour le ciel!"
