sources,references,translations
"It also didn't hurt that she was always early, worked hard, never bitched or complained when he asked her to do something, didn't bother kissing his ass, and, of course, he hadn't found her curled up in the fetal position underneath her desk yet.","À ça, il fallait rajouter qu'elle arrivait toujours tôt, travaillait dur, ne se plaignait jamais quand il lui demandait de faire quelque chose, elle ne lui léchait pas les bottes, et bien sûr, il ne l'avait pas trouvé en position fœtale sous son bureau pour l'instant.","Et puis ça ne gâchait rien qu’elle soit toujours à l’heure, qu’elle bosse comme une folle, qu’elle ne râle jamais ni ne geigne quand il lui demande un truc, qu’elle ne lui lèche pas les bottes et, bien sûr, qu’il ne l’ait pas encore trouvée recroquevillée en position fœtale sous son bureau."
"Still don't, but it's thick and silky as the pads of my fingers slide along the waves.","Je ne le sais toujours pas, mais ils sont épais et soyeux lorsque la pulpe de mes doigts glisse dans ses cheveux ondulés.","Toujours pas, mais c'est épais et soyeux sous mes doigts qui glissent sur les vagues."
"He'd offered to put this deal on hold until after she had the twins, but she'd been determined to see this thing through to the end and-","Il lui avait proposé de mettre cette affaire en suspens jusqu'à ce qu'elle ait accouché des jumeaux, mais elle était déterminée à aller jusqu'au bout et...","Il avait proposé de mettre cette affaire en suspens jusqu'à ce qu'elle ait ses jumeaux, mais elle avait été déterminée à mener cette histoire jusqu'au bout et—"
"Silence stretches on between us, and I feel vindicated.",Le silence s'étire entre nous et je me sens validé.,"Un silence s’installe entre nous, et je me sens justifié."
"""Chase will be back soon.",Chase sera bientôt de retour.,"""Chase va revenir bientôt."""
The bar was covered with lit candles and Mari was whistling some unknown song and twirling around.,Le bar était couvert de bougies allumées et Mari sifflait une chanson inconnue en tournant sur elle-même.,Le comptoir était couvert de bougies allumées et Mari sifflotait un air inconnu en tournoyant.
"""Yes, when he left her, she was carrying his child.""","Oui, quand il l'a quittée, elle portait son enfant.","Oui, quand il l'a quittée, elle portait son enfant."
"It probably wouldn't have been so bad if she'd been allowed to focus on one thing at a time, but apparently, that wasn't an option.","Elle s'en serait probablement sortie s'il lui avait permis de se concentrer sur une seule tâche à la fois, mais apparemment, c'était impossible.","Ça n’aurait probablement pas été si terrible si on lui avait permis de se concentrer sur une chose à la fois, mais visiblement, ce n’était pas une option."
It wasn't too late.,Il n'était pas trop tard.,Il n'était pas trop tard.
That should be enough water.,Il devrait y avoir assez d'eau.,Cela devrait suffire comme eau.
"""I...it's just so wrong not having you with me,"" he groans.","Je... ça fait tellement mal de ne pas t'avoir avec moi, gémit-il.","*« Moi... c’est juste tellement injuste de ne pas t’avoir à mes côtés », gémit-il.*"
"""Let me get you a towel,"" he said in his forced calm and hopefully nice voice.","Je vais te chercher une serviette, dit-il de sa voix calme et, espérait-il, agréable.","*« Laisse-moi te chercher une serviette », dit-il d’une voix qu’il voulait calme et, espérait-il, gentille.*"
"""I know, I'm too awesome to be single forever.""","Je sais, je suis trop génial pour rester célibataire toute ma vie.","Je sais, je suis trop génial pour rester célibataire toute ma vie."
Clearly his body and mind weren't on the same page.,"Manifestement, son corps et son esprit n'étaient pas sur la même longueur d'onde.","Clairement, son corps et son esprit n'étaient pas en phase."
"If Chase left, she'd have to marry Inna, or run away and live in a hidden cove somewhere her tribe couldn't find her.","Si Chase partait, elle devrait épouser Inna, ou s'enfuir et vivre dans une crique cachée, quelque part où sa famille ne pourrait pas la trouver.","Si Chase partait, elle devrait épouser Inna, ou s’enfuir pour vivre dans une crique cachée où sa tribu ne pourrait pas la retrouver."
Twitter: @kerryadrienne,Twitter : @kerryadrienne,Twitter : @kerryadrienne
"When she'd come to shore, she'd left behind everything she'd ever known to make it on her own and sometimes the weight of that choice caused her a pang of indecision.","Lorsqu'elle était arrivée sur la terre ferme, elle avait laissé derrière elle tout ce qu'elle avait connu pour se débrouiller seule et, parfois, le poids de ce choix lui causait un sentiment de doute.","Quand elle arrivait à terre, elle avait tout laissé derrière elle, tout ce qu’elle avait jamais connu, pour se débrouiller seule, et parfois le poids de ce choix lui causait une pointe de doute."
"I know this fun house.""",Je connais ce palais du rire.,Je connais cette maison de fous.
Andi Dawson.,Andi Dawson,Andi Dawson.
"Too many to count, and yet not enough to satisfy.","Trop pour les compter, et pourtant pas assez pour les satisfaire.","Trop pour les compter, et pourtant pas assez pour assouvir."
And arranged marriages aren't always a bad thing.,Et les mariages arrangés ne sont pas toujours une mauvaise chose.,Et les mariages arrangés ne sont pas toujours une mauvaise chose.
"When she came out of the bathroom, she scanned the empty bar.","En sortant de la salle de bains, elle balaya du regard le bar vide.","En sortant des toilettes, elle balaya le bar désert du regard."
"Since he'd been standing at the railing, clouds had filled most of the sky over the ocean and crept toward the shore.","Depuis qu'il se tenait à la balustrade, les nuages avaient envahi la majeure partie du ciel au-dessus de l'océan et s'étaient rapprochés du rivage.","Puisqu'il se tenait à la rambarde, les nuages avaient envahi la plus grande partie du ciel au-dessus de l'océan et gagnaient peu à peu vers la côte."
"She peeked to see what he was doing, and he held his hands up and wiggled his fingers.","Elle jeta un coup d'œil pour voir ce qu'il faisait, et il leva les mains et remua les doigts.","Elle jeta un coup d'œil pour voir ce qu'il faisait, et il leva les mains en agitant les doigts."
"I moan, and suck, and lick, and nibble, and give John Burton's cock every bit of pleasure I can dream up.","Je gémis, je suce, je lèche, je mordille et je donne à la queue de John Burton tout le plaisir que je peux imaginer.","Je gémis, et suce, et lèche, et mordille, et offre à la queue de John Burton chaque once de plaisir que je peux imaginer."
"""Come on, Chase, it'll be a nice break from being cooped up in here.""","Viens, Chase, ce sera une bonne pause après avoir été enfermés ici.","Allez, Chase, ça nous fera une bonne pause, loin d’être enfermés ici."
"My patience with you is...gone.""",Ma patience en ce qui te concerne est... épuisée.,Ma patience envers toi est... évanouie.
The merpeople were incensed at Amelia's departure and hunted down the ship.,Les habitants des mers étaient furieux du départ d'Amelia et avaient pris le bateau en chasse.,"Les tritons, ulcérés par le départ d’Amélia, traquèrent le navire sans relâche."
"God, he wasn't ready for it to end yet.","Bon sang, il n'était pas encore prêt à ce que ça se termine.","Putain, il était pas prêt pour que ça se termine."
"Right now, family isn't one of the positives.""","En ce moment, ma famille ne fait pas partie des choses positives.","En ce moment, la famille ne fait pas partie des points positifs."
"""My shop will be a complete loss.",Mon magasin est totalement foutu.,Ma boutique sera une perte totale.
"""I wasn't planning on going,"" Devyn said, knowing better than to waste any time on bullshit, not when he only had four months to clean this mess.","Je n'avais pas prévu d'y aller, dit Devyn qui avait mieux à faire que de perdre son temps dans ces bêtises alors qu'il n'avait que quatre mois pour tout arranger.","*« Je ne comptais pas y aller », déclara Devyn, trop malin pour perdre son temps en conneries, surtout qu’il n’avait plus que quatre mois pour nettoyer ce merdier.*"
"A small, tight eye meant a strong, well-organized storm.",Un oeil de cyclone de petite taille était synonyme d'une tempête forte et rigoureuse.,Un petit œil serré annonçait une tempête puissante et bien organisée.
This has been a sore spot for us ever since the beginning.,"Depuis le début, c'est un point sensible entre nous.",Cela a toujours été un point sensible pour nous depuis le début.
What kind of relationship would that be?,Quel genre de relation cela serait-il ?,Quelle sorte de relation ce serait ?
"Right now, I watch John float back to earth.","Pour l'instant, je regarde John revenir sur terre.","En ce moment, je regarde John flotter pour revenir sur Terre."
Desperately.,Désespérément.,Désespérément.
"I prefer to remain anonymous online.""",Je préfère rester anonyme en ligne.,Je préfère rester anonyme en ligne.
"Overbearing, sometimes.","Trop autoritaire, parfois.","Étouffant, parfois."
"You've mentioned it a few times.""",Tu l'as mentionné plusieurs fois.,Tu en as parlé quelques fois.
"John looks over my head, and the scent of falafel fills my nose as the waiter reaches around me and sets our lunch orders on the table.",John regarde par-dessus ma tête et l'odeur des falafels m'emplit le nez lorsque le serveur me contourne et dépose nos commandes sur la table.,"Jean regarde par-dessus ma tête, et l'odeur du falafel emplit mes narines tandis que le serveur se penche devant moi pour poser nos plats sur la table."
Plenty of stuff in the kitchen.,Il y a plein de choses dans la cuisine.,Beaucoup de trucs dans la cuisine.
She had to make sure that wouldn't happen.,Elle devait s'assurer que cela n'arriverait pas.,Il fallait qu'elle s'assure que cela n'arrive pas.
"At first, he thought it was some kind of sick joke played on him when he was drunk, and he'd tried to scrub it off, thinking it might be ink pen.","Au début, il avait cru qu'il s'agissait d'une mauvaise blague qu'on lui avait faite lorsqu'il était ivre, et il avait essayé de l'effacer en pensant qu'il s'agissait peut-être d'encre de stylo.","Au début, il avait cru à une blague malsaine qu’on lui aurait faite alors qu’il était ivre, et il avait tenté de frotter pour l’effacer, pensant que c’était peut-être de l’encre."
"He really got into the Artic Monkeys.""",Il a vraiment aimé les Arctic Monkeys.,Il est vraiment devenu fan des Arctic Monkeys.
"She wanted to memorize his every move, capture every touch and preserve the moments when they came together as one.","Elle voulait mémoriser chacun de ses mouvements, capturer chaque contact et immortaliser les moments où ils ne faisaient qu'un.","Elle voulait graver chacun de ses gestes, saisir chaque effleurement et préserver ces instants où leurs corps ne faisaient plus qu’un."
He couldn't let her get him more upset.,Il ne pouvait pas la laisser l'énerver davantage.,Il ne pouvait pas la laisser le mettre encore plus en colère.
"""I'm not ready yet,"" she said.","Je ne suis pas encore prête, dit-elle.","*« Je ne suis pas encore prête », dit-elle.*"
"Not really caring how it got there, Andi grabbed her bag and-","Sans se soucier de la façon dont il était arrivé là, Andi l'attrapa et...","Sans vraiment se soucier de la façon dont il était arrivé là, Andi attrapa son sac et—"
"I've only turned on two of the lamps in my living room, and the walls merely glow softly around us.","Je n'ai allumé que deux des lampes de mon salon, et les murs se contentent de diffuser une douce lueur autour de nous.","Je n’ai allumé que deux lampes dans mon salon, et les murs ne font que luire doucement autour de nous."
I'm only half-serious.,Je ne suis qu'à moitié sérieux.,Je ne suis qu'à moitié sérieux.
"She scampered after him, her flip-flops squeaking on the floor as she tried to run through the mirrored maze without tripping or falling or knocking over mirrors.","Elle lui emboita le pas, ses tongs crissant sur le sol alors qu'elle essayait de courir à travers le labyrinthe de miroirs sans trébucher, tomber ou renverser les miroirs.","Elle se précipita à sa poursuite, ses tongs couinant sur le sol tandis qu'elle tentait de traverser le labyrinthe de miroirs sans trébucher, sans tomber, sans renverser les glaces."
"""Music speaks to me,"" I find myself saying.","La musique me parle, me trouvé-je à dire.","*« La musique me parle »*, me surprends-je à dire."
Nicki takes a sudden interest in the papers on her desk.,Nicki s'intéresse soudain aux papiers posés sur son bureau.,Nicki s'intéresse soudainement aux papiers sur son bureau.
"""That's better, now drink this.""","C'est mieux, maintenant bois ça.","""C'est mieux, maintenant bois ça."""
"""I don't think I've heard it,"" John admits.","Je ne pense pas l'avoir entendu, admet John.","« Je ne crois pas l'avoir entendu », admet John."
"So far, the only thing that they knew was that whoever was behind it had access, which meant that every member of the board and several high-ranking executives at the company was a suspect.","Jusqu'à présent, la seule chose qu'ils savaient, c'était que la personne qui était derrière tout ça avait un accès à la gestion des Hôtels Carta, ce qui signifiait que tous les membres du conseil d'administration et plusieurs cadres supérieurs de l'entreprise étaient suspects.","Jusqu'à présent, la seule chose qu'ils savaient, c'était que celui ou celle qui se cachait derrière tout ça avait un accès, ce qui signifiait que chaque membre du conseil et plusieurs cadres supérieurs de l'entreprise étaient des suspects."
"""I don't know,"" he yelled.","Je ne sais pas, cria-t-il.",*« Je ne sais pas ! » hurla-t-il.*
Chapter 19,Chapitre 19,Chapitre 19
But she knew what she didn't want.,"Mais, elle savait ce dont elle ne voulait pas.",Mais elle savait ce qu'elle ne voulait pas.
"I'll tell you about the painting later.""",Je te parlerai du tableau plus tard.,Je te parlerai du tableau plus tard.
"There's nothing here for you anymore.""",Il n'y a plus rien ici pour toi.,Il n'y a plus rien pour toi ici.
"""Nothing changed, except maybe my ability to deny the truth.","Rien n'a changé, sauf peut-être ma capacité à nier la vérité.","Rien n'a changé, sauf peut-être ma capacité à nier la vérité."
"The water, cool for September, pushed and pulled at her until she was over waist deep.","L'eau, fraîche pour un mois de septembre, la poussait et la tirait jusqu'à ce qu'elle ait dépassé sa taille.","L’eau, fraîche pour un mois de septembre, la bousculait et la tirait jusqu’à ce qu’elle ait de l’eau au-dessus de la taille."
"The moon is nearly full, waxing or waning I don't know, but it's bright.","La lune est presque pleine, je ne sais pas si elle est croissante ou décroissante, mais elle est brillante.","La lune est presque pleine, montante ou descendante je ne sais, mais elle est brillante."
"When the wet heat of John's mouth surrounds me for the first time, I know that I'm going to embarrass myself.","Lorsque la chaleur humide de la bouche de John m'entoure pour la première fois, je sais que je vais me ridiculiser.","Quand la chaleur humide de la bouche de John m'enveloppe pour la première fois, je sais que je vais me ridiculiser."
"He must have figured out where we went.""",Il a dû comprendre où on était allés.,Il a dû comprendre où nous sommes allés.
"""I promise I won't let anything happen to you.""",Je te promets que je ne laisserai rien t'arriver.,Je te promets qu'il ne t'arrivera rien.
And I'm a little tongue-tied when he leans down and leaves a soft kiss on my cheek before he sits in the chair across from me.,Et je reste muet lorsqu'il se penche et dépose un doux baiser sur ma joue avant de s'asseoir sur la chaise en face de moi.,Et je me sens un peu intimidée quand il se penche pour déposer un doux baiser sur ma joue avant de s'asseoir sur la chaise en face de moi.
He'd be on a boat. On the water.,Il serait sur un bateau.,Il serait sur un bateau. Sur l’eau.
"""I'll see you before I leave tomorrow.""","On se verra demain, avant mon départ.",Je te verrai avant de partir demain.
"His other arm boasted some type of navy diver tattoo, faded and smudged.","Son autre bras arborait une sorte de tatouage de plongeur de la Marine, délavé et abîmé.","Son autre bras arborait un tatouage de plongeur de marine, délavé et estompé."
"""We have more important things to discuss,"" Devyn said with a pointed look at the files in his hands as he placed them on the coffee table.","Nous avons des choses plus importantes à discuter, déclara Devyn avec un regard appuyé sur les dossiers entre ses mains alors qu'il les posait sur la table basse.","*« Nous avons des choses bien plus importantes à discuter », déclara Devyn en jetant un regard appuyé vers les dossiers qu’il posait sur la table basse.*"
"We can clean tomorrow.""",Nous pourrons nettoyer demain.,On peut nettoyer demain.
Old-time pirates scared her.,Les pirates d'antan lui faisaient peur.,Les vieux pirates lui faisaient peur.
"Maybe this wouldn't be so bad, Andi tried telling herself as she glanced back at the door to find Uncle Shawn standing there, shooting her a wink and a reassuring smile that was supposed to make this better.","Peut-être que ça ne sera pas si mal, se dit Andi alors qu'elle jetait un œil à l'embrasure de la porte où se tenait Oncle Shawn, lui lançant un clin d'œil et un sourire rassurant censés rendre les choses plus agréables.","*Peut-être que ce ne serait pas si terrible après tout*, essaya de se convaincre Andi en jetant un regard vers la porte, où l’oncle Shawn se tenait, lui adressant un clin d’œil et un sourire rassurant *qui aurait dû tout arranger*."
"I stare up at John's sad, popcorn ceiling until I drift off into an exhausted, dreamless sleep.",Je fixe le triste plafond en crépi de John jusqu'à ce que je sombre dans un sommeil épuisant et sans rêve.,"Je fixe le plafond triste et grêlé de John jusqu'à ce que je sombre, épuisé, dans un sommeil sans rêve."
"Before I realize what I've done, my hands are on his shoulders.","Avant que je ne réalise ce que j'ai fait, mes mains sont sur ses épaules.","Avant que je ne réalise ce que j’ai fait, mes mains sont déjà sur ses épaules."
"""Yeah, maybe, but the whole arranged marriage thing sounds a little crazy.","Oui, peut-être, mais cette histoire de mariage arrangé me semble un peu folle.","Ouai, peut-être, mais ce truc de mariage arrangé, ça sonne un peu taré."
If he knew her fantasies.,Si seulement il connaissait ses fantasmes.,S'il connaissait ses fantasmes.
"She keeps every door open, as if inviting partygoers to slip away and indulge in whatever they might fancy.","Elle laisse toutes les portes ouvertes, comme si elle invitait les fêtards à s'éclipser et à se laisser aller à leurs envies.","Elle laisse toutes les portes ouvertes, comme pour inviter les fêtes à s’éclipser et s’adonner à leurs fantaisies."
"""Did you come out before you moved here or after?""",As-tu fait ton coming out avant d'emménager ici ou après ?,"""Tu es sorti du placard avant de déménager ici ou après ?"""
"When I run a slick fingertip around his hole, he loses the battle, surging up and into the back of my throat.","Lorsque je passe le bout d'un doigt luisant sur le pourtour de son anus, il perd la bataille, s'arc-boutant  et s'enfonçant au fond de ma gorge.","Quand je fais glisser un doigt humide autour de son trou, il perd le combat, se cambrant jusqu'au fond de ma gorge."
"""Remember, this is a story.",N'oublie pas que c'est une histoire.,"Souviens-toi, ce n'est qu'une histoire."
As far-fetched as the story the merfolk told?,Était-elle aussi farfelue que l'histoire racontée par le peuple des mers ?,Aussi invraisemblable que l'histoire que les sirènes ont racontée ?
"""And no rule says we have to meet up for lunch.""",Et aucune règle ne dit que nous devons nous retrouver pour déjeuner.,Et aucune règle ne dit qu’on est obligés de se voir pour déjeuner.
"""I know it's a tattoo, silly mermaid.","Je sais que c'est un tatouage, stupide sirène.","Je sais que c'est un tatouage, petite sirène sotte."
"And had given me the sweetest, softest kiss.",Et il m'avait donné le plus doux des baisers.,"Et m'avait donné le plus doux, le plus tendre des baisers."
"Relieved that this was finally over, Devyn reached for his pen and-","Soulagé d'en finir, Devyn saisit son stylo et...","Soulagé que ce soit enfin terminé, Devyn tendit la main vers son stylo et—"
"For the most part, the scene is still.","La plupart du temps, la scène est immobile.","Pour la plupart, la scène est immobile."
He rubbed his arms to silence the tingling she'd caused.,Il se frotta les bras pour faire taire les picotements qu'elle avait provoqués.,Il se frotta les bras pour faire taire les picotements qu'elle avait provoqués.
"When she hesitated, he looked up and met her gaze as he said, ""Please,"" and found herself lying down as she noted the pained expression in his beautiful eyes.","Lorsqu'elle hésita, il leva les yeux et croisa son regard en disant : ""S'il te plaît"", et elle se retrouva allongée en remarquant l'expression de douleur dans ses beaux yeux.","Lorsqu'elle hésita, il leva les yeux et croisa son regard en disant : *« S’il te plaît »*, et elle se retrouva allongée, remarquant l’expression douloureuse dans ses beaux yeux."
"I'm nearing six feet, but John Burton's got a good five inches on me, at least.","J'approche le mètre quatre-vingt-dix, mais John Burton fait au moins cinq centimètres de plus que moi.","Je frôle les un mètre quatre-vingts, mais John Burton me dépasse d’au moins une bonne douzaine de centimètres."
"""Let's enjoy this evening together, okay?","Profitons de cette soirée ensemble, d'accord ?","Profite bien de cette soirée avec moi, d'accord ?"
"As long as it's been, I'm still sad when I think about him.","Malgré tout le temps passé, je suis toujours triste quand je pense à lui.","Même après tout ce temps, ça me rend toujours triste quand je pense à lui."
As if she didn't already have enough problems.,Comme si elle n'avait pas déjà assez de problèmes.,Comme si elle n’avait pas déjà assez de problèmes.
"I sit up, feeling like I've been hit by a cement lorry.","Je me redresse, avec l'impression d'avoir été renversé par un camion benne.","Je me redresse, avec l'impression d'avoir été percuté par un camion-benne."
"""You owe me more of an explanation.""",Tu me dois plus d'explications.,Tu me dois une explication plus détaillée.
"It's slow and sweet and almost makes me miss my next cue, but I wouldn't have stopped the kiss if he hadn't pulled away.","C'est lent et doux, me faisant presque rater la chanson suivante à préparer, mais je n'aurai pas arrêté le baiser s'il ne s'était pas éloigné.","C'est lent et doux, au point que j'en oublie presque ma prochaine réplique, mais je ne l’aurais pas interrompu, ce baiser, s’il ne s’était pas écarté."
"""Make no mistake, if you run, I will chase you.","Ne te méprends pas, si tu t'enfuis, je te poursuivrai.","Ne vous y trompez pas, si vous fuyez, je vous poursuivrai."
He grabbed her hand and half dragged her as he took off running.,Il lui prit la main et la traîna à moitié pendant qu'il se mettait à courir.,Il lui saisit la main et la traîna presque en se mettant à courir.
"For most of her life, she'd felt lost, but when she was in Devyn's arms, she felt like she was exactly where she was supposed to be and that scared her.","Pendant la majeure partie de sa vie, elle s'était sentie perdue, mais lorsqu'elle était dans les bras de Devyn, elle avait l'impression d'être exactement là où elle devait être et ça l'effrayait.","Pendant la majeure partie de sa vie, elle s'était sentie perdue, mais quand elle était dans les bras de Devyn, elle avait l'impression d'être exactement là où elle devait être, et ça la terrifiait."
"""John,"" I say after I set up the first block of songs for the night.",dis-je après avoir lancé le premier bloc de chansons de la soirée.,"« John, » que je dis après avoir programmé le premier bloc de morceaux pour la soirée."
"Like, when his parents announced they were getting divorced.",Comme lorsque ses parents ont annoncé qu'ils divorçaient.,"Genre, quand ses parents ont annoncé qu'ils divorcaient."
I set the paper aside and look at the bottle of lube.,Je mets le papier de côté et regarde la bouteille de lubrifiant.,Je pose le papier de côté et regarde le flacon de lubrifiant.
I need to steer us toward safer ground.,J'ai besoin de nous diriger vers un terrain plus sûr.,Je dois nous diriger vers un terrain plus sûr.
"You'll get a formal letter asking you to vacate, but I thought I'd stop in and tell you personally.","Tu recevras une lettre officielle te demandant de quitter les lieux, mais j'ai pensé que c'était mieux de passer te le dire personnellement.","Vous recevrez un courrier officiel vous demandant de libérer les lieux, mais je voulais passer pour vous le dire en personne."
"""They fell in love.""",Ils sont tombés amoureux.,Ils sont tombés amoureux.
"""It's not exactly appropriate for a restaurant,"" Andi mumbled sadly, because she would actually love to go to dinner with him.","Ce n'est pas vraiment approprié pour un restaurant, marmonna Andi avec tristesse, parce qu'elle aurait vraiment aimé aller dîner avec lui.","« Ce n’est pas vraiment adapté pour un restaurant », murmura Andi avec tristesse, alors qu’elle aurait adoré, en réalité, dîner avec lui."
The deck railing creaked as he grasped it.,La rambarde du pont grinça lorsqu'il la saisit.,La rampe du pont grinça quand il s'y agrippa.
"""He's the guy that's made you so happy, your entire body language has changed.",C'est lui qui t'a rendu si heureux que ton langage corporel a changé.,"C'est lui, le mec qui t'a rendue si heureuse, toute ton attitude a changé."
"What's wrong with my couch?""",Qu'est-ce qui ne va pas avec mon canapé ?,Qu'est-ce qui ne va pas avec mon canapé ?
John is handling this much better than I am.,John gère cela beaucoup mieux que moi.,Jean gère ça bien mieux que moi.
"They settle on my hips, and he squeezes hard.",Elles se posent sur mes hanches et il serre fort.,"Elles se posent sur mes hanches, et il serre fort."
She pushed her hair over her shoulders and headed to the beach walkway so she could see the pier up close and inspect the damage.,Elle repoussa ses cheveux sur ses épaules et se dirigea vers la promenade de la plage afin de voir la jetée de plus près et d'inspecter les dégâts.,Elle rejeta ses cheveux en arrière et se dirigea vers la promenade de la plage pour mieux voir la jetée de près et évaluer les dégâts.
"Even when you're not being real, there's still a truth behind everything you do and say.""","Même quand tu te caches, il y a toujours une vérité derrière tout ce que tu fais et dis.","Même quand tu ne joues pas franc-jeu, il y a toujours une vérité derrière tout ce que tu fais et dis."
"I'd give it to him, I'm sure, regardless.","Je le lui donnerais, j'en suis sûr, peu importe ce que c'est.","Je lui donnerais, j'en suis sûr, peu importe."
"He turned away, sure that his cheeks had flamed at the sight.","Il se détourna, certain que ses joues s'étaient enflammées à cette vue.","Il détourna le regard, certain que ses joues s’étaient embrasées à cette vue."
"""I told you, he hates this.""","Je te l'ai dit, il déteste tout ça.","Je te l'ai dit, il déteste ça."
"""The renovations are moving along.",Les rénovations avancent.,Les rénovations avancent bien.
If only Chase knew who watched out for whom.,Si seulement Chase savait qui surveillait qui.,Si seulement Chase savait qui veille sur qui.
"""Am I too loud?"" John looks so guilty I feel like I should be apologizing.",John paraît tellement coupable que j'ai l'impression que c'est moi qui devrais m'excuser.,« Je fais trop de bruit ? » Le regard coupable de John me donne l’impression que c’est moi qui devrais m’excuser.
"She looked small against the vast ocean, like a grain of sand on the beach.","Elle paraissait si petite face à l'immensité de l'océan, comme un grain de sable sur la plage.","Elle semblait toute petite face à l'immensité de l'océan, comme un grain de sable sur la plage."
"He snatched his hand away, blood rushing to his face at the thought she'd caught him fondling her while she was asleep.","Il retira sa main, le sang lui montant au visage à l'idée qu'elle l'ait surpris en train de la caresser pendant qu'elle dormait.","Il retira brusquement sa main, le sang lui montant aux joues à l'idée qu'elle l'ait surpris en train de le tripoter pendant son sommeil."
He couldn't be more confusing if he tried.,Il ne pouvait  pas être plus déroutant même s'il essayait.,Il ne pourrait pas être plus confus s'il le faisait exprès.
"Luke had always preferred the whale, and they'd passed up a turn on the wheel numerous times to wait for the blue cart to come available.","Luke avait toujours préféré ""la baleine"", et ils avaient renoncé plusieurs fois à un tour de roue pour attendre que la cabine bleue se libère.","Luke avait toujours préféré la baleine, et ils avaient laissé passer plusieurs tours de manège en attendant que le chariot bleu se libère."
He shrugged and set the last glass ornament in the box.,Il haussa les épaules et déposa le dernier ornement en verre dans la boîte.,Il haussa les épaules et plaça la dernière boule en verre dans la boîte.
"""Something like that.""",Quelque chose comme ça.,Quelque chose comme ça.
"The queen shielded her eyes and looked to the bar, now simmering and smoking.","La reine se protégea les yeux et regarda le bar, maintenant réduit en un tas frémissant et fumant.","La reine se protégea les yeux et tourna son regard vers le comptoir, à présent fumant et couvant."
"Smoke hadn't filled the bedroom, but something was burning somewhere in the bar.","La fumée n'avait pas envahi la chambre, mais quelque chose brûlait quelque part dans le bar.","La chambre n’était pas enfumée, mais quelque chose brûlait, quelque part dans le bar."
The number of times I've fantasized about this very moment is incalculable.,Le nombre de fois où j'ai fantasmé sur ce moment précis est incalculable.,Je ne sais même plus combien de fois j’ai fantasmé sur ce moment précis.
"""Next week,"" Chase said.","La semaine prochaine, dit Chase.","« La semaine prochaine, » déclara Chase."
"they didn't have time for another round of sex, even if he thought it was a good idea, which it wasn't.","Il ne pouvait pas s'impliquer et ils n'avaient pas le temps pour une autre partie de jambes en l'air, même s'il pensait que c'était une bonne idée; ce qui n'était pas le cas.","Ils n'avaient pas le temps pour une autre partie de jambes en l'air, même s'il trouvait que c'était une bonne idée, ce qui n'était pas le cas."
"""I'm sorry, Devyn,"" Andi said, wishing that she'd never brought it up.","Je suis désolée, Devyn, déclara Andi, souhaitant n'avoir jamais abordé le sujet.","« Je suis désolée, Devyn », dit Andi, regrettant d’avoir jamais abordé le sujet."
He's a self-talker.,Il se parle à lui-même.,Il parle tout seul.
"""Five times?"" he asked as they headed down a side street towards the long line of apartment complexes that lined the street.",reprit-il alors qu'ils se dirigeaient vers une rangée d'appartements qui bordait un des côtés de la rue dans laquelle ils se trouvaient.,"*« Cinq fois ? »* demanda-t-il tandis qu’ils s’engageaient dans une rue adjacente, en direction de la longue rangée d’immeubles qui bordait la chaussée."
He eyes the crowd of reporters like he wants to tear them apart with his bare hands.,Il regarde la foule des journalistes comme s'il voulait les déchiqueter à mains nues.,Il toise la foule de journalistes comme s'il voulait les déchirer de ses mains nues.
Time to choose the future.,Il était temps de choisir l'avenir.,L'heure est venue de choisir l'avenir.
"""Is that a bad thing?"" he asked as they slowly made their way past the reason why they'd been stuck on the highway for the past two hours as the road crew pulled back the orange cones.",demanda-t-il alors qu'ils dépassaient lentement la raison pour laquelle ils étaient restés bloqués sur l'autoroute depuis deux heures alors que l'équipe de sécurité routière retirait les cônes orange.,"« Est-ce que c’est une mauvaise chose ? » demanda-t-il tandis qu’ils avançaient lentement devant la raison pour laquelle ils étaient bloqués sur l’autoroute depuis deux bonnes heures, l’équipe de voirie commençant à ranger les cônes orange."
"""Don't think about all that stuff right now,"" she said.","Ne pense pas à tout cela pour l'instant, dit-elle.","« Ne pense pas à tout ça pour l’instant, dit-elle."
"Instead, he'd left the clothes and shoes strewn about and his books and magazines piled around the room.","Au lieu de cela, il avait laissé les vêtements et les chaussures éparpillés, les livres et les magazines empilés dans la pièce.","Au lieu de cela, il avait laissé traîner les vêtements et les chaussures un peu partout et entassé ses livres et ses magazines dans toute la pièce."
"""Hey, mister,"" she said.","Hé, monsieur, dit-elle.","« Hé, monsieur », dit-elle."
"It took time to figure out how to turn my love of music into a career.""",Il m'a fallu du temps pour comprendre comment transformer mon amour de la musique en carrière.,"""J’ai mis du temps à comprendre comment transformer ma passion pour la musique en carrière."""
"Reluctantly, hands shaking so badly I can barely get them to do my bidding, I click.","À contrecœur, les mains tremblant à tel point que j'ai du mal à les faire fonctionner, je clique.","Les doigts tremblants au point de peine les maîtriser, je cède et clique, à contrecœur."
"He was on a sunny beach, and the wind was light, hugging.","Il se trouvait sur une plage ensoleillée, et le vent était léger, enveloppant.","Il était sur une plage ensoleillée, et le vent était léger, presque caressant."
The duvet was high-quality cotton and cool to the touch in the muggy room.,La couette était en coton de haute qualité et fraîche au toucher dans la pièce moite.,La couette était en coton de haute qualité et fraîche au toucher dans la pièce étouffante.
