sources,references,translations
He's a jolly sort. A kind of Sicilian Santa Claus.,Une sorte de Père Noël sicilien.,C'est un gars super sympa. Un peu comme le Père Noël sicilien.
"I'll stay a few days and visit, as long as my shop is still fine.","Je resterai quelques jours pour visiter, tant que mon magasin va bien.","Je vais rester quelques jours et visiter, tant que ma boutique va bien."
"""I'm cautiously optimistic,"" he hedged, taking a sip of apple juice as he pulled his phone back out of his pocket.","Je suis prudemment optimiste, nuança-t-il avant de prendre une gorgée de jus de pomme et de reprendre son téléphone.","« Je suis prudemment optimiste », dit-il en prenant une gorgée de jus de pomme et en ressortant son téléphone de sa poche."
They almost reached the beach stairs when he stopped.,Ils avaient presque atteint les escaliers de la plage lorsqu'il s'arrêta.,Ils étaient presque arrivés à l'escalier de la plage quand il s'est arrêté.
"When Devyn only glared, Lucas said, ""That's why.""","Comme Devyn se contenta de lui jeter un regard noir, Lucas dit : ""Voilà pourquoi.""","Comme Devyn se contentait de le regarder d'un air furieux, Lucas dit : « Voilà pourquoi. »"
"It hasn't been that long.""",Ça ne fait pas si longtemps.,Ça ne fait pas si longtemps
What the hell would he think if he found her talking to a naked man?,Que penserait-il s'il la surprenait en train de parler à un homme nu ?,Qu'est-ce qu'il penserait s'il la voyait en train de parler à un mec tout nu ?
"For a moment, he considered trying to make his way back to his room so that he could pass back out on his bed, but the thought of soaking in a hot bath sounded really fucking good at the moment.","Pendant un instant, il envisagea l'idée de retourner dans sa chambre et de s'évanouir encore une fois dans son lit, mais l'idée d'un bon bain chaud était tout aussi tentante à cet instant.","Pendant un instant, il a pensé à retourner dans sa chambre pour se recoucher, mais l'idée de se détendre dans un bon bain chaud lui semblait vraiment géniale à ce moment-là."
They spring out of my head in Medusa spirals that I pretend to control in the morning.,Elles jaillissent de ma tête en spirales comme Méduse que je fais semblant de contrôler le matin.,Ils sortent de ma tête en spirales de Méduse que j'essaie de contrôler le matin.
"""Let's simply say your father made a bet and lost.",Disons simplement que ton père a fait un pari et qu'il a perdu.,disons juste que ton père a fait un pari et qu'il a perdu.
"Tied up, or of his own free will.","Attaché, ou de son plein gré.",Attaché ou de son plein gré.
The woman who'd pledged her life to me.,La femme qui m'avait juré de m'aimer toute ma vie.,La femme qui m'avait promis sa vie.
Every fiber of his heart wanted to reach in and claim those lips.,Toutes les fibres de son cœur voulaient s'approcher et s'emparer de ces lèvres.,Chaque fibre de son cœur voulait se pencher et s'emparer de ces lèvres.
"""Neither of us knew what we were doing.""",Aucun de nous ne savait ce qu'il faisait.,« On savait pas du tout ce qu'on faisait. »
"Something is really eating at the man, and I wish I knew him well enough for me to be able to ask.","Quelque chose le ronge vraiment, et j'aimerais le connaître assez pour pouvoir le lui demander.","Quelque chose le tracasse vraiment, et j'aimerais le connaître assez bien pour pouvoir lui demander."
"""Please don't make this more difficult than it already is.""","S'il te plaît, ne rends pas les choses plus difficiles qu'elles ne le sont déjà.","s'il te plaît, ne rends pas ça plus compliqué que ça ne l'est déjà"
"""Do I have a choice?""",Ai-je le choix ?,j'ai le choix ?
"""I'll tell you about that oil portrait hanging over the bar.",Je vais te parler de cette peinture à l'huile accrochée au-dessus du bar.,je vais te parler de ce portrait à l'huile accroché au-dessus du bar.
"He'd led her on, knowing he couldn't give her what she really needed.",Il avait couché avec elle sachant qu'il ne pouvait pas lui donner ce dont elle avait vraiment besoin.,"Il lui avait fait miroiter des trucs, même s'il savait qu'il ne pouvait pas lui donner ce dont elle avait vraiment besoin."
"He's smiling, despite the uncertainty in his eyes.","Il sourit, malgré l'incertitude dans ses yeux.","Il sourit, même s'il a l'air un peu incertain."
It occurs to me that it's been over a month since I got laid.,Je me rends compte que cela fait plus d'un mois que je ne me suis pas envoyé en l'air.,Je me rends compte que ça fait plus d'un mois que je n'ai pas couché avec quelqu'un.
"""Did you step on any glass?""",As-tu marché sur du verre ?,t'as marché sur du verre ?
"Are you going to leave me here and run away?""",Qu'est-ce que tu vas faire ? Tu vas me laisser ici et t'enfuir ?,Tu vas me laisser ici et t'enfuir ?
Chase took a bite of his sandwich then set it down.,Chase croqua une bouchée de son sandwich puis le reposa.,"Chase a pris une bouchée de son sandwich, puis l'a reposé."
"I know she's doing what she thinks is best.""",Je sais qu'elle fait ce qu'elle pense être le mieux.,Je sais qu'elle fait ce qu'elle pense être le mieux
"In a split second, she threw her arms around his neck and craned to kiss him, giving him a peck beneath his chin.","En une fraction de seconde, elle lui passa les bras autour du cou et se pencha pour l'embrasser, lui faisant un petit bisou sous le menton.","En un clin d'œil, elle lui a sauté au cou et s'est penchée pour l'embrasser, lui donnant un petit baiser sous le menton."
He liked falling asleep with her in his arms more than he should.,"Il aimait, beaucoup plus qu'il ne devait, s'endormir avec elle dans ses bras.",Il aimait s'endormir avec elle dans ses bras plus qu'il n'aurait dû.
"Better grab a candle or two.""",Je ferais mieux de prendre une ou deux bougies.,Prends une bougie ou deux
"The mentholated cream soothed his skin as he rubbed, though he was careful not to lather near the cut.","La crème mentholée apaisa sa peau lorsqu'il frotta, bien qu'il fît attention à ne pas faire mousser la crème près de la coupure.","La crème mentholée lui a fait du bien sur la peau quand il l'a appliquée, mais il a fait gaffe à ne pas mettre trop près de la coupure."
"""This is no time to be afraid of the ocean.",Ce n'est pas le moment d'avoir peur de l'océan.,c'est pas le moment d'avoir peur de l'océan.
"When the backs of his knees hit it, I release him, and he tumbles down.","Lorsque l'arrière de ses genoux le touche, je le libère et il se tomber.","Quand l'arrière de ses genoux le touche, je le lâche et il tombe."
"The crash of waves onto the sand echoed against the dunes, and the darkened skeletal remains of the pier jagged from the water.","Le fracas des vagues sur le sable résonnait contre les dunes, et les vestiges squelettiques de la jetée se détachaient de l'eau.","Le bruit des vagues qui s'écrasaient sur le sable résonnait contre les dunes, et les restes sombres et squelettiques de la jetée émergeaient de l'eau."
"""What do you think?"" Andi asked as she waited for Drew, her twin brother, best friend, and the man that she was counting on to tell her that she wasn't making a mistake to say something.","demanda Andi en attendant que Drew, son frère jumeau, son meilleur ami et l'homme sur qui elle comptait pour lui dire qu'elle n'était pas en train de commettre une erreur, dise quelque chose.","« T'en penses quoi ? » demanda Andi en attendant Drew, son frère jumeau, meilleur pote et celui sur qui elle comptait pour lui dire qu'elle ne se trompait pas en disant quelque chose."
"No one would have ever put bets on finding a buyer that fast.""",Personne n'aurait jamais parié sur le fait de trouver un acheteur aussi rapidement.,Personne n'aurait jamais parié qu'on trouverait un acheteur aussi vite
Like Inna said.,Comme l'avait dit Inna.,Comme Inna l'a dit.
"Sniffing my shirt, maybe?","Il renifle mon t-shirt, peut-être ?","Tu sens ma chemise, peut-être ?"
I've never seen it before.,Je ne l'avais jamais vue auparavant.,Je n'ai jamais vu ça avant.
"""He'll see me if I move it.",Il me verra si je la bouge.,il me verra si je le déplace.
"""You called me your date.""",Tu as dit que j'étais ton rendez-vous.,tu m'as dit que j'étais ton rendez-vous
"Now that the storm brought them back to reality, she could sense him tightening again with worry.","Maintenant que la tempête les ramenait à la réalité, elle sentait qu'il se crispait à nouveau d'inquiétude.","Maintenant que la tempête les avait ramenés à la réalité, elle pouvait sentir qu'il se crispait à nouveau, inquiet."
"""You like him.""",Tu l'aimes bien.,tu l'aimes bien
"He knew that he was taking a chance by spending the last month on the road, but he didn't have a choice.","Il savait qu'il prenait un risque en passant le dernier mois sur la route, mais il n'avait pas le choix.","Il savait qu'il prenait un risque en passant le dernier mois sur la route, mais il n'avait pas le choix."
"That couldn't be good, Andi thought even as she followed the mystery man that commandeered her interview, curious to see where this was going.","Ça ne présageait rien de bon, pensa Andi même si elle suivait l'homme mystérieux qui la convoquait pour un entretien afin de voir où tout ça la menait.","Ça ne présageait rien de bon, pensa Andi tout en suivant l'homme mystérieux qui avait pris le contrôle de son interview, curieuse de voir où ça allait mener."
"She kept her face buried in the couch, her ass high in the air.","Elle gardait le visage enfoui dans le canapé, les fesses en l'air.","Elle gardait la tête enfouie dans le canapé, les fesses en l'air."
I say this to John when he gives me his mood for the night.,C'est ce que je dis à John lorsqu'il me fait part de son humeur du soir.,Je dis ça à John quand il me dit comment il se sent pour la soirée.
Damn the bad memories and damn his chivalry.,Au diable les mauvais souvenirs et au diable sa galanterie.,Au diable les mauvais souvenirs et sa gentillesse.
"Biting back a disappointed sigh, Andi reluctantly stood up and followed him to the door, hoping that he'd change his mind.","Réprimant un soupir de déception, Andi se leva à contrecœur et le suivit jusqu'à la porte, espérant qu'il changerait d'avis.","Ravalant un soupir de déception, Andi se leva à contrecœur et le suivit jusqu'à la porte, en espérant qu'il change d'avis."
"She leaned against him, his body damp with sweat and warm.","Elle s'appuya contre lui, son corps humide de sueur et chaud.","Elle s'est appuyée contre lui, son corps était chaud et moite de sueur."
"""Not me, my, uh, niece.","Pas moi, ma, euh... nièce.","pas moi, ma nièce."
"He tried to back up, but he slid, his feet not gaining any traction on the shifting mess.","Il essaya de reculer, mais il glissa, ses pieds n'ayant aucune prise sur le sable mouvant.","Il a essayé de reculer, mais il a glissé, ses pieds n'ayant aucune prise sur le sol instable."
"If only she knew how to ease his grief about his brotherthen, she might be able to get his attention on other things, like living.","Si seulement elle savait comment soulager son chagrin à propos de son frère, elle pourrait alors attirer son attention sur d'autres choses, comme vivre.","Si seulement elle savait comment l'aider à surmonter son chagrin pour son frère, elle pourrait peut-être le faire penser à d'autres trucs, comme vivre sa vie."
But she was old enough and independent enough to do this on her own.,Mais elle était assez âgée et indépendante pour le faire toute seule.,Mais elle était assez grande et assez indépendante pour le faire toute seule.
"""John, please, oh please, tell me you've had sex in the last eight years.""","John, s'il te plaît, oh s'il te plaît, dis-moi que tu as fait l'amour au cours des huit dernières années.","john, s'il te plaît, dis-moi que t'as couché avec quelqu'un ces huit dernières années"
Focus on the ropes and climbing.,Elle se concentra sur les cordes et sur l'escalade.,Concentre-toi sur les cordes et l'escalade.
"""I'm glad you did,"" I admit, still shaky.","Je suis content que tu l'aies fait, admets-je, encore tremblant.","« Je suis content que tu l'aies fait », je dis, encore tout secoué."
"It also didn't hurt that she was always early, worked hard, never bitched or complained when he asked her to do something, didn't bother kissing his ass, and, of course, he hadn't found her curled up in the fetal position underneath her desk yet.","À ça, il fallait rajouter qu'elle arrivait toujours tôt, travaillait dur, ne se plaignait jamais quand il lui demandait de faire quelque chose, elle ne lui léchait pas les bottes, et bien sûr, il ne l'avait pas trouvé en position fœtale sous son bureau pour l'instant.","En plus, ça ne faisait pas de mal qu'elle soit toujours à l'heure, qu'elle bosse dur, qu'elle ne râle jamais quand il lui demandait de faire un truc, qu'elle ne cherche pas à lui faire de la lèche et, bien sûr, qu'il ne l'ait pas encore trouvée recroquevillée en position fœtale sous son bureau."
"Still don't, but it's thick and silky as the pads of my fingers slide along the waves.","Je ne le sais toujours pas, mais ils sont épais et soyeux lorsque la pulpe de mes doigts glisse dans ses cheveux ondulés.","Je ne sais toujours pas, mais c'est épais et soyeux quand je passe mes doigts dessus."
"He'd offered to put this deal on hold until after she had the twins, but she'd been determined to see this thing through to the end and-","Il lui avait proposé de mettre cette affaire en suspens jusqu'à ce qu'elle ait accouché des jumeaux, mais elle était déterminée à aller jusqu'au bout et...","Il avait proposé de mettre ce projet en pause jusqu'à ce qu'elle ait accouché des jumeaux, mais elle était bien décidée à aller jusqu'au bout et.."
"Silence stretches on between us, and I feel vindicated.",Le silence s'étire entre nous et je me sens validé.,"Le silence s'installe entre nous, et je me sens justifiée."
"""Chase will be back soon.",Chase sera bientôt de retour.,chase va bientôt revenir.
The bar was covered with lit candles and Mari was whistling some unknown song and twirling around.,Le bar était couvert de bougies allumées et Mari sifflait une chanson inconnue en tournant sur elle-même.,Le bar était rempli de bougies allumées et Mari sifflait une chanson qu'on ne connaissait pas en tournoyant.
"""Yes, when he left her, she was carrying his child.""","Oui, quand il l'a quittée, elle portait son enfant.","ouais, quand il l'a quittée, elle était enceinte de lui"
"It probably wouldn't have been so bad if she'd been allowed to focus on one thing at a time, but apparently, that wasn't an option.","Elle s'en serait probablement sortie s'il lui avait permis de se concentrer sur une seule tâche à la fois, mais apparemment, c'était impossible.","Ça n'aurait probablement pas été si grave si elle avait pu se concentrer sur une seule chose à la fois, mais apparemment, ce n'était pas possible."
It wasn't too late.,Il n'était pas trop tard.,C'était pas trop tard.
That should be enough water.,Il devrait y avoir assez d'eau.,Ça devrait être assez d'eau.
"""I...it's just so wrong not having you with me,"" he groans.","Je... ça fait tellement mal de ne pas t'avoir avec moi, gémit-il.","« Moi... c'est tellement dur de ne pas t'avoir avec moi », dit-il en gémissant."
"""Let me get you a towel,"" he said in his forced calm and hopefully nice voice.","Je vais te chercher une serviette, dit-il de sa voix calme et, espérait-il, agréable.","« Je vais te chercher une serviette », dit-il d'un ton calme et gentil."
"""I know, I'm too awesome to be single forever.""","Je sais, je suis trop génial pour rester célibataire toute ma vie.","je sais, je suis trop génial pour rester célibataire pour toujours"
Clearly his body and mind weren't on the same page.,"Manifestement, son corps et son esprit n'étaient pas sur la même longueur d'onde.",C'était clair que son corps et son esprit n'étaient pas sur la même longueur d'onde.
"If Chase left, she'd have to marry Inna, or run away and live in a hidden cove somewhere her tribe couldn't find her.","Si Chase partait, elle devrait épouser Inna, ou s'enfuir et vivre dans une crique cachée, quelque part où sa famille ne pourrait pas la trouver.","Si Chase partait, elle devrait épouser Inna ou s'enfuir et vivre dans une crique cachée où sa tribu ne pourrait pas la retrouver."
Twitter: @kerryadrienne,Twitter : @kerryadrienne,Twitter : @kerryadrienne
"When she'd come to shore, she'd left behind everything she'd ever known to make it on her own and sometimes the weight of that choice caused her a pang of indecision.","Lorsqu'elle était arrivée sur la terre ferme, elle avait laissé derrière elle tout ce qu'elle avait connu pour se débrouiller seule et, parfois, le poids de ce choix lui causait un sentiment de doute.","Quand elle est arrivée sur le rivage, elle a laissé derrière elle tout ce qu'elle connaissait pour se débrouiller toute seule, et parfois, le poids de ce choix la rendait super indécise."
"I know this fun house.""",Je connais ce palais du rire.,Je connais cette maison hantée
Andi Dawson.,Andi Dawson,Andi Dawson.
"Too many to count, and yet not enough to satisfy.","Trop pour les compter, et pourtant pas assez pour les satisfaire.","Trop nombreux pour les compter, mais pas assez pour être satisfaits."
And arranged marriages aren't always a bad thing.,Et les mariages arrangés ne sont pas toujours une mauvaise chose.,"Et les mariages arrangés, c'est pas toujours une mauvaise idée."
"When she came out of the bathroom, she scanned the empty bar.","En sortant de la salle de bains, elle balaya du regard le bar vide.","Quand elle est sortie des toilettes, elle a regardé autour d'elle dans le bar vide."
"Since he'd been standing at the railing, clouds had filled most of the sky over the ocean and crept toward the shore.","Depuis qu'il se tenait à la balustrade, les nuages avaient envahi la majeure partie du ciel au-dessus de l'océan et s'étaient rapprochés du rivage.","Depuis qu'il était à la balustrade, les nuages avaient pris le dessus sur le ciel au-dessus de l'océan et se rapprochaient de la côte."
"She peeked to see what he was doing, and he held his hands up and wiggled his fingers.","Elle jeta un coup d'œil pour voir ce qu'il faisait, et il leva les mains et remua les doigts.","Elle a jeté un coup d'œil pour voir ce qu'il faisait, et il a levé les mains et remué les doigts."
"I moan, and suck, and lick, and nibble, and give John Burton's cock every bit of pleasure I can dream up.","Je gémis, je suce, je lèche, je mordille et je donne à la queue de John Burton tout le plaisir que je peux imaginer.","Je gémis, je suce, je lèche, je mordille et je donne à la bite de John Burton tout le plaisir que je peux imaginer."
"""Come on, Chase, it'll be a nice break from being cooped up in here.""","Viens, Chase, ce sera une bonne pause après avoir été enfermés ici.","allez, Chase, ça va être sympa de sortir un peu de là"
"My patience with you is...gone.""",Ma patience en ce qui te concerne est... épuisée.,"Ma patience avec toi, c'est fini"
The merpeople were incensed at Amelia's departure and hunted down the ship.,Les habitants des mers étaient furieux du départ d'Amelia et avaient pris le bateau en chasse.,Les sirènes étaient super énervées qu'Amelia soit partie et ont traqué le bateau.
"God, he wasn't ready for it to end yet.","Bon sang, il n'était pas encore prêt à ce que ça se termine.","Bon sang, il n'était pas prêt pour que ça se termine déjà."
"Right now, family isn't one of the positives.""","En ce moment, ma famille ne fait pas partie des choses positives.","Pour l'instant, la famille n'est pas un truc positif"
"""My shop will be a complete loss.",Mon magasin est totalement foutu.,ma boutique va être complètement perdue.
"""I wasn't planning on going,"" Devyn said, knowing better than to waste any time on bullshit, not when he only had four months to clean this mess.","Je n'avais pas prévu d'y aller, dit Devyn qui avait mieux à faire que de perdre son temps dans ces bêtises alors qu'il n'avait que quatre mois pour tout arranger.","« Je n'avais pas prévu d'y aller », dit Devyn, sachant qu'il valait mieux ne pas perdre son temps avec des conneries, surtout qu'il n'avait que quatre mois pour régler ce bordel."
"A small, tight eye meant a strong, well-organized storm.",Un oeil de cyclone de petite taille était synonyme d'une tempête forte et rigoureuse.,"Un petit œil bien serré, ça voulait dire une tempête puissante et bien organisée."
This has been a sore spot for us ever since the beginning.,"Depuis le début, c'est un point sensible entre nous.",Ça a toujours été un sujet sensible pour nous depuis le début.
What kind of relationship would that be?,Quel genre de relation cela serait-il ?,C'est quoi ce genre de relation ?
"Right now, I watch John float back to earth.","Pour l'instant, je regarde John revenir sur terre.","En ce moment, je regarde John revenir sur terre."
Desperately.,Désespérément.,À tout prix.
"I prefer to remain anonymous online.""",Je préfère rester anonyme en ligne.,Je préfère rester anonyme en ligne
"Overbearing, sometimes.","Trop autoritaire, parfois.",Parfois un peu trop autoritaire.
"You've mentioned it a few times.""",Tu l'as mentionné plusieurs fois.,Tu en as parlé plusieurs fois
"John looks over my head, and the scent of falafel fills my nose as the waiter reaches around me and sets our lunch orders on the table.",John regarde par-dessus ma tête et l'odeur des falafels m'emplit le nez lorsque le serveur me contourne et dépose nos commandes sur la table.,"John regarde par-dessus ma tête, et l'odeur des falafels me monte au nez quand le serveur passe devant moi et pose nos commandes sur la table."
Plenty of stuff in the kitchen.,Il y a plein de choses dans la cuisine.,Y a plein de trucs dans la cuisine.
She had to make sure that wouldn't happen.,Elle devait s'assurer que cela n'arriverait pas.,Elle devait s'assurer que ça n'arriverait pas.
"At first, he thought it was some kind of sick joke played on him when he was drunk, and he'd tried to scrub it off, thinking it might be ink pen.","Au début, il avait cru qu'il s'agissait d'une mauvaise blague qu'on lui avait faite lorsqu'il était ivre, et il avait essayé de l'effacer en pensant qu'il s'agissait peut-être d'encre de stylo.","Au début, il a cru que c'était une blague de mauvais goût qu'on lui avait faite alors qu'il était bourré, et il a essayé de l'enlever, pensant que c'était peut-être de l'encre de stylo."
"He really got into the Artic Monkeys.""",Il a vraiment aimé les Arctic Monkeys.,Il est devenu super fan des Artic Monkeys
"She wanted to memorize his every move, capture every touch and preserve the moments when they came together as one.","Elle voulait mémoriser chacun de ses mouvements, capturer chaque contact et immortaliser les moments où ils ne faisaient qu'un.","Elle voulait se rappeler chacun de ses gestes, saisir chaque contact et garder les moments où ils ne faisaient qu'un."
He couldn't let her get him more upset.,Il ne pouvait pas la laisser l'énerver davantage.,Il ne pouvait pas la laisser le contrarier encore plus.
"""I'm not ready yet,"" she said.","Je ne suis pas encore prête, dit-elle.","« Je ne suis pas encore prête », a-t-elle dit."
"Not really caring how it got there, Andi grabbed her bag and-","Sans se soucier de la façon dont il était arrivé là, Andi l'attrapa et...","Sans trop se demander comment ça avait atterri là, Andi a attrapé son sac et.."
"I've only turned on two of the lamps in my living room, and the walls merely glow softly around us.","Je n'ai allumé que deux des lampes de mon salon, et les murs se contentent de diffuser une douce lueur autour de nous.","J'ai juste allumé deux lampes dans mon salon, et les murs sont juste un peu éclairés autour de nous."
I'm only half-serious.,Je ne suis qu'à moitié sérieux.,Je suis à moitié sérieux.
"She scampered after him, her flip-flops squeaking on the floor as she tried to run through the mirrored maze without tripping or falling or knocking over mirrors.","Elle lui emboita le pas, ses tongs crissant sur le sol alors qu'elle essayait de courir à travers le labyrinthe de miroirs sans trébucher, tomber ou renverser les miroirs.","Elle s'est précipitée derrière lui, ses tongs faisant du bruit sur le sol alors qu'elle essayait de traverser le labyrinthe de miroirs sans trébucher, tomber ou renverser les miroirs."
"""Music speaks to me,"" I find myself saying.","La musique me parle, me trouvé-je à dire.","« La musique me parle », je me surprends à dire."
Nicki takes a sudden interest in the papers on her desk.,Nicki s'intéresse soudain aux papiers posés sur son bureau.,Nicki se met tout à coup à s'intéresser aux papiers sur son bureau.
"""That's better, now drink this.""","C'est mieux, maintenant bois ça.","« Voilà qui est mieux, maintenant bois ça. »"
"""I don't think I've heard it,"" John admits.","Je ne pense pas l'avoir entendu, admet John.","« Je crois que je ne l'ai jamais entendu », dit John."
"So far, the only thing that they knew was that whoever was behind it had access, which meant that every member of the board and several high-ranking executives at the company was a suspect.","Jusqu'à présent, la seule chose qu'ils savaient, c'était que la personne qui était derrière tout ça avait un accès à la gestion des Hôtels Carta, ce qui signifiait que tous les membres du conseil d'administration et plusieurs cadres supérieurs de l'entreprise étaient suspects.","Jusqu'à présent, la seule chose qu'ils savaient, c'est que celui qui était derrière tout ça avait accès aux infos, ce qui veut dire que tous les membres du conseil d'administration et plusieurs cadres supérieurs de l'entreprise étaient suspects."
"""I don't know,"" he yelled.","Je ne sais pas, cria-t-il.","« Je ne sais pas », a-t-il crié."
Chapter 19,Chapitre 19,Chapitre 19
But she knew what she didn't want.,"Mais, elle savait ce dont elle ne voulait pas.",Mais elle savait ce qu'elle ne voulait pas.
"I'll tell you about the painting later.""",Je te parlerai du tableau plus tard.,Je te parlerai du tableau plus tard
"There's nothing here for you anymore.""",Il n'y a plus rien ici pour toi.,Il n'y a plus rien pour toi ici
"""Nothing changed, except maybe my ability to deny the truth.","Rien n'a changé, sauf peut-être ma capacité à nier la vérité.","rien n'a changé, sauf peut-être ma capacité à nier la vérité."
"The water, cool for September, pushed and pulled at her until she was over waist deep.","L'eau, fraîche pour un mois de septembre, la poussait et la tirait jusqu'à ce qu'elle ait dépassé sa taille.","L'eau, fraîche pour un mois de septembre, la poussait et la tirait jusqu'à ce qu'elle soit immergée jusqu'à la taille."
"The moon is nearly full, waxing or waning I don't know, but it's bright.","La lune est presque pleine, je ne sais pas si elle est croissante ou décroissante, mais elle est brillante.","La lune est presque pleine, je sais pas si elle est croissante ou décroissante, mais elle brille bien."
"When the wet heat of John's mouth surrounds me for the first time, I know that I'm going to embarrass myself.","Lorsque la chaleur humide de la bouche de John m'entoure pour la première fois, je sais que je vais me ridiculiser.","Quand la chaleur humide de la bouche de John m'enveloppe pour la première fois, je sais que je vais me ridiculiser."
"He must have figured out where we went.""",Il a dû comprendre où on était allés.,Il a dû comprendre où on est allés
"""I promise I won't let anything happen to you.""",Je te promets que je ne laisserai rien t'arriver.,je te promets que je ne laisserai rien t'arriver
And I'm a little tongue-tied when he leans down and leaves a soft kiss on my cheek before he sits in the chair across from me.,Et je reste muet lorsqu'il se penche et dépose un doux baiser sur ma joue avant de s'asseoir sur la chaise en face de moi.,Et je suis un peu toute émue quand il se penche et me fait un petit bisou sur la joue avant de s'asseoir sur la chaise en face de moi.
He'd be on a boat. On the water.,Il serait sur un bateau.,Il serait sur un bateau. Sur l'eau.
"""I'll see you before I leave tomorrow.""","On se verra demain, avant mon départ.",« On se voit avant que je parte demain. »
"His other arm boasted some type of navy diver tattoo, faded and smudged.","Son autre bras arborait une sorte de tatouage de plongeur de la Marine, délavé et abîmé.","Son autre bras avait un tatouage de plongeur de la marine, un peu délavé et flou."
"""We have more important things to discuss,"" Devyn said with a pointed look at the files in his hands as he placed them on the coffee table.","Nous avons des choses plus importantes à discuter, déclara Devyn avec un regard appuyé sur les dossiers entre ses mains alors qu'il les posait sur la table basse.","« On a des trucs plus importants à discuter », dit Devyn en regardant les dossiers dans ses mains avant de les poser sur la table basse."
"We can clean tomorrow.""",Nous pourrons nettoyer demain.,On peut nettoyer demain
Old-time pirates scared her.,Les pirates d'antan lui faisaient peur.,Les pirates d'autrefois lui faisaient peur.
"Maybe this wouldn't be so bad, Andi tried telling herself as she glanced back at the door to find Uncle Shawn standing there, shooting her a wink and a reassuring smile that was supposed to make this better.","Peut-être que ça ne sera pas si mal, se dit Andi alors qu'elle jetait un œil à l'embrasure de la porte où se tenait Oncle Shawn, lui lançant un clin d'œil et un sourire rassurant censés rendre les choses plus agréables.","Peut-être que ce ne serait pas si grave, se dit Andi en jetant un coup d'œil vers la porte, où se tenait son oncle Shawn, qui lui fit un clin d'œil et lui adressa un sourire rassurant censé l'apaiser."
"I stare up at John's sad, popcorn ceiling until I drift off into an exhausted, dreamless sleep.",Je fixe le triste plafond en crépi de John jusqu'à ce que je sombre dans un sommeil épuisant et sans rêve.,"Je fixe le plafond triste et granuleux de John jusqu'à ce que je m'endorme, épuisé, sans faire de rêves."
"Before I realize what I've done, my hands are on his shoulders.","Avant que je ne réalise ce que j'ai fait, mes mains sont sur ses épaules.","Avant même de réaliser ce que je fais, mes mains sont déjà posées sur ses épaules."
"""Yeah, maybe, but the whole arranged marriage thing sounds a little crazy.","Oui, peut-être, mais cette histoire de mariage arrangé me semble un peu folle.","ouais, peut-être, mais cette histoire de mariage arrangé, ça a l'air un peu dingue."
If he knew her fantasies.,Si seulement il connaissait ses fantasmes.,S'il savait ses fantasmes.
"She keeps every door open, as if inviting partygoers to slip away and indulge in whatever they might fancy.","Elle laisse toutes les portes ouvertes, comme si elle invitait les fêtards à s'éclipser et à se laisser aller à leurs envies.","Elle laisse toutes les portes ouvertes, comme si elle invitait les invités à se faufiler dehors et à faire tout ce qui leur plaît."
"""Did you come out before you moved here or after?""",As-tu fait ton coming out avant d'emménager ici ou après ?,tu as fait ton coming out avant ou après avoir déménagé ici ?
"When I run a slick fingertip around his hole, he loses the battle, surging up and into the back of my throat.","Lorsque je passe le bout d'un doigt luisant sur le pourtour de son anus, il perd la bataille, s'arc-boutant  et s'enfonçant au fond de ma gorge.","Quand je passe mon doigt tout huileux sur son trou, il craque, et il se met à monter tout droit dans ma gorge."
"""Remember, this is a story.",N'oublie pas que c'est une histoire.,"n'oublie pas, c'est une histoire."
As far-fetched as the story the merfolk told?,Était-elle aussi farfelue que l'histoire racontée par le peuple des mers ?,Aussi tiré par les cheveux que l'histoire racontée par les sirènes ?
"""And no rule says we have to meet up for lunch.""",Et aucune règle ne dit que nous devons nous retrouver pour déjeuner.,et y'a aucune règle qui dit qu'on doit se retrouver pour déjeuner
"""I know it's a tattoo, silly mermaid.","Je sais que c'est un tatouage, stupide sirène.","je sais que c'est un tatouage, petite sirène."
"And had given me the sweetest, softest kiss.",Et il m'avait donné le plus doux des baisers.,Et m'avait donné le baiser le plus doux et le plus tendre.
"Relieved that this was finally over, Devyn reached for his pen and-","Soulagé d'en finir, Devyn saisit son stylo et...","Soulagé que ce soit enfin fini, Devyn a attrapé son stylo et.."
"For the most part, the scene is still.","La plupart du temps, la scène est immobile.","En gros, la scène est calme."
He rubbed his arms to silence the tingling she'd caused.,Il se frotta les bras pour faire taire les picotements qu'elle avait provoqués.,Il s'est frotté les bras pour calmer les picotements qu'elle avait provoqués.
"When she hesitated, he looked up and met her gaze as he said, ""Please,"" and found herself lying down as she noted the pained expression in his beautiful eyes.","Lorsqu'elle hésita, il leva les yeux et croisa son regard en disant : ""S'il te plaît"", et elle se retrouva allongée en remarquant l'expression de douleur dans ses beaux yeux.","Quand elle a hésité, il a levé les yeux et a croisé son regard en disant « S'il te plaît », et elle s'est retrouvée allongée en remarquant l'expression douloureuse dans ses beaux yeux."
"I'm nearing six feet, but John Burton's got a good five inches on me, at least.","J'approche le mètre quatre-vingt-dix, mais John Burton fait au moins cinq centimètres de plus que moi.","Je fais presque 1,80 m, mais John Burton me dépasse d'au moins 12 cm."
"""Let's enjoy this evening together, okay?","Profitons de cette soirée ensemble, d'accord ?","on va profiter de cette soirée ensemble, d'accord ?"
"As long as it's been, I'm still sad when I think about him.","Malgré tout le temps passé, je suis toujours triste quand je pense à lui.","Même si ça fait longtemps, je suis toujours triste quand je pense à lui."
